Zählstellenname;5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.03 BN - Nordbrücke (Südseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.04 BN - Nordbrücke (Nordseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.05 BN - Südbrücke (Südseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.06 BN - Südbrücke (Nordseite);5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.07 BN - Estermannufer;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.10 BN - Bröhltalweg;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.11 BN - Brühler Straße;5.12 BN - Straßburger Weg;5.12 BN - Straßburger Weg;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.08 BN - Von-Sandt-Ufer;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.09 BN - Rhenusallee;5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.01 BN - Kennedybrücke (Nordseite);5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;5.02 BN - Kennedybrücke (Südseite) Barometer;Kennedybrücke;Kennedybrücke;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.14 BN - Mc Cloy Weg;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.15 BN - Weg auf Damm Neil;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;5.13 BN - Wilhelm-Spiritus-Ufer;Südbrücke;Südbrücke;Nordbrücke;Nordbrücke
2022-01-01 16:15;13;1;1;14;2;3;0;6;12;6;1;25;17;3;5;12;2;4;4;9;;;;;1;1;3;0;;;1;15;12;8;2;0;2;19;23;21;15;9;3;1;10;34;0;3;0;7;1;0;1;3;19;1;39;11;71;62;9;6;3;16;24;3;6;29;28;4;5;31;28;53;16;24
2022-01-01 16:30;4;0;2;5;1;5;0;7;11;5;1;10;19;0;4;10;14;0;3;5;;;;;1;5;3;2;;;2;20;9;5;3;0;1;11;10;23;16;3;1;0;7;26;0;0;4;10;0;1;0;0;16;0;29;9;50;53;18;1;1;6;31;6;7;23;24;0;2;23;22;38;7;17
2022-01-01 16:45;5;1;1;9;3;0;0;7;6;4;1;7;10;5;3;7;7;2;0;2;;;;;0;6;0;1;;;4;6;10;2;3;1;1;13;11;9;6;3;0;0;3;18;0;0;1;4;1;3;1;1;20;1;24;1;44;34;13;0;2;8;30;1;5;9;36;3;3;17;19;24;9;17
2022-01-01 17:00;4;1;2;5;1;2;0;5;5;3;1;6;14;2;0;3;1;3;1;0;;;;;1;2;1;2;;;3;9;10;4;4;1;1;6;2;18;5;0;0;0;2;18;0;0;3;8;0;0;2;1;9;1;25;2;32;39;17;2;3;6;15;2;6;15;14;0;2;9;11;23;7;13
2022-01-01 17:15;10;0;0;9;1;4;1;3;6;1;0;9;6;2;0;7;3;0;1;0;;;;;1;0;3;0;;;6;6;7;4;1;0;0;2;4;4;2;0;0;0;1;11;0;0;1;4;0;2;0;2;17;0;9;0;31;16;5;4;0;8;13;1;1;8;22;0;0;5;15;16;12;16
2022-01-01 17:30;0;0;1;1;1;1;0;2;9;6;1;9;1;0;2;0;1;0;0;2;;;;;0;1;1;2;;;1;5;0;0;1;0;0;3;1;6;5;1;0;0;3;13;0;0;2;2;0;0;0;1;8;0;7;5;25;16;9;2;0;2;4;0;1;7;11;2;0;7;10;18;2;4
2022-01-01 17:45;0;2;1;2;1;1;1;0;0;2;0;2;7;1;2;2;0;0;0;2;;;;;1;2;2;1;;;0;1;4;0;0;0;0;2;8;8;0;0;1;0;1;15;0;1;0;4;0;0;0;1;9;2;15;0;27;22;6;1;2;0;17;0;2;8;4;0;4;3;3;13;3;5
2022-01-01 18:00;2;0;0;1;0;4;0;0;4;2;0;3;1;0;0;3;3;0;0;0;;;;;0;2;1;2;;;1;3;4;1;0;0;0;3;3;1;1;0;0;0;0;11;0;0;1;4;0;0;0;0;6;0;16;0;17;21;2;0;1;2;4;0;1;5;4;0;1;5;7;6;2;5
2022-01-01 18:15;3;0;2;1;0;2;0;1;3;1;0;6;2;0;2;1;0;0;0;0;;;;;1;0;1;0;;;0;1;1;0;0;0;0;6;1;6;5;0;0;0;0;7;0;0;2;3;0;0;0;0;5;0;13;1;12;19;6;0;0;2;4;1;0;3;2;1;1;4;4;11;5;4
2022-01-01 18:30;0;0;0;1;0;0;0;0;2;0;0;0;0;1;0;2;0;0;0;0;;;;;0;0;0;0;;;1;0;3;0;0;0;0;0;1;3;0;0;0;0;3;12;0;0;3;4;0;0;1;2;5;0;12;3;23;22;2;0;0;0;6;0;2;0;3;0;0;5;5;0;0;1
2022-01-01 18:45;0;0;0;0;0;0;0;2;3;0;1;0;1;0;1;0;0;0;0;0;;;;;0;0;0;0;;;1;1;1;1;1;1;0;1;4;1;3;1;0;0;0;8;0;0;0;1;0;1;0;1;6;0;11;1;15;14;1;0;0;0;1;1;2;3;3;1;1;5;4;2;0;2
2022-01-01 19:00;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;5;0;0;0;0;;;;;1;0;2;0;;;0;3;1;0;0;0;0;1;0;2;2;0;0;0;3;9;0;0;0;1;0;1;0;1;6;1;13;4;19;20;0;1;0;0;3;0;0;2;3;1;1;2;7;2;2;1
2022-01-01 19:15;1;0;0;1;1;1;1;1;2;0;0;1;1;0;0;1;1;0;0;0;;;;;0;0;0;0;;;0;1;1;0;0;0;0;1;2;4;2;0;1;0;5;9;0;0;1;2;0;0;0;0;4;1;14;2;19;20;0;0;0;1;3;0;2;1;0;2;0;7;3;2;3;3
2022-01-01 19:30;0;0;0;1;0;0;0;0;2;0;1;0;0;0;0;2;0;0;0;0;;;;;3;0;2;0;;;0;4;0;0;2;0;0;0;0;0;0;0;0;0;3;8;0;0;1;4;0;0;0;3;4;0;8;0;18;13;0;0;0;0;1;0;0;3;1;0;0;0;5;0;0;1
2022-01-01 19:45;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;;;;;0;0;1;0;;;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;5;0;0;0;1;0;0;0;1;3;0;11;3;10;15;0;2;0;0;3;0;0;1;1;0;0;2;2;1;0;1
2022-01-01 20:00;1;0;2;2;0;0;0;1;0;0;0;2;1;0;1;1;1;0;0;0;;;;;0;0;0;0;;;0;0;3;3;0;0;0;0;0;0;1;1;0;0;1;6;0;0;0;0;0;0;0;0;1;1;6;4;8;11;3;0;0;0;1;0;1;1;2;0;0;0;1;4;3;3
2022-01-01 20:15;1;0;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;0;1;;;0;1;1;0;0;0;0;1;0;2;0;0;0;0;1;11;0;1;1;0;0;0;0;0;3;1;8;0;15;11;0;0;0;0;3;0;0;1;2;1;0;2;1;0;1;2
2022-01-01 20:30;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;2;0;2;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;6;0;0;1;0;0;1;0;4;2;0;4;1;13;7;0;0;0;1;2;1;0;2;1;0;0;0;2;1;0;0
2022-01-01 20:45;1;0;1;0;0;0;0;0;1;2;0;5;1;0;0;0;0;0;0;0;;;;;0;0;1;0;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;1;0;0;1;2;5;2;2;11;1;0;0;0;0;0;0;1;1;2;0;2;1;8;2;0
2022-01-01 21:00;1;0;1;1;0;0;0;0;3;0;0;1;2;0;0;0;0;0;0;0;;;;;0;2;0;0;;;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;2;0;0;2;0;0;0;0;0;2;0;5;3;4;10;0;0;0;0;0;0;0;0;0;0;1;1;3;3;2;1
2022-01-01 21:15;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;;;;;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;0;0;0;1;0;0;5;1;8;7;0;0;0;0;0;0;1;0;1;0;0;2;1;1;2;0
2022-01-01 21:30;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;;;;;0;1;3;0;;;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;5;1;4;6;0;0;0;0;2;0;0;0;0;0;0;0;0;1;1;1
2022-01-01 21:45;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;;;;;0;0;1;1;;;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;9;0;1;1;1;0;0;0;2;2;2;15;1;14;21;0;0;0;0;2;0;1;1;1;0;1;0;2;1;1;0
2022-01-01 22:00;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;0;;;;;0;0;0;1;;;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;2;0;1;0;0;1;1;0;0;1;3;14;1;4;20;0;0;0;0;1;0;0;1;0;0;0;2;2;1;0;1
2022-01-01 22:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;;;;;1;0;2;0;;;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;2;0;2;3;1;4;6;0;0;0;0;1;0;2;0;0;0;0;2;1;0;0;0
2022-01-01 22:30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;0;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;2;0;1;5;0;0;0;0;0;0;0;0;2;0;0;1;0;1;0;0
2022-01-01 22:45;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;0;1;0;3;;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;2;1;0;2;1;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0
2022-01-01 23:00;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;1;1;0;0;0;0;1;0;1;0;5;3;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2
2022-01-01 23:15;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;0;1;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;1;1;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
2022-01-01 23:30;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;2
2022-01-01 23:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;1;0;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;1;2;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 00:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;1;0;1;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;1;0;0;0;0;0;0;2;1;2;4;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0
2022-01-02 00:15;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;1;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;2;1;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
2022-01-02 00:30;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1
2022-01-02 00:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;1;0;1;0;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;1;0;5;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0
2022-01-02 01:00;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0
2022-01-02 01:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
2022-01-02 01:30;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;1;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3
2022-01-02 01:45;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
2022-01-02 02:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2022-01-02 02:15;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3
2022-01-02 02:30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;2;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
2022-01-02 02:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 03:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 03:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 03:30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
2022-01-02 03:45;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2022-01-02 04:00;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2
2022-01-02 04:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 04:30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 04:45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;2;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 05:00;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;1;2;2;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1
2022-01-02 05:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 05:30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;;;;0;0;1;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;1;0;2;0;6;2;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1
2022-01-02 05:45;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1
2022-01-02 06:00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;2;1;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
2022-01-02 06:15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022-01-02 06:30;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;2;1;0;0;0;0;1;0;0;1;3;0;0;0;1;0;0;0
2022-01-02 06:45;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;1;0;0;0;4;0;0;0;0;0;0;0;0;0;1;0;0;2;0;1;0;1
2022-01-02 07:00;0;0;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;;;;;0;0;0;0;;;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;0;2;0;4;3;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;1
2022-01-02 07:15;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;4;0;0;0;1;0;0;0;0;2;0;1;0;6;2;1;0;0;1;0;0;0;0;0;0;0;1;0;1;2;0
2022-01-02 07:30;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
2022-01-02 07:45;0;0;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;;;;;0;0;0;0;;;2;0;0;0;0;0;0;1;0;1;1;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;2;0;4;2;0;1;0;0;2;0;0;2;0;0;0;0;1;0;0;2
2022-01-02 08:00;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;;;;;0;0;1;0;;;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;3;1;0;0;0;0;1;0;0;1;1;0;0;0;2;1;1;1
2022-01-02 08:15;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;;;;;1;0;0;0;;;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;2;2;4;0;3;7;3;0;0;1;1;0;0;1;0;0;0;2;1;1;1;0
2022-01-02 08:30;1;0;1;2;0;0;0;0;1;0;0;5;2;0;0;1;0;0;0;1;;;;;1;0;0;1;;;1;0;1;0;0;0;0;0;0;2;0;1;0;0;0;4;0;0;0;0;0;0;0;2;1;0;7;0;7;7;0;2;0;2;0;0;0;1;0;0;0;3;2;7;2;2
2022-01-02 08:45;0;0;0;2;0;0;0;0;2;0;1;2;5;0;0;1;0;0;0;1;;;;;2;1;0;0;;;0;2;0;0;0;0;0;4;1;0;1;0;0;0;0;5;0;0;0;2;0;0;0;0;0;0;4;0;5;6;0;1;0;0;2;0;0;6;3;0;0;3;4;7;0;2
2022-01-02 09:00;0;0;0;0;1;0;0;2;2;0;0;4;1;0;0;0;2;0;1;0;;;;;0;0;3;0;;;0;1;2;0;0;0;0;5;0;1;2;0;0;0;0;1;0;0;0;1;0;0;0;1;2;0;3;1;4;5;1;0;0;0;0;1;0;4;3;0;0;2;2;5;1;2
2022-01-02 09:15;1;0;0;4;2;0;0;1;4;0;2;0;2;0;0;1;1;0;0;0;;;;;1;0;2;1;;;2;2;3;0;1;0;0;1;2;4;0;0;1;0;0;4;0;0;0;0;0;0;1;0;5;0;5;0;11;5;4;1;2;3;9;0;0;7;5;0;0;4;7;2;3;5
2022-01-02 09:30;1;0;0;1;0;0;0;1;6;0;1;2;7;1;2;2;2;0;0;0;;;;;0;1;1;0;;;2;1;2;1;0;0;0;6;2;6;1;0;0;0;1;2;0;0;1;1;0;0;0;3;9;0;8;2;15;12;4;1;0;1;12;0;1;5;4;1;1;4;10;11;1;2
2022-01-02 09:45;4;1;1;4;0;0;0;2;6;0;0;3;3;2;0;2;1;0;0;0;;;;;1;3;3;0;;;1;6;3;1;2;0;0;4;3;10;1;2;0;0;0;7;0;0;0;2;0;2;0;3;9;1;14;2;19;21;3;0;2;1;12;0;1;12;5;2;4;5;10;6;5;7
2022-01-02 10:00;2;3;1;9;0;0;0;1;4;1;2;2;2;3;1;3;2;0;1;1;;;;;1;1;2;2;;;0;3;2;2;1;0;0;5;0;4;0;0;0;0;1;4;0;0;1;3;0;0;0;1;6;0;9;1;12;14;2;1;0;5;6;2;0;6;4;0;0;6;12;6;3;13
2022-01-02 10:15;2;0;0;0;2;3;0;3;4;1;1;3;6;0;1;1;3;1;0;2;;;;;0;0;1;0;;;0;8;1;1;2;0;1;12;0;8;4;2;0;0;1;9;0;3;1;0;0;0;0;4;7;0;11;4;21;19;2;2;0;3;6;1;2;6;6;1;0;6;6;11;4;6
2022-01-02 10:30;2;0;2;2;0;2;1;1;4;3;1;7;4;2;0;7;3;0;1;5;;;;;0;1;3;0;;;2;5;6;3;2;0;0;7;2;6;1;0;0;0;1;6;0;0;1;4;0;1;0;2;3;3;20;2;12;31;5;2;1;8;5;0;2;10;3;0;1;8;14;14;5;5
2022-01-02 10:45;3;0;0;5;0;0;0;1;5;0;0;2;14;0;8;4;2;3;0;5;;;;;0;1;1;1;;;4;5;7;2;1;0;0;13;1;8;12;1;2;0;2;9;0;0;1;1;0;0;0;1;5;1;15;3;19;21;5;6;1;5;6;1;0;11;4;0;1;9;9;24;3;6
2022-01-02 11:00;8;0;3;1;0;2;0;2;6;1;1;2;4;0;1;0;4;2;1;2;;;;;0;1;0;1;;;1;2;1;0;0;0;1;7;2;6;8;2;0;0;0;16;0;0;2;3;0;0;0;2;5;1;14;2;23;22;6;2;1;6;7;0;1;7;3;2;2;10;7;8;11;5
2022-01-02 11:15;1;1;0;1;2;2;1;4;6;0;2;4;4;0;0;2;3;2;2;5;;;;;0;1;3;1;;;3;9;6;3;4;0;1;11;4;9;1;0;0;0;1;10;0;0;0;4;0;0;0;2;4;0;11;0;17;15;7;0;0;6;9;0;2;8;6;1;0;10;10;8;4;8
2022-01-02 11:30;3;3;0;8;2;4;0;2;11;0;0;5;6;0;2;9;3;0;1;4;;;;;0;0;2;0;;;0;4;2;2;1;0;0;6;8;17;4;0;0;0;1;11;0;0;0;2;0;0;0;1;8;0;12;0;21;14;3;5;2;6;21;3;3;6;13;8;3;14;20;13;5;17
2022-01-02 11:45;4;2;1;6;2;1;0;4;9;0;0;3;4;4;1;8;1;0;0;2;;;;;2;4;3;2;;;4;11;5;0;3;0;1;5;2;8;3;0;0;0;2;4;0;0;2;2;0;0;0;0;13;0;21;4;19;29;7;0;1;6;16;2;0;17;17;0;3;22;21;8;7;13
2022-01-02 12:00;8;0;0;6;1;1;0;4;7;0;1;2;2;2;1;4;2;3;0;9;;;;;0;2;1;1;;;4;8;8;3;5;0;1;8;0;15;8;1;1;0;0;15;0;0;1;4;0;0;0;3;5;0;14;3;24;22;6;4;0;8;14;2;3;24;8;2;2;11;14;5;9;11
