time,Wilhelm-Spiritus-Ufer,Wilhelm-Spiritus-Ufer Ri. Sueden,Wilhelm-Spiritus-Ufer Ri. Norden,days
2018-01-01 00:00:00,0,0,0,2018-01-01
2018-01-01 00:15:00,2,0,2,2018-01-01
2018-01-01 00:30:00,6,5,1,2018-01-01
2018-01-01 00:45:00,7,5,2,2018-01-01
2018-01-01 01:00:00,3,1,2,2018-01-01
2018-01-01 01:15:00,4,0,4,2018-01-01
2018-01-01 01:30:00,0,0,0,2018-01-01
2018-01-01 01:45:00,4,1,3,2018-01-01
2018-01-01 02:00:00,1,0,1,2018-01-01
2018-01-01 02:15:00,1,1,0,2018-01-01
2018-01-01 02:30:00,3,2,1,2018-01-01
2018-01-01 02:45:00,1,1,0,2018-01-01
2018-01-01 03:00:00,4,3,1,2018-01-01
2018-01-01 03:15:00,0,0,0,2018-01-01
2018-01-01 03:30:00,1,1,0,2018-01-01
2018-01-01 03:45:00,1,0,1,2018-01-01
2018-01-01 04:00:00,1,0,1,2018-01-01
2018-01-01 04:15:00,1,0,1,2018-01-01
2018-01-01 04:30:00,3,2,1,2018-01-01
2018-01-01 04:45:00,0,0,0,2018-01-01
2018-01-01 05:00:00,1,0,1,2018-01-01
2018-01-01 05:15:00,0,0,0,2018-01-01
2018-01-01 05:30:00,2,2,0,2018-01-01
2018-01-01 05:45:00,2,0,2,2018-01-01
2018-01-01 06:00:00,1,0,1,2018-01-01
2018-01-01 06:15:00,1,1,0,2018-01-01
2018-01-01 06:30:00,1,1,0,2018-01-01
2018-01-01 06:45:00,0,0,0,2018-01-01
2018-01-01 07:00:00,1,0,1,2018-01-01
2018-01-01 07:15:00,0,0,0,2018-01-01
2018-01-01 07:30:00,0,0,0,2018-01-01
2018-01-01 07:45:00,1,0,1,2018-01-01
2018-01-01 08:00:00,1,0,1,2018-01-01
2018-01-01 08:15:00,2,1,1,2018-01-01
2018-01-01 08:30:00,2,1,1,2018-01-01
2018-01-01 08:45:00,1,0,1,2018-01-01
2018-01-01 09:00:00,2,1,1,2018-01-01
2018-01-01 09:15:00,2,1,1,2018-01-01
2018-01-01 09:30:00,4,0,4,2018-01-01
2018-01-01 09:45:00,4,3,1,2018-01-01
2018-01-01 10:00:00,6,2,4,2018-01-01
2018-01-01 10:15:00,7,5,2,2018-01-01
2018-01-01 10:30:00,5,2,3,2018-01-01
2018-01-01 10:45:00,13,9,4,2018-01-01
2018-01-01 11:00:00,9,5,4,2018-01-01
2018-01-01 11:15:00,16,6,10,2018-01-01
2018-01-01 11:30:00,12,6,6,2018-01-01
2018-01-01 11:45:00,28,16,12,2018-01-01
2018-01-01 12:00:00,27,14,13,2018-01-01
2018-01-01 12:15:00,17,7,10,2018-01-01
2018-01-01 12:30:00,24,8,16,2018-01-01
2018-01-01 12:45:00,31,13,18,2018-01-01
2018-01-01 13:00:00,18,9,9,2018-01-01
2018-01-01 13:15:00,34,13,21,2018-01-01
2018-01-01 13:30:00,35,18,17,2018-01-01
2018-01-01 13:45:00,43,21,22,2018-01-01
2018-01-01 14:00:00,27,18,9,2018-01-01
2018-01-01 14:15:00,37,18,19,2018-01-01
2018-01-01 14:30:00,10,5,5,2018-01-01
2018-01-01 14:45:00,30,20,10,2018-01-01
2018-01-01 15:00:00,20,9,11,2018-01-01
2018-01-01 15:15:00,20,6,14,2018-01-01
2018-01-01 15:30:00,14,6,8,2018-01-01
2018-01-01 15:45:00,13,6,7,2018-01-01
2018-01-01 16:00:00,9,5,4,2018-01-01
2018-01-01 16:15:00,16,12,4,2018-01-01
2018-01-01 16:30:00,14,12,2,2018-01-01
2018-01-01 16:45:00,12,9,3,2018-01-01
2018-01-01 17:00:00,3,3,0,2018-01-01
2018-01-01 17:15:00,5,5,0,2018-01-01
2018-01-01 17:30:00,1,1,0,2018-01-01
2018-01-01 17:45:00,5,4,1,2018-01-01
2018-01-01 18:00:00,2,1,1,2018-01-01
2018-01-01 18:15:00,1,1,0,2018-01-01
2018-01-01 18:30:00,3,2,1,2018-01-01
2018-01-01 18:45:00,4,3,1,2018-01-01
2018-01-01 19:00:00,1,1,0,2018-01-01
2018-01-01 19:15:00,1,0,1,2018-01-01
2018-01-01 19:30:00,0,0,0,2018-01-01
2018-01-01 19:45:00,0,0,0,2018-01-01
2018-01-01 20:00:00,2,0,2,2018-01-01
2018-01-01 20:15:00,0,0,0,2018-01-01
2018-01-01 20:30:00,1,1,0,2018-01-01
2018-01-01 20:45:00,3,1,2,2018-01-01
2018-01-01 21:00:00,0,0,0,2018-01-01
2018-01-01 21:15:00,0,0,0,2018-01-01
2018-01-01 21:30:00,0,0,0,2018-01-01
2018-01-01 21:45:00,0,0,0,2018-01-01
2018-01-01 22:00:00,0,0,0,2018-01-01
2018-01-01 22:15:00,1,1,0,2018-01-01
2018-01-01 22:30:00,1,1,0,2018-01-01
2018-01-01 22:45:00,1,0,1,2018-01-01
2018-01-01 23:00:00,0,0,0,2018-01-01
2018-01-01 23:15:00,0,0,0,2018-01-01
2018-01-01 23:30:00,0,0,0,2018-01-01
2018-01-01 23:45:00,0,0,0,2018-01-01
2018-02-01 00:00:00,1,1,0,2018-02-01
2018-02-01 00:15:00,2,1,1,2018-02-01
2018-02-01 00:30:00,0,0,0,2018-02-01
2018-02-01 00:45:00,1,0,1,2018-02-01
2018-02-01 01:00:00,0,0,0,2018-02-01
2018-02-01 01:15:00,1,0,1,2018-02-01
2018-02-01 01:30:00,0,0,0,2018-02-01
2018-02-01 01:45:00,0,0,0,2018-02-01
2018-02-01 02:00:00,0,0,0,2018-02-01
2018-02-01 02:15:00,0,0,0,2018-02-01
2018-02-01 02:30:00,0,0,0,2018-02-01
2018-02-01 02:45:00,0,0,0,2018-02-01
2018-02-01 03:00:00,0,0,0,2018-02-01
2018-02-01 03:15:00,0,0,0,2018-02-01
2018-02-01 03:30:00,0,0,0,2018-02-01
2018-02-01 03:45:00,0,0,0,2018-02-01
2018-02-01 04:00:00,0,0,0,2018-02-01
2018-02-01 04:15:00,0,0,0,2018-02-01
2018-02-01 04:30:00,0,0,0,2018-02-01
2018-02-01 04:45:00,0,0,0,2018-02-01
2018-02-01 05:00:00,0,0,0,2018-02-01
2018-02-01 05:15:00,0,0,0,2018-02-01
2018-02-01 05:30:00,3,0,3,2018-02-01
2018-02-01 05:45:00,2,0,2,2018-02-01
2018-02-01 06:00:00,2,2,0,2018-02-01
2018-02-01 06:15:00,2,1,1,2018-02-01
2018-02-01 06:30:00,7,1,6,2018-02-01
2018-02-01 06:45:00,9,3,6,2018-02-01
2018-02-01 07:00:00,10,6,4,2018-02-01
2018-02-01 07:15:00,9,1,8,2018-02-01
2018-02-01 07:30:00,9,1,8,2018-02-01
2018-02-01 07:45:00,19,6,13,2018-02-01
2018-02-01 08:00:00,19,2,17,2018-02-01
2018-02-01 08:15:00,23,4,19,2018-02-01
2018-02-01 08:30:00,34,6,28,2018-02-01
2018-02-01 08:45:00,40,8,32,2018-02-01
2018-02-01 09:00:00,26,6,20,2018-02-01
2018-02-01 09:15:00,17,3,14,2018-02-01
2018-02-01 09:30:00,16,6,10,2018-02-01
2018-02-01 09:45:00,14,8,6,2018-02-01
2018-02-01 10:00:00,7,2,5,2018-02-01
2018-02-01 10:15:00,7,1,6,2018-02-01
2018-02-01 10:30:00,8,3,5,2018-02-01
2018-02-01 10:45:00,6,4,2,2018-02-01
2018-02-01 11:00:00,13,8,5,2018-02-01
2018-02-01 11:15:00,14,3,11,2018-02-01
2018-02-01 11:30:00,14,10,4,2018-02-01
2018-02-01 11:45:00,16,8,8,2018-02-01
2018-02-01 12:00:00,9,6,3,2018-02-01
2018-02-01 12:15:00,16,7,9,2018-02-01
2018-02-01 12:30:00,19,11,8,2018-02-01
2018-02-01 12:45:00,20,12,8,2018-02-01
2018-02-01 13:00:00,8,6,2,2018-02-01
2018-02-01 13:15:00,17,10,7,2018-02-01
2018-02-01 13:30:00,12,5,7,2018-02-01
2018-02-01 13:45:00,9,4,5,2018-02-01
2018-02-01 14:00:00,12,5,7,2018-02-01
2018-02-01 14:15:00,20,9,11,2018-02-01
2018-02-01 14:30:00,23,8,15,2018-02-01
2018-02-01 14:45:00,25,14,11,2018-02-01
2018-02-01 15:00:00,21,14,7,2018-02-01
2018-02-01 15:15:00,20,14,6,2018-02-01
2018-02-01 15:30:00,16,11,5,2018-02-01
2018-02-01 15:45:00,38,24,14,2018-02-01
2018-02-01 16:00:00,32,17,15,2018-02-01
2018-02-01 16:15:00,29,16,13,2018-02-01
2018-02-01 16:30:00,44,33,11,2018-02-01
2018-02-01 16:45:00,21,17,4,2018-02-01
2018-02-01 17:00:00,34,27,7,2018-02-01
2018-02-01 17:15:00,31,20,11,2018-02-01
2018-02-01 17:30:00,25,16,9,2018-02-01
2018-02-01 17:45:00,28,22,6,2018-02-01
2018-02-01 18:00:00,29,18,11,2018-02-01
2018-02-01 18:15:00,24,19,5,2018-02-01
2018-02-01 18:30:00,14,12,2,2018-02-01
2018-02-01 18:45:00,15,10,5,2018-02-01
2018-02-01 19:00:00,15,12,3,2018-02-01
2018-02-01 19:15:00,6,3,3,2018-02-01
2018-02-01 19:30:00,4,2,2,2018-02-01
2018-02-01 19:45:00,11,8,3,2018-02-01
2018-02-01 20:00:00,5,5,0,2018-02-01
2018-02-01 20:15:00,4,3,1,2018-02-01
2018-02-01 20:30:00,2,2,0,2018-02-01
2018-02-01 20:45:00,0,0,0,2018-02-01
2018-02-01 21:00:00,0,0,0,2018-02-01
2018-02-01 21:15:00,5,3,2,2018-02-01
2018-02-01 21:30:00,4,2,2,2018-02-01
2018-02-01 21:45:00,1,1,0,2018-02-01
2018-02-01 22:00:00,1,1,0,2018-02-01
2018-02-01 22:15:00,3,1,2,2018-02-01
2018-02-01 22:30:00,3,1,2,2018-02-01
2018-02-01 22:45:00,0,0,0,2018-02-01
2018-02-01 23:00:00,0,0,0,2018-02-01
2018-02-01 23:15:00,0,0,0,2018-02-01
2018-02-01 23:30:00,0,0,0,2018-02-01
2018-02-01 23:45:00,3,3,0,2018-02-01
2018-03-01 00:00:00,0,0,0,2018-03-01
2018-03-01 00:15:00,1,0,1,2018-03-01
2018-03-01 00:30:00,1,0,1,2018-03-01
2018-03-01 00:45:00,1,0,1,2018-03-01
2018-03-01 01:00:00,2,2,0,2018-03-01
2018-03-01 01:15:00,1,0,1,2018-03-01
2018-03-01 01:30:00,1,1,0,2018-03-01
2018-03-01 01:45:00,0,0,0,2018-03-01
2018-03-01 02:00:00,0,0,0,2018-03-01
2018-03-01 02:15:00,2,2,0,2018-03-01
2018-03-01 02:30:00,0,0,0,2018-03-01
2018-03-01 02:45:00,0,0,0,2018-03-01
2018-03-01 03:00:00,0,0,0,2018-03-01
2018-03-01 03:15:00,0,0,0,2018-03-01
2018-03-01 03:30:00,1,1,0,2018-03-01
2018-03-01 03:45:00,2,2,0,2018-03-01
2018-03-01 04:00:00,0,0,0,2018-03-01
2018-03-01 04:15:00,0,0,0,2018-03-01
2018-03-01 04:30:00,0,0,0,2018-03-01
2018-03-01 04:45:00,0,0,0,2018-03-01
2018-03-01 05:00:00,1,0,1,2018-03-01
2018-03-01 05:15:00,0,0,0,2018-03-01
2018-03-01 05:30:00,3,2,1,2018-03-01
2018-03-01 05:45:00,2,0,2,2018-03-01
2018-03-01 06:00:00,3,1,2,2018-03-01
2018-03-01 06:15:00,0,0,0,2018-03-01
2018-03-01 06:30:00,3,1,2,2018-03-01
2018-03-01 06:45:00,7,1,6,2018-03-01
2018-03-01 07:00:00,10,4,6,2018-03-01
2018-03-01 07:15:00,9,3,6,2018-03-01
2018-03-01 07:30:00,9,4,5,2018-03-01
2018-03-01 07:45:00,26,4,22,2018-03-01
2018-03-01 08:00:00,13,2,11,2018-03-01
2018-03-01 08:15:00,34,6,28,2018-03-01
2018-03-01 08:30:00,46,10,36,2018-03-01
2018-03-01 08:45:00,40,7,33,2018-03-01
2018-03-01 09:00:00,27,7,20,2018-03-01
2018-03-01 09:15:00,11,3,8,2018-03-01
2018-03-01 09:30:00,11,2,9,2018-03-01
2018-03-01 09:45:00,10,3,7,2018-03-01
2018-03-01 10:00:00,3,1,2,2018-03-01
2018-03-01 10:15:00,3,2,1,2018-03-01
2018-03-01 10:30:00,3,0,3,2018-03-01
2018-03-01 10:45:00,1,0,1,2018-03-01
2018-03-01 11:00:00,9,5,4,2018-03-01
2018-03-01 11:15:00,3,1,2,2018-03-01
2018-03-01 11:30:00,3,2,1,2018-03-01
2018-03-01 11:45:00,7,3,4,2018-03-01
2018-03-01 12:00:00,1,0,1,2018-03-01
2018-03-01 12:15:00,14,6,8,2018-03-01
2018-03-01 12:30:00,11,3,8,2018-03-01
2018-03-01 12:45:00,6,5,1,2018-03-01
2018-03-01 13:00:00,4,2,2,2018-03-01
2018-03-01 13:15:00,3,2,1,2018-03-01
2018-03-01 13:30:00,9,5,4,2018-03-01
2018-03-01 13:45:00,8,5,3,2018-03-01
2018-03-01 14:00:00,5,3,2,2018-03-01
2018-03-01 14:15:00,9,6,3,2018-03-01
2018-03-01 14:30:00,6,4,2,2018-03-01
2018-03-01 14:45:00,5,4,1,2018-03-01
2018-03-01 15:00:00,7,6,1,2018-03-01
2018-03-01 15:15:00,6,4,2,2018-03-01
2018-03-01 15:30:00,5,1,4,2018-03-01
2018-03-01 15:45:00,9,7,2,2018-03-01
2018-03-01 16:00:00,18,11,7,2018-03-01
2018-03-01 16:15:00,25,17,8,2018-03-01
2018-03-01 16:30:00,15,9,6,2018-03-01
2018-03-01 16:45:00,14,10,4,2018-03-01
2018-03-01 17:00:00,18,12,6,2018-03-01
2018-03-01 17:15:00,24,18,6,2018-03-01
2018-03-01 17:30:00,33,28,5,2018-03-01
2018-03-01 17:45:00,21,20,1,2018-03-01
2018-03-01 18:00:00,14,10,4,2018-03-01
2018-03-01 18:15:00,15,13,2,2018-03-01
2018-03-01 18:30:00,17,12,5,2018-03-01
2018-03-01 18:45:00,17,11,6,2018-03-01
2018-03-01 19:00:00,7,6,1,2018-03-01
2018-03-01 19:15:00,13,10,3,2018-03-01
2018-03-01 19:30:00,6,3,3,2018-03-01
2018-03-01 19:45:00,2,1,1,2018-03-01
2018-03-01 20:00:00,2,1,1,2018-03-01
2018-03-01 20:15:00,5,4,1,2018-03-01
2018-03-01 20:30:00,2,2,0,2018-03-01
2018-03-01 20:45:00,0,0,0,2018-03-01
2018-03-01 21:00:00,1,1,0,2018-03-01
2018-03-01 21:15:00,2,2,0,2018-03-01
2018-03-01 21:30:00,2,1,1,2018-03-01
2018-03-01 21:45:00,1,1,0,2018-03-01
2018-03-01 22:00:00,1,1,0,2018-03-01
2018-03-01 22:15:00,2,2,0,2018-03-01
2018-03-01 22:30:00,2,0,2,2018-03-01
2018-03-01 22:45:00,0,0,0,2018-03-01
2018-03-01 23:00:00,0,0,0,2018-03-01
2018-03-01 23:15:00,0,0,0,2018-03-01
2018-03-01 23:30:00,2,1,1,2018-03-01
2018-03-01 23:45:00,1,1,0,2018-03-01
2018-04-01 00:00:00,0,0,0,2018-04-01
2018-04-01 00:15:00,0,0,0,2018-04-01
2018-04-01 00:30:00,1,0,1,2018-04-01
2018-04-01 00:45:00,0,0,0,2018-04-01
2018-04-01 01:00:00,0,0,0,2018-04-01
2018-04-01 01:15:00,1,0,1,2018-04-01
2018-04-01 01:30:00,1,0,1,2018-04-01
2018-04-01 01:45:00,0,0,0,2018-04-01
2018-04-01 02:00:00,0,0,0,2018-04-01
2018-04-01 02:15:00,0,0,0,2018-04-01
2018-04-01 02:30:00,1,1,0,2018-04-01
2018-04-01 02:45:00,0,0,0,2018-04-01
2018-04-01 03:00:00,0,0,0,2018-04-01
2018-04-01 03:15:00,0,0,0,2018-04-01
2018-04-01 03:30:00,0,0,0,2018-04-01
2018-04-01 03:45:00,0,0,0,2018-04-01
2018-04-01 04:00:00,0,0,0,2018-04-01
2018-04-01 04:15:00,0,0,0,2018-04-01
2018-04-01 04:30:00,0,0,0,2018-04-01
2018-04-01 04:45:00,0,0,0,2018-04-01
2018-04-01 05:00:00,1,0,1,2018-04-01
2018-04-01 05:15:00,0,0,0,2018-04-01
2018-04-01 05:30:00,3,1,2,2018-04-01
2018-04-01 05:45:00,4,3,1,2018-04-01
2018-04-01 06:00:00,4,3,1,2018-04-01
2018-04-01 06:15:00,1,0,1,2018-04-01
2018-04-01 06:30:00,6,2,4,2018-04-01
2018-04-01 06:45:00,10,5,5,2018-04-01
2018-04-01 07:00:00,21,8,13,2018-04-01
2018-04-01 07:15:00,16,3,13,2018-04-01
2018-04-01 07:30:00,18,2,16,2018-04-01
2018-04-01 07:45:00,35,3,32,2018-04-01
2018-04-01 08:00:00,35,13,22,2018-04-01
2018-04-01 08:15:00,34,4,30,2018-04-01
2018-04-01 08:30:00,54,9,45,2018-04-01
2018-04-01 08:45:00,47,14,33,2018-04-01
2018-04-01 09:00:00,37,6,31,2018-04-01
2018-04-01 09:15:00,24,5,19,2018-04-01
2018-04-01 09:30:00,19,9,10,2018-04-01
2018-04-01 09:45:00,16,5,11,2018-04-01
2018-04-01 10:00:00,8,4,4,2018-04-01
2018-04-01 10:15:00,8,5,3,2018-04-01
2018-04-01 10:30:00,6,1,5,2018-04-01
2018-04-01 10:45:00,5,1,4,2018-04-01
2018-04-01 11:00:00,6,3,3,2018-04-01
2018-04-01 11:15:00,5,2,3,2018-04-01
2018-04-01 11:30:00,4,2,2,2018-04-01
2018-04-01 11:45:00,4,1,3,2018-04-01
2018-04-01 12:00:00,6,3,3,2018-04-01
2018-04-01 12:15:00,5,3,2,2018-04-01
2018-04-01 12:30:00,2,0,2,2018-04-01
2018-04-01 12:45:00,10,5,5,2018-04-01
2018-04-01 13:00:00,4,3,1,2018-04-01
2018-04-01 13:15:00,6,4,2,2018-04-01
2018-04-01 13:30:00,6,4,2,2018-04-01
2018-04-01 13:45:00,8,1,7,2018-04-01
2018-04-01 14:00:00,8,4,4,2018-04-01
2018-04-01 14:15:00,1,0,1,2018-04-01
2018-04-01 14:30:00,4,3,1,2018-04-01
2018-04-01 14:45:00,2,1,1,2018-04-01
2018-04-01 15:00:00,7,4,3,2018-04-01
2018-04-01 15:15:00,9,6,3,2018-04-01
2018-04-01 15:30:00,15,12,3,2018-04-01
2018-04-01 15:45:00,16,10,6,2018-04-01
2018-04-01 16:00:00,15,13,2,2018-04-01
2018-04-01 16:15:00,17,11,6,2018-04-01
2018-04-01 16:30:00,31,20,11,2018-04-01
2018-04-01 16:45:00,22,13,9,2018-04-01
2018-04-01 17:00:00,33,25,8,2018-04-01
2018-04-01 17:15:00,39,33,6,2018-04-01
2018-04-01 17:30:00,35,28,7,2018-04-01
2018-04-01 17:45:00,23,18,5,2018-04-01
2018-04-01 18:00:00,38,31,7,2018-04-01
2018-04-01 18:15:00,27,24,3,2018-04-01
2018-04-01 18:30:00,21,16,5,2018-04-01
2018-04-01 18:45:00,22,12,10,2018-04-01
2018-04-01 19:00:00,10,6,4,2018-04-01
2018-04-01 19:15:00,7,2,5,2018-04-01
2018-04-01 19:30:00,9,6,3,2018-04-01
2018-04-01 19:45:00,6,4,2,2018-04-01
2018-04-01 20:00:00,8,8,0,2018-04-01
2018-04-01 20:15:00,2,2,0,2018-04-01
2018-04-01 20:30:00,6,3,3,2018-04-01
2018-04-01 20:45:00,3,3,0,2018-04-01
2018-04-01 21:00:00,3,2,1,2018-04-01
2018-04-01 21:15:00,2,0,2,2018-04-01
2018-04-01 21:30:00,5,2,3,2018-04-01
2018-04-01 21:45:00,3,2,1,2018-04-01
2018-04-01 22:00:00,3,1,2,2018-04-01
2018-04-01 22:15:00,0,0,0,2018-04-01
2018-04-01 22:30:00,1,1,0,2018-04-01
2018-04-01 22:45:00,2,0,2,2018-04-01
2018-04-01 23:00:00,0,0,0,2018-04-01
2018-04-01 23:15:00,1,0,1,2018-04-01
2018-04-01 23:30:00,2,0,2,2018-04-01
2018-04-01 23:45:00,0,0,0,2018-04-01
2018-05-01 00:00:00,0,0,0,2018-05-01
2018-05-01 00:15:00,0,0,0,2018-05-01
2018-05-01 00:30:00,0,0,0,2018-05-01
2018-05-01 00:45:00,0,0,0,2018-05-01
2018-05-01 01:00:00,0,0,0,2018-05-01
2018-05-01 01:15:00,2,0,2,2018-05-01
2018-05-01 01:30:00,0,0,0,2018-05-01
2018-05-01 01:45:00,0,0,0,2018-05-01
2018-05-01 02:00:00,0,0,0,2018-05-01
2018-05-01 02:15:00,0,0,0,2018-05-01
2018-05-01 02:30:00,0,0,0,2018-05-01
2018-05-01 02:45:00,0,0,0,2018-05-01
2018-05-01 03:00:00,0,0,0,2018-05-01
2018-05-01 03:15:00,0,0,0,2018-05-01
2018-05-01 03:30:00,0,0,0,2018-05-01
2018-05-01 03:45:00,0,0,0,2018-05-01
2018-05-01 04:00:00,0,0,0,2018-05-01
2018-05-01 04:15:00,0,0,0,2018-05-01
2018-05-01 04:30:00,0,0,0,2018-05-01
2018-05-01 04:45:00,0,0,0,2018-05-01
2018-05-01 05:00:00,1,0,1,2018-05-01
2018-05-01 05:15:00,0,0,0,2018-05-01
2018-05-01 05:30:00,0,0,0,2018-05-01
2018-05-01 05:45:00,7,1,6,2018-05-01
2018-05-01 06:00:00,3,2,1,2018-05-01
2018-05-01 06:15:00,1,0,1,2018-05-01
2018-05-01 06:30:00,8,3,5,2018-05-01
2018-05-01 06:45:00,3,1,2,2018-05-01
2018-05-01 07:00:00,10,2,8,2018-05-01
2018-05-01 07:15:00,14,3,11,2018-05-01
2018-05-01 07:30:00,20,6,14,2018-05-01
2018-05-01 07:45:00,41,3,38,2018-05-01
2018-05-01 08:00:00,25,7,18,2018-05-01
2018-05-01 08:15:00,40,8,32,2018-05-01
2018-05-01 08:30:00,37,5,32,2018-05-01
2018-05-01 08:45:00,38,11,27,2018-05-01
2018-05-01 09:00:00,37,5,32,2018-05-01
2018-05-01 09:15:00,19,5,14,2018-05-01
2018-05-01 09:30:00,25,4,21,2018-05-01
2018-05-01 09:45:00,17,5,12,2018-05-01
2018-05-01 10:00:00,11,5,6,2018-05-01
2018-05-01 10:15:00,14,6,8,2018-05-01
2018-05-01 10:30:00,16,13,3,2018-05-01
2018-05-01 10:45:00,11,6,5,2018-05-01
2018-05-01 11:00:00,10,6,4,2018-05-01
2018-05-01 11:15:00,24,9,15,2018-05-01
2018-05-01 11:30:00,6,3,3,2018-05-01
2018-05-01 11:45:00,13,9,4,2018-05-01
2018-05-01 12:00:00,12,5,7,2018-05-01
2018-05-01 12:15:00,21,15,6,2018-05-01
2018-05-01 12:30:00,14,5,9,2018-05-01
2018-05-01 12:45:00,32,24,8,2018-05-01
2018-05-01 13:00:00,18,11,7,2018-05-01
2018-05-01 13:15:00,10,4,6,2018-05-01
2018-05-01 13:30:00,18,11,7,2018-05-01
2018-05-01 13:45:00,22,13,9,2018-05-01
2018-05-01 14:00:00,8,3,5,2018-05-01
2018-05-01 14:15:00,15,10,5,2018-05-01
2018-05-01 14:30:00,12,7,5,2018-05-01
2018-05-01 14:45:00,14,7,7,2018-05-01
2018-05-01 15:00:00,13,6,7,2018-05-01
2018-05-01 15:15:00,12,9,3,2018-05-01
2018-05-01 15:30:00,17,15,2,2018-05-01
2018-05-01 15:45:00,17,8,9,2018-05-01
2018-05-01 16:00:00,8,5,3,2018-05-01
2018-05-01 16:15:00,17,9,8,2018-05-01
2018-05-01 16:30:00,9,8,1,2018-05-01
2018-05-01 16:45:00,5,4,1,2018-05-01
2018-05-01 17:00:00,4,1,3,2018-05-01
2018-05-01 17:15:00,3,3,0,2018-05-01
2018-05-01 17:30:00,5,3,2,2018-05-01
2018-05-01 17:45:00,2,2,0,2018-05-01
2018-05-01 18:00:00,4,3,1,2018-05-01
2018-05-01 18:15:00,0,0,0,2018-05-01
2018-05-01 18:30:00,0,0,0,2018-05-01
2018-05-01 18:45:00,0,0,0,2018-05-01
2018-05-01 19:00:00,0,0,0,2018-05-01
2018-05-01 19:15:00,0,0,0,2018-05-01
2018-05-01 19:30:00,1,1,0,2018-05-01
2018-05-01 19:45:00,0,0,0,2018-05-01
2018-05-01 20:00:00,0,0,0,2018-05-01
2018-05-01 20:15:00,0,0,0,2018-05-01
2018-05-01 20:30:00,0,0,0,2018-05-01
2018-05-01 20:45:00,0,0,0,2018-05-01
2018-05-01 21:00:00,0,0,0,2018-05-01
2018-05-01 21:15:00,0,0,0,2018-05-01
2018-05-01 21:30:00,0,0,0,2018-05-01
2018-05-01 21:45:00,0,0,0,2018-05-01
2018-05-01 22:00:00,0,0,0,2018-05-01
2018-05-01 22:15:00,0,0,0,2018-05-01
2018-05-01 22:30:00,0,0,0,2018-05-01
2018-05-01 22:45:00,0,0,0,2018-05-01
2018-05-01 23:00:00,0,0,0,2018-05-01
2018-05-01 23:15:00,0,0,0,2018-05-01
2018-05-01 23:30:00,0,0,0,2018-05-01
2018-05-01 23:45:00,0,0,0,2018-05-01
2018-06-01 00:00:00,0,0,0,2018-06-01
2018-06-01 00:15:00,0,0,0,2018-06-01
2018-06-01 00:30:00,0,0,0,2018-06-01
2018-06-01 00:45:00,0,0,0,2018-06-01
2018-06-01 01:00:00,0,0,0,2018-06-01
2018-06-01 01:15:00,0,0,0,2018-06-01
2018-06-01 01:30:00,0,0,0,2018-06-01
2018-06-01 01:45:00,0,0,0,2018-06-01
2018-06-01 02:00:00,0,0,0,2018-06-01
2018-06-01 02:15:00,0,0,0,2018-06-01
2018-06-01 02:30:00,0,0,0,2018-06-01
2018-06-01 02:45:00,0,0,0,2018-06-01
2018-06-01 03:00:00,0,0,0,2018-06-01
2018-06-01 03:15:00,0,0,0,2018-06-01
2018-06-01 03:30:00,0,0,0,2018-06-01
2018-06-01 03:45:00,0,0,0,2018-06-01
2018-06-01 04:00:00,0,0,0,2018-06-01
2018-06-01 04:15:00,0,0,0,2018-06-01
2018-06-01 04:30:00,0,0,0,2018-06-01
2018-06-01 04:45:00,0,0,0,2018-06-01
2018-06-01 05:00:00,0,0,0,2018-06-01
2018-06-01 05:15:00,0,0,0,2018-06-01
2018-06-01 05:30:00,0,0,0,2018-06-01
2018-06-01 05:45:00,0,0,0,2018-06-01
2018-06-01 06:00:00,0,0,0,2018-06-01
2018-06-01 06:15:00,0,0,0,2018-06-01
2018-06-01 06:30:00,0,0,0,2018-06-01
2018-06-01 06:45:00,0,0,0,2018-06-01
2018-06-01 07:00:00,0,0,0,2018-06-01
2018-06-01 07:15:00,0,0,0,2018-06-01
2018-06-01 07:30:00,0,0,0,2018-06-01
2018-06-01 07:45:00,0,0,0,2018-06-01
2018-06-01 08:00:00,0,0,0,2018-06-01
2018-06-01 08:15:00,0,0,0,2018-06-01
2018-06-01 08:30:00,0,0,0,2018-06-01
2018-06-01 08:45:00,0,0,0,2018-06-01
2018-06-01 09:00:00,0,0,0,2018-06-01
2018-06-01 09:15:00,0,0,0,2018-06-01
2018-06-01 09:30:00,0,0,0,2018-06-01
2018-06-01 09:45:00,0,0,0,2018-06-01
2018-06-01 10:00:00,0,0,0,2018-06-01
2018-06-01 10:15:00,0,0,0,2018-06-01
2018-06-01 10:30:00,0,0,0,2018-06-01
2018-06-01 10:45:00,0,0,0,2018-06-01
2018-06-01 11:00:00,0,0,0,2018-06-01
2018-06-01 11:15:00,0,0,0,2018-06-01
2018-06-01 11:30:00,0,0,0,2018-06-01
2018-06-01 11:45:00,0,0,0,2018-06-01
2018-06-01 12:00:00,0,0,0,2018-06-01
2018-06-01 12:15:00,0,0,0,2018-06-01
2018-06-01 12:30:00,0,0,0,2018-06-01
2018-06-01 12:45:00,0,0,0,2018-06-01
2018-06-01 13:00:00,0,0,0,2018-06-01
2018-06-01 13:15:00,0,0,0,2018-06-01
2018-06-01 13:30:00,0,0,0,2018-06-01
