 ;5.15 BN - Weg auf Damm Neil ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Norden ;5.15 BN - Weg auf Damm Neil Radfahrer Ri. Süden
2016-02-18-13-00-00;9;2;0;0;7
2016-02-18-13-15-00;6;2;0;3;1
2016-02-18-13-30-00;19;4;1;3;11
2016-02-18-13-45-00;11;3;1;1;6
2016-02-18-14-00-00;13;8;0;1;4
2016-02-18-14-15-00;11;7;0;1;3
2016-02-18-14-30-00;18;12;0;3;3
2016-02-18-14-45-00;15;4;1;0;10
2016-02-18-15-00-00;13;4;0;2;7
2016-02-18-15-15-00;20;8;0;2;10
2016-02-18-15-30-00;16;7;0;0;9
2016-02-18-15-45-00;22;14;1;1;6
2016-02-18-16-00-00;32;18;0;5;9
2016-02-18-16-15-00;26;11;0;1;14
2016-02-18-16-30-00;28;12;0;3;13
2016-02-18-16-45-00;25;14;1;0;10
2016-02-18-17-00-00;28;18;0;1;9
2016-02-18-17-15-00;29;20;0;3;6
2016-02-18-17-30-00;23;13;1;3;6
2016-02-18-17-45-00;37;20;0;2;15
2016-02-18-18-00-00;29;15;1;1;12
2016-02-18-18-15-00;21;13;0;2;6
2016-02-18-18-30-00;22;15;0;2;5
2016-02-18-18-45-00;9;5;1;0;3
2016-02-18-19-00-00;6;4;0;0;2
2016-02-18-19-15-00;14;8;1;1;4
2016-02-18-19-30-00;7;2;0;0;5
2016-02-18-19-45-00;2;1;0;1;0
2016-02-18-20-00-00;10;3;1;2;4
2016-02-18-20-15-00;4;1;0;1;2
2016-02-18-20-30-00;6;2;0;0;4
2016-02-18-20-45-00;3;2;0;1;0
2016-02-18-21-00-00;2;0;1;0;1
2016-02-18-21-15-00;0;0;0;0;0
2016-02-18-21-30-00;2;1;0;1;0
2016-02-18-21-45-00;8;0;0;1;7
2016-02-18-22-00-00;2;1;0;0;1
2016-02-18-22-15-00;6;1;1;0;4
2016-02-18-22-30-00;2;0;0;0;2
2016-02-18-22-45-00;3;1;0;1;1
2016-02-18-23-00-00;0;0;0;0;0
2016-02-18-23-15-00;0;0;0;0;0
2016-02-18-23-30-00;0;0;0;0;0
2016-02-18-23-45-00;0;0;0;0;0
2016-02-19-00-00-00;0;0;0;0;0
2016-02-19-00-15-00;0;0;0;0;0
2016-02-19-00-30-00;0;0;0;0;0
2016-02-19-00-45-00;0;0;0;0;0
2016-02-19-01-00-00;0;0;0;0;0
2016-02-19-01-15-00;1;1;0;0;0
2016-02-19-01-30-00;0;0;0;0;0
2016-02-19-01-45-00;0;0;0;0;0
2016-02-19-02-00-00;0;0;0;0;0
2016-02-19-02-15-00;0;0;0;0;0
2016-02-19-02-30-00;0;0;0;0;0
2016-02-19-02-45-00;0;0;0;0;0
2016-02-19-03-00-00;0;0;0;0;0
2016-02-19-03-15-00;0;0;0;0;0
2016-02-19-03-30-00;0;0;0;0;0
2016-02-19-03-45-00;0;0;0;0;0
2016-02-19-04-00-00;0;0;0;0;0
2016-02-19-04-15-00;0;0;0;0;0
2016-02-19-04-30-00;0;0;0;0;0
2016-02-19-04-45-00;0;0;0;0;0
2016-02-19-05-00-00;0;0;0;0;0
2016-02-19-05-15-00;0;0;0;0;0
2016-02-19-05-30-00;1;0;0;0;1
2016-02-19-05-45-00;2;1;0;1;0
2016-02-19-06-00-00;1;0;0;0;1
2016-02-19-06-15-00;2;0;1;0;1
2016-02-19-06-30-00;7;1;0;0;6
2016-02-19-06-45-00;4;1;0;1;2
2016-02-19-07-00-00;10;5;0;0;5
2016-02-19-07-15-00;17;8;0;1;8
2016-02-19-07-30-00;36;11;2;0;23
2016-02-19-07-45-00;29;9;0;0;20
2016-02-19-08-00-00;25;9;0;0;16
2016-02-19-08-15-00;22;8;1;0;13
2016-02-19-08-30-00;30;13;0;0;17
2016-02-19-08-45-00;18;6;0;0;12
2016-02-19-09-00-00;9;6;1;1;1
2016-02-19-09-15-00;3;1;0;0;2
2016-02-19-09-30-00;10;5;0;0;5
2016-02-19-09-45-00;6;3;0;0;3
2016-02-19-10-00-00;2;2;0;0;0
2016-02-19-10-15-00;4;4;0;0;0
2016-02-19-10-30-00;1;1;0;0;0
2016-02-19-10-45-00;5;3;0;0;2
2016-02-19-11-00-00;4;0;0;0;4
2016-02-19-11-15-00;1;0;0;0;1
2016-02-19-11-30-00;4;1;0;0;3
2016-02-19-11-45-00;5;3;1;0;1
2016-02-19-12-00-00;4;2;0;0;2
2016-02-19-12-15-00;9;5;0;1;3
2016-02-19-12-30-00;11;5;0;1;5
2016-02-19-12-45-00;3;2;0;0;1
2016-02-19-13-00-00;2;0;0;0;2
2016-02-19-13-15-00;24;16;0;5;3
2016-02-19-13-30-00;13;6;0;0;7
2016-02-19-13-45-00;7;3;1;1;2
2016-02-19-14-00-00;8;1;0;1;6
2016-02-19-14-15-00;9;7;0;1;1
2016-02-19-14-30-00;12;7;0;2;3
2016-02-19-14-45-00;19;10;1;0;8
2016-02-19-15-00-00;11;4;1;0;6
2016-02-19-15-15-00;14;8;0;2;4
2016-02-19-15-30-00;24;14;1;2;7
2016-02-19-15-45-00;17;12;0;0;5
2016-02-19-16-00-00;22;14;0;0;8
2016-02-19-16-15-00;34;16;2;3;13
2016-02-19-16-30-00;27;16;0;4;7
2016-02-19-16-45-00;38;19;0;7;12
2016-02-19-17-00-00;25;15;1;2;7
2016-02-19-17-15-00;36;17;1;5;13
2016-02-19-17-30-00;20;9;2;3;6
2016-02-19-17-45-00;11;4;2;0;5
2016-02-19-18-00-00;28;12;0;2;14
2016-02-19-18-15-00;12;5;0;1;6
2016-02-19-18-30-00;11;8;0;0;3
2016-02-19-18-45-00;11;7;1;2;1
2016-02-19-19-00-00;9;4;1;0;4
2016-02-19-19-15-00;3;2;0;0;1
2016-02-19-19-30-00;2;1;0;0;1
2016-02-19-19-45-00;5;3;0;1;1
2016-02-19-20-00-00;6;4;0;1;1
2016-02-19-20-15-00;6;1;2;0;3
2016-02-19-20-30-00;3;1;0;0;2
2016-02-19-20-45-00;2;1;0;0;1
2016-02-19-21-00-00;0;0;0;0;0
2016-02-19-21-15-00;4;2;0;1;1
2016-02-19-21-30-00;0;0;0;0;0
2016-02-19-21-45-00;1;1;0;0;0
2016-02-19-22-00-00;0;0;0;0;0
2016-02-19-22-15-00;0;0;0;0;0
2016-02-19-22-30-00;0;0;0;0;0
2016-02-19-22-45-00;1;0;0;0;1
2016-02-19-23-00-00;3;1;0;0;2
2016-02-19-23-15-00;0;0;0;0;0
2016-02-19-23-30-00;0;0;0;0;0
2016-02-19-23-45-00;2;0;0;0;2
2016-02-20-00-00-00;0;0;0;0;0
2016-02-20-00-15-00;0;0;0;0;0
2016-02-20-00-30-00;0;0;0;0;0
2016-02-20-00-45-00;0;0;0;0;0
2016-02-20-01-00-00;0;0;0;0;0
2016-02-20-01-15-00;0;0;0;0;0
2016-02-20-01-30-00;0;0;0;0;0
2016-02-20-01-45-00;0;0;0;0;0
2016-02-20-02-00-00;0;0;0;0;0
2016-02-20-02-15-00;1;0;0;0;1
2016-02-20-02-30-00;0;0;0;0;0
2016-02-20-02-45-00;0;0;0;0;0
2016-02-20-03-00-00;0;0;0;0;0
2016-02-20-03-15-00;0;0;0;0;0
2016-02-20-03-30-00;0;0;0;0;0
2016-02-20-03-45-00;0;0;0;0;0
2016-02-20-04-00-00;0;0;0;0;0
2016-02-20-04-15-00;0;0;0;0;0
2016-02-20-04-30-00;0;0;0;0;0
2016-02-20-04-45-00;0;0;0;0;0
2016-02-20-05-00-00;1;1;0;0;0
2016-02-20-05-15-00;1;0;0;0;1
2016-02-20-05-30-00;0;0;0;0;0
2016-02-20-05-45-00;0;0;0;0;0
2016-02-20-06-00-00;0;0;0;0;0
2016-02-20-06-15-00;0;0;0;0;0
2016-02-20-06-30-00;0;0;0;0;0
2016-02-20-06-45-00;0;0;0;0;0
2016-02-20-07-00-00;1;0;0;0;1
2016-02-20-07-15-00;0;0;0;0;0
2016-02-20-07-30-00;1;1;0;0;0
2016-02-20-07-45-00;0;0;0;0;0
2016-02-20-08-00-00;3;0;0;0;3
2016-02-20-08-15-00;1;0;0;0;1
2016-02-20-08-30-00;0;0;0;0;0
2016-02-20-08-45-00;4;1;0;0;3
2016-02-20-09-00-00;3;3;0;0;0
2016-02-20-09-15-00;0;0;0;0;0
2016-02-20-09-30-00;5;4;0;0;1
2016-02-20-09-45-00;5;1;0;0;4
2016-02-20-10-00-00;7;3;0;0;4
2016-02-20-10-15-00;6;5;0;0;1
2016-02-20-10-30-00;7;3;1;0;3
2016-02-20-10-45-00;8;2;0;1;5
2016-02-20-11-00-00;12;6;0;3;3
2016-02-20-11-15-00;13;8;0;2;3
2016-02-20-11-30-00;7;5;0;0;2
2016-02-20-11-45-00;12;1;1;1;9
2016-02-20-12-00-00;10;2;1;2;5
2016-02-20-12-15-00;6;4;0;0;2
2016-02-20-12-30-00;12;5;1;2;4
2016-02-20-12-45-00;11;5;1;0;5
2016-02-20-13-00-00;7;5;0;0;2
2016-02-20-13-15-00;6;3;0;0;3
2016-02-20-13-30-00;10;2;2;0;6
2016-02-20-13-45-00;7;3;1;0;3
2016-02-20-14-00-00;8;4;0;0;4
2016-02-20-14-15-00;10;7;0;2;1
2016-02-20-14-30-00;19;9;1;2;7
2016-02-20-14-45-00;15;5;1;1;8
2016-02-20-15-00-00;18;7;1;1;9
2016-02-20-15-15-00;17;11;1;2;3
2016-02-20-15-30-00;8;5;0;0;3
2016-02-20-15-45-00;9;1;0;1;7
2016-02-20-16-00-00;9;1;1;4;3
2016-02-20-16-15-00;9;5;0;0;4
2016-02-20-16-30-00;11;3;1;4;3
2016-02-20-16-45-00;3;3;0;0;0
2016-02-20-17-00-00;6;4;0;0;2
2016-02-20-17-15-00;8;0;1;0;7
2016-02-20-17-30-00;12;7;0;1;4
2016-02-20-17-45-00;2;2;0;0;0
2016-02-20-18-00-00;1;0;0;0;1
2016-02-20-18-15-00;3;1;1;0;1
2016-02-20-18-30-00;0;0;0;0;0
2016-02-20-18-45-00;4;1;0;1;2
2016-02-20-19-00-00;2;1;0;0;1
2016-02-20-19-15-00;1;1;0;0;0
2016-02-20-19-30-00;0;0;0;0;0
2016-02-20-19-45-00;1;1;0;0;0
2016-02-20-20-00-00;1;0;0;0;1
2016-02-20-20-15-00;0;0;0;0;0
2016-02-20-20-30-00;0;0;0;0;0
2016-02-20-20-45-00;3;1;0;0;2
2016-02-20-21-00-00;0;0;0;0;0
2016-02-20-21-15-00;1;0;0;0;1
2016-02-20-21-30-00;0;0;0;0;0
2016-02-20-21-45-00;0;0;0;0;0
2016-02-20-22-00-00;0;0;0;0;0
2016-02-20-22-15-00;0;0;0;0;0
2016-02-20-22-30-00;0;0;0;0;0
2016-02-20-22-45-00;0;0;0;0;0
2016-02-20-23-00-00;0;0;0;0;0
2016-02-20-23-15-00;1;1;0;0;0
2016-02-20-23-30-00;0;0;0;0;0
2016-02-20-23-45-00;1;0;0;0;1
2016-02-21-00-00-00;0;0;0;0;0
2016-02-21-00-15-00;0;0;0;0;0
2016-02-21-00-30-00;0;0;0;0;0
2016-02-21-00-45-00;0;0;0;0;0
2016-02-21-01-00-00;1;0;0;0;1
2016-02-21-01-15-00;0;0;0;0;0
2016-02-21-01-30-00;0;0;0;0;0
2016-02-21-01-45-00;1;0;0;1;0
2016-02-21-02-00-00;0;0;0;0;0
2016-02-21-02-15-00;0;0;0;0;0
2016-02-21-02-30-00;0;0;0;0;0
2016-02-21-02-45-00;0;0;0;0;0
2016-02-21-03-00-00;0;0;0;0;0
2016-02-21-03-15-00;0;0;0;0;0
2016-02-21-03-30-00;3;0;1;0;2
2016-02-21-03-45-00;1;0;0;0;1
2016-02-21-04-00-00;0;0;0;0;0
2016-02-21-04-15-00;1;0;0;0;1
2016-02-21-04-30-00;0;0;0;0;0
2016-02-21-04-45-00;0;0;0;0;0
2016-02-21-05-00-00;1;1;0;0;0
2016-02-21-05-15-00;1;0;0;0;1
2016-02-21-05-30-00;0;0;0;0;0
2016-02-21-05-45-00;0;0;0;0;0
2016-02-21-06-00-00;0;0;0;0;0
2016-02-21-06-15-00;0;0;0;0;0
2016-02-21-06-30-00;0;0;0;0;0
2016-02-21-06-45-00;0;0;0;0;0
2016-02-21-07-00-00;1;0;0;0;1
2016-02-21-07-15-00;0;0;0;0;0
2016-02-21-07-30-00;1;1;0;0;0
2016-02-21-07-45-00;0;0;0;0;0
2016-02-21-08-00-00;0;0;0;0;0
2016-02-21-08-15-00;0;0;0;0;0
2016-02-21-08-30-00;3;2;0;1;0
2016-02-21-08-45-00;7;3;0;1;3
2016-02-21-09-00-00;4;1;1;0;2
2016-02-21-09-15-00;7;5;0;0;2
2016-02-21-09-30-00;3;1;0;0;2
2016-02-21-09-45-00;5;2;0;0;3
2016-02-21-10-00-00;14;8;1;0;5
2016-02-21-10-15-00;3;1;1;0;1
2016-02-21-10-30-00;13;7;0;0;6
2016-02-21-10-45-00;9;5;0;0;4
2016-02-21-11-00-00;11;4;0;2;5
2016-02-21-11-15-00;8;4;1;0;3
2016-02-21-11-30-00;18;10;1;2;5
2016-02-21-11-45-00;20;14;0;1;5
2016-02-21-12-00-00;8;4;1;1;2
2016-02-21-12-15-00;13;6;0;0;7
2016-02-21-12-30-00;17;10;0;2;5
2016-02-21-12-45-00;20;7;1;1;11
2016-02-21-13-00-00;21;8;1;1;11
2016-02-21-13-15-00;19;12;0;1;6
2016-02-21-13-30-00;18;5;3;2;8
2016-02-21-13-45-00;17;6;1;1;9
2016-02-21-14-00-00;18;9;2;1;6
2016-02-21-14-15-00;17;9;0;0;8
2016-02-21-14-30-00;24;11;1;4;8
2016-02-21-14-45-00;19;9;1;3;6
2016-02-21-15-00-00;35;10;3;2;20
2016-02-21-15-15-00;26;13;1;8;4
2016-02-21-15-30-00;17;8;0;4;5
2016-02-21-15-45-00;22;9;2;1;10
2016-02-21-16-00-00;13;5;1;3;4
2016-02-21-16-15-00;36;19;2;5;10
2016-02-21-16-30-00;21;7;2;3;9
2016-02-21-16-45-00;20;11;1;2;6
2016-02-21-17-00-00;9;5;1;0;3
2016-02-21-17-15-00;23;7;4;1;11
2016-02-21-17-30-00;21;13;0;4;4
2016-02-21-17-45-00;17;9;0;2;6
2016-02-21-18-00-00;12;5;0;2;5
2016-02-21-18-15-00;7;3;0;1;3
2016-02-21-18-30-00;4;2;0;0;2
2016-02-21-18-45-00;6;4;0;1;1
2016-02-21-19-00-00;1;0;0;0;1
2016-02-21-19-15-00;6;1;1;1;3
2016-02-21-19-30-00;3;0;1;0;2
2016-02-21-19-45-00;2;1;0;0;1
2016-02-21-20-00-00;0;0;0;0;0
2016-02-21-20-15-00;2;0;0;0;2
2016-02-21-20-30-00;3;1;0;0;2
2016-02-21-20-45-00;2;1;0;0;1
2016-02-21-21-00-00;0;0;0;0;0
2016-02-21-21-15-00;0;0;0;0;0
2016-02-21-21-30-00;0;0;0;0;0
2016-02-21-21-45-00;1;0;0;0;1
2016-02-21-22-00-00;1;1;0;0;0
2016-02-21-22-15-00;0;0;0;0;0
2016-02-21-22-30-00;1;0;0;0;1
2016-02-21-22-45-00;0;0;0;0;0
2016-02-21-23-00-00;0;0;0;0;0
2016-02-21-23-15-00;0;0;0;0;0
2016-02-21-23-30-00;2;0;1;0;1
2016-02-21-23-45-00;0;0;0;0;0
2016-02-22-00-00-00;2;0;2;0;0
2016-02-22-00-15-00;1;0;1;0;0
2016-02-22-00-30-00;0;0;0;0;0
2016-02-22-00-45-00;0;0;0;0;0
2016-02-22-01-00-00;0;0;0;0;0
2016-02-22-01-15-00;1;1;0;0;0
2016-02-22-01-30-00;0;0;0;0;0
2016-02-22-01-45-00;0;0;0;0;0
2016-02-22-02-00-00;0;0;0;0;0
2016-02-22-02-15-00;0;0;0;0;0
2016-02-22-02-30-00;0;0;0;0;0
2016-02-22-02-45-00;0;0;0;0;0
2016-02-22-03-00-00;0;0;0;0;0
2016-02-22-03-15-00;0;0;0;0;0
2016-02-22-03-30-00;0;0;0;0;0
2016-02-22-03-45-00;0;0;0;0;0
2016-02-22-04-00-00;0;0;0;0;0
2016-02-22-04-15-00;0;0;0;0;0
2016-02-22-04-30-00;0;0;0;0;0
2016-02-22-04-45-00;0;0;0;0;0
2016-02-22-05-00-00;1;1;0;0;0
2016-02-22-05-15-00;0;0;0;0;0
2016-02-22-05-30-00;2;0;0;0;2
2016-02-22-05-45-00;2;0;0;0;2
2016-02-22-06-00-00;2;2;0;0;0
2016-02-22-06-15-00;0;0;0;0;0
2016-02-22-06-30-00;2;0;0;0;2
2016-02-22-06-45-00;7;4;0;0;3
2016-02-22-07-00-00;8;3;0;0;5
2016-02-22-07-15-00;26;10;0;0;16
2016-02-22-07-30-00;45;10;5;0;30
2016-02-22-07-45-00;44;18;1;0;25
2016-02-22-08-00-00;22;11;1;0;10
2016-02-22-08-15-00;22;5;0;0;17
2016-02-22-08-30-00;37;13;0;0;24
2016-02-22-08-45-00;19;5;3;0;11
2016-02-22-09-00-00;16;9;1;0;6
2016-02-22-09-15-00;15;6;1;0;8
2016-02-22-09-30-00;9;5;0;0;4
2016-02-22-09-45-00;9;6;0;1;2
2016-02-22-10-00-00;13;7;1;1;4
2016-02-22-10-15-00;6;2;0;0;4
2016-02-22-10-30-00;4;2;0;0;2
2016-02-22-10-45-00;8;4;0;1;3
2016-02-22-11-00-00;7;3;1;1;2
2016-02-22-11-15-00;8;3;1;1;3
2016-02-22-11-30-00;16;8;0;0;8
2016-02-22-11-45-00;9;6;0;1;2
2016-02-22-12-00-00;9;3;1;2;3
2016-02-22-12-15-00;8;6;0;0;2
2016-02-22-12-30-00;5;1;1;1;2
2016-02-22-12-45-00;6;1;1;1;3
2016-02-22-13-00-00;6;2;0;0;4
2016-02-22-13-15-00;21;9;1;5;6
2016-02-22-13-30-00;8;4;0;0;4
2016-02-22-13-45-00;7;5;0;0;2
2016-02-22-14-00-00;7;4;0;0;3
2016-02-22-14-15-00;10;5;0;0;5
2016-02-22-14-30-00;14;7;0;3;4
2016-02-22-14-45-00;13;4;1;1;7
2016-02-22-15-00-00;13;7;0;1;5
2016-02-22-15-15-00;8;2;0;0;6
2016-02-22-15-30-00;5;2;0;0;3
2016-02-22-15-45-00;10;4;1;1;4
2016-02-22-16-00-00;7;5;0;0;2
2016-02-22-16-15-00;11;8;0;0;3
2016-02-22-16-30-00;7;4;0;0;3
2016-02-22-16-45-00;20;9;1;1;9
2016-02-22-17-00-00;22;14;0;1;7
2016-02-22-17-15-00;14;11;0;0;3
2016-02-22-17-30-00;18;15;0;1;2
2016-02-22-17-45-00;17;7;0;0;10
2016-02-22-18-00-00;9;6;0;1;2
2016-02-22-18-15-00;17;10;1;1;5
2016-02-22-18-30-00;11;3;0;2;6
2016-02-22-18-45-00;8;3;1;0;4
2016-02-22-19-00-00;6;5;0;0;1
2016-02-22-19-15-00;9;3;1;1;4
2016-02-22-19-30-00;4;3;1;0;0
2016-02-22-19-45-00;3;1;0;0;2
2016-02-22-20-00-00;5;1;0;1;3
2016-02-22-20-15-00;2;0;0;0;2
2016-02-22-20-30-00;0;0;0;0;0
2016-02-22-20-45-00;2;1;1;0;0
2016-02-22-21-00-00;2;2;0;0;0
2016-02-22-21-15-00;2;1;0;1;0
2016-02-22-21-30-00;3;1;0;0;2
2016-02-22-21-45-00;0;0;0;0;0
2016-02-22-22-00-00;0;0;0;0;0
2016-02-22-22-15-00;0;0;0;0;0
2016-02-22-22-30-00;0;0;0;0;0
2016-02-22-22-45-00;1;0;0;1;0
2016-02-22-23-00-00;0;0;0;0;0
2016-02-22-23-15-00;1;0;0;0;1
2016-02-22-23-30-00;0;0;0;0;0
2016-02-22-23-45-00;1;1;0;0;0
2016-02-23-00-00-00;0;0;0;0;0
2016-02-23-00-15-00;1;0;1;0;0
2016-02-23-00-30-00;0;0;0;0;0
2016-02-23-00-45-00;0;0;0;0;0
2016-02-23-01-00-00;0;0;0;0;0
2016-02-23-01-15-00;0;0;0;0;0
2016-02-23-01-30-00;0;0;0;0;0
2016-02-23-01-45-00;0;0;0;0;0
2016-02-23-02-00-00;0;0;0;0;0
2016-02-23-02-15-00;0;0;0;0;0
2016-02-23-02-30-00;0;0;0;0;0
2016-02-23-02-45-00;0;0;0;0;0
2016-02-23-03-00-00;0;0;0;0;0
2016-02-23-03-15-00;0;0;0;0;0
2016-02-23-03-30-00;0;0;0;0;0
2016-02-23-03-45-00;0;0;0;0;0
2016-02-23-04-00-00;0;0;0;0;0
2016-02-23-04-15-00;0;0;0;0;0
2016-02-23-04-30-00;0;0;0;0;0
2016-02-23-04-45-00;1;1;0;0;0
2016-02-23-05-00-00;0;0;0;0;0
2016-02-23-05-15-00;0;0;0;0;0
2016-02-23-05-30-00;2;0;0;0;2
2016-02-23-05-45-00;2;1;0;0;1
2016-02-23-06-00-00;2;2;0;0;0
2016-02-23-06-15-00;0;0;0;0;0
2016-02-23-06-30-00;2;0;0;1;1
2016-02-23-06-45-00;5;1;0;0;4
2016-02-23-07-00-00;5;2;0;0;3
2016-02-23-07-15-00;18;7;1;0;10
2016-02-23-07-30-00;35;6;3;2;24
2016-02-23-07-45-00;25;8;1;1;15
2016-02-23-08-00-00;16;6;1;0;9
2016-02-23-08-15-00;26;8;0;1;17
2016-02-23-08-30-00;14;3;0;1;10
2016-02-23-08-45-00;19;4;1;0;14
2016-02-23-09-00-00;8;1;0;0;7
2016-02-23-09-15-00;8;4;0;0;4
2016-02-23-09-30-00;6;3;0;0;3
2016-02-23-09-45-00;2;1;0;0;1
2016-02-23-10-00-00;3;1;0;0;2
2016-02-23-10-15-00;4;2;0;0;2
2016-02-23-10-30-00;3;0;1;0;2
2016-02-23-10-45-00;3;2;0;0;1
2016-02-23-11-00-00;6;2;0;0;4
2016-02-23-11-15-00;5;2;0;1;2
2016-02-23-11-30-00;6;0;0;0;6
2016-02-23-11-45-00;4;2;0;0;2
2016-02-23-12-00-00;5;4;0;1;0
2016-02-23-12-15-00;6;4;0;0;2
2016-02-23-12-30-00;7;4;0;0;3
2016-02-23-12-45-00;8;4;0;0;4
2016-02-23-13-00-00;11;2;1;0;8
2016-02-23-13-15-00;14;5;0;4;5
2016-02-23-13-30-00;12;7;1;0;4
2016-02-23-13-45-00;11;7;0;1;3
2016-02-23-14-00-00;5;1;0;0;4
2016-02-23-14-15-00;12;6;0;2;4
2016-02-23-14-30-00;8;7;0;0;1
2016-02-23-14-45-00;17;10;0;0;7
2016-02-23-15-00-00;11;3;0;0;8
2016-02-23-15-15-00;10;4;0;1;5
2016-02-23-15-30-00;10;2;3;2;3
2016-02-23-15-45-00;6;4;0;1;1
2016-02-23-16-00-00;21;15;0;4;2
2016-02-23-16-15-00;14;8;0;3;3
2016-02-23-16-30-00;9;3;0;1;5
2016-02-23-16-45-00;13;6;1;0;6
2016-02-23-17-00-00;19;10;1;0;8
2016-02-23-17-15-00;23;15;0;1;7
2016-02-23-17-30-00;21;13;0;0;8
2016-02-23-17-45-00;24;10;2;2;10
2016-02-23-18-00-00;17;7;3;2;5
2016-02-23-18-15-00;20;10;1;3;6
2016-02-23-18-30-00;14;8;2;0;4
2016-02-23-18-45-00;18;8;0;0;10
2016-02-23-19-00-00;14;7;0;0;7
2016-02-23-19-15-00;12;7;0;0;5
2016-02-23-19-30-00;6;3;1;0;2
2016-02-23-19-45-00;3;2;0;0;1
2016-02-23-20-00-00;7;5;0;1;1
2016-02-23-20-15-00;10;4;1;1;4
2016-02-23-20-30-00;4;3;0;0;1
2016-02-23-20-45-00;5;5;0;0;0
2016-02-23-21-00-00;4;2;0;0;2
2016-02-23-21-15-00;4;2;0;0;2
2016-02-23-21-30-00;4;2;0;0;2
2016-02-23-21-45-00;3;1;0;1;1
2016-02-23-22-00-00;5;3;0;1;1
2016-02-23-22-15-00;0;0;0;0;0
2016-02-23-22-30-00;3;0;0;0;3
2016-02-23-22-45-00;3;0;1;0;2
2016-02-23-23-00-00;2;1;0;0;1
2016-02-23-23-15-00;1;0;0;0;1
2016-02-23-23-30-00;0;0;0;0;0
2016-02-23-23-45-00;1;0;0;0;1
2016-02-24-00-00-00;0;0;0;0;0
2016-02-24-00-15-00;0;0;0;0;0
2016-02-24-00-30-00;0;0;0;0;0
2016-02-24-00-45-00;0;0;0;0;0
2016-02-24-01-00-00;0;0;0;0;0
2016-02-24-01-15-00;0;0;0;0;0
2016-02-24-01-30-00;0;0;0;0;0
2016-02-24-01-45-00;1;1;0;0;0
2016-02-24-02-00-00;3;0;3;0;0
2016-02-24-02-15-00;0;0;0;0;0
2016-02-24-02-30-00;0;0;0;0;0
2016-02-24-02-45-00;0;0;0;0;0
2016-02-24-03-00-00;0;0;0;0;0
2016-02-24-03-15-00;0;0;0;0;0
2016-02-24-03-30-00;0;0;0;0;0
2016-02-24-03-45-00;0;0;0;0;0
2016-02-24-04-00-00;0;0;0;0;0
2016-02-24-04-15-00;0;0;0;0;0
2016-02-24-04-30-00;0;0;0;0;0
2016-02-24-04-45-00;0;0;0;0;0
2016-02-24-05-00-00;0;0;0;0;0
2016-02-24-05-15-00;0;0;0;0;0
2016-02-24-05-30-00;1;0;0;0;1
2016-02-24-05-45-00;3;1;0;0;2
2016-02-24-06-00-00;3;1;0;0;2
2016-02-24-06-15-00;2;1;0;0;1
2016-02-24-06-30-00;3;1;0;0;2
2016-02-24-06-45-00;6;3;0;0;3
2016-02-24-07-00-00;8;4;0;0;4
2016-02-24-07-15-00;24;14;0;0;10
2016-02-24-07-30-00;37;11;1;0;25
2016-02-24-07-45-00;35;13;2;0;20
2016-02-24-08-00-00;21;7;1;0;13
2016-02-24-08-15-00;20;4;1;0;15
2016-02-24-08-30-00;29;13;0;0;16
2016-02-24-08-45-00;19;5;0;1;13
2016-02-24-09-00-00;16;8;0;1;7
2016-02-24-09-15-00;22;9;0;0;13
2016-02-24-09-30-00;9;3;0;0;6
2016-02-24-09-45-00;11;4;0;0;7
2016-02-24-10-00-00;13;6;0;1;6
2016-02-24-10-15-00;9;3;0;1;5
2016-02-24-10-30-00;15;4;1;2;8
2016-02-24-10-45-00;7;4;0;0;3
2016-02-24-11-00-00;8;0;0;1;7
2016-02-24-11-15-00;20;6;0;1;13
2016-02-24-11-30-00;10;4;0;0;6
2016-02-24-11-45-00;10;1;0;0;9
2016-02-24-12-00-00;17;5;0;0;12
2016-02-24-12-15-00;12;6;0;0;6
2016-02-24-12-30-00;14;6;1;1;6
2016-02-24-12-45-00;8;5;0;1;2
2016-02-24-13-00-00;21;10;0;1;10
2016-02-24-13-15-00;18;10;0;2;6
2016-02-24-13-30-00;11;8;0;1;2
2016-02-24-13-45-00;8;4;0;1;3
2016-02-24-14-00-00;7;4;1;0;2
2016-02-24-14-15-00;17;9;0;0;8
2016-02-24-14-30-00;17;10;0;0;7
2016-02-24-14-45-00;8;4;0;0;4
2016-02-24-15-00-00;13;9;0;0;4
2016-02-24-15-15-00;20;11;0;2;7
2016-02-24-15-30-00;33;12;1;1;19
2016-02-24-15-45-00;24;12;1;2;9
2016-02-24-16-00-00;28;15;0;1;12
2016-02-24-16-15-00;30;19;1;3;7
2016-02-24-16-30-00;22;9;1;1;11
2016-02-24-16-45-00;42;21;2;3;16
2016-02-24-17-00-00;28;18;0;1;9
2016-02-24-17-15-00;30;20;0;0;10
2016-02-24-17-30-00;38;19;1;4;14
2016-02-24-17-45-00;37;16;1;3;17
2016-02-24-18-00-00;32;19;0;2;11
2016-02-24-18-15-00;40;21;2;1;16
2016-02-24-18-30-00;24;13;0;1;10
2016-02-24-18-45-00;13;8;0;0;5
2016-02-24-19-00-00;10;5;2;1;2
2016-02-24-19-15-00;16;10;0;2;4
