 ;5.12 BN - Straßburger Weg ;5.12 BN - Straßenburger Weg Radfahrer Ri. Süden ;5.12 BN - Straßenburger Weg Radfahrer Ri. Norden
2017-08-26-21-30-00;7;2;5
2017-08-26-21-45-00;9;1;8
2017-08-26-22-00-00;8;4;4
2017-08-26-22-15-00;9;2;7
2017-08-26-22-30-00;6;1;5
2017-08-26-22-45-00;16;5;11
2017-08-26-23-00-00;20;16;4
2017-08-26-23-15-00;10;8;2
2017-08-26-23-30-00;9;5;4
2017-08-26-23-45-00;3;2;1
2017-08-27-00-00-00;2;0;2
2017-08-27-00-15-00;6;3;3
2017-08-27-00-30-00;7;2;5
2017-08-27-00-45-00;5;2;3
2017-08-27-01-00-00;7;2;5
2017-08-27-01-15-00;6;5;1
2017-08-27-01-30-00;2;1;1
2017-08-27-01-45-00;1;0;1
2017-08-27-02-00-00;0;0;0
2017-08-27-02-15-00;1;0;1
2017-08-27-02-30-00;1;0;1
2017-08-27-02-45-00;3;3;0
2017-08-27-03-00-00;2;1;1
2017-08-27-03-15-00;3;1;2
2017-08-27-03-30-00;1;0;1
2017-08-27-03-45-00;0;0;0
2017-08-27-04-00-00;0;0;0
2017-08-27-04-15-00;1;0;1
2017-08-27-04-30-00;4;3;1
2017-08-27-04-45-00;1;0;1
2017-08-27-05-00-00;1;0;1
2017-08-27-05-15-00;1;0;1
2017-08-27-05-30-00;1;0;1
2017-08-27-05-45-00;2;1;1
2017-08-27-06-00-00;1;0;1
2017-08-27-06-15-00;1;1;0
2017-08-27-06-30-00;0;0;0
2017-08-27-06-45-00;4;2;2
2017-08-27-07-00-00;4;2;2
2017-08-27-07-15-00;1;1;0
2017-08-27-07-30-00;1;1;0
2017-08-27-07-45-00;1;0;1
2017-08-27-08-00-00;4;2;2
2017-08-27-08-15-00;3;3;0
2017-08-27-08-30-00;4;0;4
2017-08-27-08-45-00;3;3;0
2017-08-27-09-00-00;6;4;2
2017-08-27-09-15-00;7;5;2
2017-08-27-09-30-00;9;4;5
2017-08-27-09-45-00;11;7;4
2017-08-27-10-00-00;14;12;2
2017-08-27-10-15-00;12;7;5
2017-08-27-10-30-00;16;12;4
2017-08-27-10-45-00;13;9;4
2017-08-27-11-00-00;14;5;9
2017-08-27-11-15-00;12;3;9
2017-08-27-11-30-00;12;7;5
2017-08-27-11-45-00;15;8;7
2017-08-27-12-00-00;28;10;18
2017-08-27-12-15-00;15;6;9
2017-08-27-12-30-00;10;5;5
2017-08-27-12-45-00;15;7;8
2017-08-27-13-00-00;22;13;9
2017-08-27-13-15-00;20;10;10
2017-08-27-13-30-00;16;9;7
2017-08-27-13-45-00;20;14;6
2017-08-27-14-00-00;23;6;17
2017-08-27-14-15-00;28;16;12
2017-08-27-14-30-00;18;14;4
2017-08-27-14-45-00;16;6;10
2017-08-27-15-00-00;31;10;21
2017-08-27-15-15-00;18;9;9
2017-08-27-15-30-00;13;5;8
2017-08-27-15-45-00;9;4;5
2017-08-27-16-00-00;27;12;15
2017-08-27-16-15-00;22;13;9
2017-08-27-16-30-00;33;23;10
2017-08-27-16-45-00;26;13;13
2017-08-27-17-00-00;21;11;10
2017-08-27-17-15-00;21;6;15
2017-08-27-17-30-00;24;10;14
2017-08-27-17-45-00;11;4;7
2017-08-27-18-00-00;20;7;13
2017-08-27-18-15-00;26;10;16
2017-08-27-18-30-00;25;6;19
2017-08-27-18-45-00;16;9;7
2017-08-27-19-00-00;22;9;13
2017-08-27-19-15-00;15;2;13
2017-08-27-19-30-00;23;3;20
2017-08-27-19-45-00;34;15;19
2017-08-27-20-00-00;27;9;18
2017-08-27-20-15-00;19;9;10
2017-08-27-20-30-00;12;10;2
2017-08-27-20-45-00;16;5;11
2017-08-27-21-00-00;12;4;8
2017-08-27-21-15-00;3;1;2
2017-08-27-21-30-00;8;2;6
2017-08-27-21-45-00;10;0;10
2017-08-27-22-00-00;7;4;3
2017-08-27-22-15-00;4;1;3
2017-08-27-22-30-00;16;8;8
2017-08-27-22-45-00;18;17;1
2017-08-27-23-00-00;8;6;2
2017-08-27-23-15-00;7;0;7
2017-08-27-23-30-00;2;1;1
2017-08-27-23-45-00;1;1;0
2017-08-28-00-00-00;6;1;5
2017-08-28-00-15-00;2;0;2
2017-08-28-00-30-00;1;0;1
2017-08-28-00-45-00;2;2;0
2017-08-28-01-00-00;0;0;0
2017-08-28-01-15-00;0;0;0
2017-08-28-01-30-00;1;0;1
2017-08-28-01-45-00;1;1;0
2017-08-28-02-00-00;0;0;0
2017-08-28-02-15-00;0;0;0
2017-08-28-02-30-00;0;0;0
2017-08-28-02-45-00;0;0;0
2017-08-28-03-00-00;1;0;1
2017-08-28-03-15-00;0;0;0
2017-08-28-03-30-00;0;0;0
2017-08-28-03-45-00;0;0;0
2017-08-28-04-00-00;1;1;0
2017-08-28-04-15-00;1;0;1
2017-08-28-04-30-00;2;2;0
2017-08-28-04-45-00;0;0;0
2017-08-28-05-00-00;1;0;1
2017-08-28-05-15-00;3;2;1
2017-08-28-05-30-00;3;3;0
2017-08-28-05-45-00;4;4;0
2017-08-28-06-00-00;8;3;5
2017-08-28-06-15-00;13;6;7
2017-08-28-06-30-00;21;13;8
2017-08-28-06-45-00;25;15;10
2017-08-28-07-00-00;40;17;23
2017-08-28-07-15-00;44;25;19
2017-08-28-07-30-00;54;21;33
2017-08-28-07-45-00;81;33;48
2017-08-28-08-00-00;80;31;49
2017-08-28-08-15-00;95;35;60
2017-08-28-08-30-00;118;33;85
2017-08-28-08-45-00;101;29;72
2017-08-28-09-00-00;97;24;73
2017-08-28-09-15-00;58;20;38
2017-08-28-09-30-00;64;27;37
2017-08-28-09-45-00;43;16;27
2017-08-28-10-00-00;38;22;16
2017-08-28-10-15-00;23;13;10
2017-08-28-10-30-00;28;14;14
2017-08-28-10-45-00;28;18;10
2017-08-28-11-00-00;31;18;13
2017-08-28-11-15-00;24;10;14
2017-08-28-11-30-00;30;15;15
2017-08-28-11-45-00;31;18;13
2017-08-28-12-00-00;28;15;13
2017-08-28-12-15-00;45;23;22
2017-08-28-12-30-00;33;18;15
2017-08-28-12-45-00;30;16;14
2017-08-28-13-00-00;42;18;24
2017-08-28-13-15-00;41;12;29
2017-08-28-13-30-00;35;18;17
2017-08-28-13-45-00;41;16;25
2017-08-28-14-00-00;44;19;25
2017-08-28-14-15-00;36;20;16
2017-08-28-14-30-00;40;25;15
2017-08-28-14-45-00;44;25;19
2017-08-28-15-00-00;40;17;23
2017-08-28-15-15-00;45;27;18
2017-08-28-15-30-00;46;25;21
2017-08-28-15-45-00;41;18;23
2017-08-28-16-00-00;46;26;20
2017-08-28-16-15-00;80;49;31
2017-08-28-16-30-00;59;25;34
2017-08-28-16-45-00;71;40;31
2017-08-28-17-00-00;66;37;29
2017-08-28-17-15-00;92;46;46
2017-08-28-17-30-00;70;41;29
2017-08-28-17-45-00;95;63;32
2017-08-28-18-00-00;87;51;36
2017-08-28-18-15-00;79;43;36
2017-08-28-18-30-00;51;25;26
2017-08-28-18-45-00;75;30;45
2017-08-28-19-00-00;60;24;36
2017-08-28-19-15-00;57;27;30
2017-08-28-19-30-00;52;24;28
2017-08-28-19-45-00;32;10;22
2017-08-28-20-00-00;34;9;25
2017-08-28-20-15-00;37;18;19
2017-08-28-20-30-00;12;5;7
2017-08-28-20-45-00;14;8;6
2017-08-28-21-00-00;16;10;6
2017-08-28-21-15-00;11;6;5
2017-08-28-21-30-00;12;4;8
2017-08-28-21-45-00;9;2;7
2017-08-28-22-00-00;9;4;5
2017-08-28-22-15-00;17;9;8
2017-08-28-22-30-00;47;44;3
2017-08-28-22-45-00;22;16;6
2017-08-28-23-00-00;3;0;3
2017-08-28-23-15-00;14;5;9
2017-08-28-23-30-00;6;1;5
2017-08-28-23-45-00;4;2;2
2017-08-29-00-00-00;2;0;2
2017-08-29-00-15-00;6;2;4
2017-08-29-00-30-00;2;1;1
2017-08-29-00-45-00;1;1;0
2017-08-29-01-00-00;0;0;0
2017-08-29-01-15-00;3;1;2
2017-08-29-01-30-00;1;0;1
2017-08-29-01-45-00;0;0;0
2017-08-29-02-00-00;1;0;1
2017-08-29-02-15-00;1;0;1
2017-08-29-02-30-00;1;0;1
2017-08-29-02-45-00;0;0;0
2017-08-29-03-00-00;1;0;1
2017-08-29-03-15-00;0;0;0
2017-08-29-03-30-00;1;0;1
2017-08-29-03-45-00;0;0;0
2017-08-29-04-00-00;0;0;0
2017-08-29-04-15-00;1;0;1
2017-08-29-04-30-00;2;2;0
2017-08-29-04-45-00;4;3;1
2017-08-29-05-00-00;1;0;1
2017-08-29-05-15-00;1;1;0
2017-08-29-05-30-00;7;7;0
2017-08-29-05-45-00;2;1;1
2017-08-29-06-00-00;12;8;4
2017-08-29-06-15-00;17;8;9
2017-08-29-06-30-00;17;6;11
2017-08-29-06-45-00;30;15;15
2017-08-29-07-00-00;34;18;16
2017-08-29-07-15-00;36;13;23
2017-08-29-07-30-00;67;21;46
2017-08-29-07-45-00;82;29;53
2017-08-29-08-00-00;99;38;61
2017-08-29-08-15-00;102;37;65
2017-08-29-08-30-00;124;40;84
2017-08-29-08-45-00;134;52;82
2017-08-29-09-00-00;82;21;61
2017-08-29-09-15-00;59;14;45
2017-08-29-09-30-00;55;29;26
2017-08-29-09-45-00;40;21;19
2017-08-29-10-00-00;38;19;19
2017-08-29-10-15-00;31;19;12
2017-08-29-10-30-00;25;17;8
2017-08-29-10-45-00;27;19;8
2017-08-29-11-00-00;28;15;13
2017-08-29-11-15-00;27;17;10
2017-08-29-11-30-00;43;19;24
2017-08-29-11-45-00;35;15;20
2017-08-29-12-00-00;44;23;21
2017-08-29-12-15-00;43;22;21
2017-08-29-12-30-00;32;10;22
2017-08-29-12-45-00;40;22;18
2017-08-29-13-00-00;37;11;26
2017-08-29-13-15-00;38;15;23
2017-08-29-13-30-00;45;25;20
2017-08-29-13-45-00;38;16;22
2017-08-29-14-00-00;47;25;22
2017-08-29-14-15-00;22;9;13
2017-08-29-14-30-00;43;23;20
2017-08-29-14-45-00;37;19;18
2017-08-29-15-00-00;40;15;25
2017-08-29-15-15-00;53;23;30
2017-08-29-15-30-00;56;25;31
2017-08-29-15-45-00;37;20;17
2017-08-29-16-00-00;67;41;26
2017-08-29-16-15-00;63;37;26
2017-08-29-16-30-00;62;35;27
2017-08-29-16-45-00;76;54;22
2017-08-29-17-00-00;81;45;36
2017-08-29-17-15-00;74;43;31
2017-08-29-17-30-00;98;58;40
2017-08-29-17-45-00;84;42;42
2017-08-29-18-00-00;89;55;34
2017-08-29-18-15-00;68;41;27
2017-08-29-18-30-00;71;35;36
2017-08-29-18-45-00;70;36;34
2017-08-29-19-00-00;44;22;22
2017-08-29-19-15-00;50;20;30
2017-08-29-19-30-00;43;14;29
2017-08-29-19-45-00;48;14;34
2017-08-29-20-00-00;36;12;24
2017-08-29-20-15-00;41;14;27
2017-08-29-20-30-00;22;13;9
2017-08-29-20-45-00;26;14;12
2017-08-29-21-00-00;13;3;10
2017-08-29-21-15-00;19;5;14
2017-08-29-21-30-00;18;8;10
2017-08-29-21-45-00;21;10;11
2017-08-29-22-00-00;16;8;8
2017-08-29-22-15-00;8;2;6
2017-08-29-22-30-00;10;2;8
2017-08-29-22-45-00;18;9;9
2017-08-29-23-00-00;46;44;2
2017-08-29-23-15-00;19;15;4
2017-08-29-23-30-00;4;2;2
2017-08-29-23-45-00;7;0;7
2017-08-30-00-00-00;2;1;1
2017-08-30-00-15-00;3;2;1
2017-08-30-00-30-00;2;1;1
2017-08-30-00-45-00;2;0;2
2017-08-30-01-00-00;0;0;0
2017-08-30-01-15-00;3;2;1
2017-08-30-01-30-00;3;0;3
2017-08-30-01-45-00;3;0;3
2017-08-30-02-00-00;2;0;2
2017-08-30-02-15-00;1;0;1
2017-08-30-02-30-00;1;0;1
2017-08-30-02-45-00;0;0;0
2017-08-30-03-00-00;0;0;0
2017-08-30-03-15-00;0;0;0
2017-08-30-03-30-00;0;0;0
2017-08-30-03-45-00;0;0;0
2017-08-30-04-00-00;0;0;0
2017-08-30-04-15-00;0;0;0
2017-08-30-04-30-00;4;2;2
2017-08-30-04-45-00;1;1;0
2017-08-30-05-00-00;0;0;0
2017-08-30-05-15-00;1;0;1
2017-08-30-05-30-00;4;3;1
2017-08-30-05-45-00;4;3;1
2017-08-30-06-00-00;9;4;5
2017-08-30-06-15-00;21;13;8
2017-08-30-06-30-00;18;11;7
2017-08-30-06-45-00;32;18;14
2017-08-30-07-00-00;38;17;21
2017-08-30-07-15-00;52;21;31
2017-08-30-07-30-00;83;33;50
2017-08-30-07-45-00;70;26;44
2017-08-30-08-00-00;95;30;65
2017-08-30-08-15-00;92;34;58
2017-08-30-08-30-00;110;33;77
2017-08-30-08-45-00;104;34;70
2017-08-30-09-00-00;72;19;53
2017-08-30-09-15-00;59;25;34
2017-08-30-09-30-00;42;22;20
2017-08-30-09-45-00;38;17;21
2017-08-30-10-00-00;22;12;10
2017-08-30-10-15-00;34;21;13
2017-08-30-10-30-00;34;17;17
2017-08-30-10-45-00;34;19;15
2017-08-30-11-00-00;29;15;14
2017-08-30-11-15-00;33;16;17
2017-08-30-11-30-00;25;12;13
2017-08-30-11-45-00;24;14;10
2017-08-30-12-00-00;36;15;21
2017-08-30-12-15-00;35;19;16
2017-08-30-12-30-00;23;7;16
2017-08-30-12-45-00;29;13;16
2017-08-30-13-00-00;39;21;18
2017-08-30-13-15-00;52;26;26
2017-08-30-13-30-00;42;10;32
2017-08-30-13-45-00;38;21;17
2017-08-30-14-00-00;39;19;20
2017-08-30-14-15-00;26;9;17
2017-08-30-14-30-00;27;10;17
2017-08-30-14-45-00;41;18;23
2017-08-30-15-00-00;27;11;16
2017-08-30-15-15-00;45;15;30
2017-08-30-15-30-00;37;16;21
2017-08-30-15-45-00;27;12;15
2017-08-30-16-00-00;54;29;25
2017-08-30-16-15-00;56;34;22
2017-08-30-16-30-00;64;43;21
2017-08-30-16-45-00;56;33;23
2017-08-30-17-00-00;59;31;28
2017-08-30-17-15-00;83;54;29
2017-08-30-17-30-00;93;60;33
2017-08-30-17-45-00;67;38;29
2017-08-30-18-00-00;66;40;26
2017-08-30-18-15-00;58;34;24
2017-08-30-18-30-00;57;34;23
2017-08-30-18-45-00;46;26;20
2017-08-30-19-00-00;54;28;26
2017-08-30-19-15-00;30;13;17
2017-08-30-19-30-00;28;14;14
2017-08-30-19-45-00;29;10;19
2017-08-30-20-00-00;27;11;16
2017-08-30-20-15-00;25;8;17
2017-08-30-20-30-00;18;9;9
2017-08-30-20-45-00;17;9;8
2017-08-30-21-00-00;25;8;17
2017-08-30-21-15-00;17;8;9
2017-08-30-21-30-00;20;6;14
2017-08-30-21-45-00;8;4;4
2017-08-30-22-00-00;8;3;5
2017-08-30-22-15-00;19;15;4
2017-08-30-22-30-00;11;4;7
2017-08-30-22-45-00;9;5;4
2017-08-30-23-00-00;7;1;6
2017-08-30-23-15-00;3;0;3
2017-08-30-23-30-00;3;1;2
2017-08-30-23-45-00;5;3;2
2017-08-31-00-00-00;4;2;2
2017-08-31-00-15-00;8;4;4
2017-08-31-00-30-00;2;0;2
2017-08-31-00-45-00;0;0;0
2017-08-31-01-00-00;0;0;0
2017-08-31-01-15-00;1;1;0
2017-08-31-01-30-00;1;0;1
2017-08-31-01-45-00;1;0;1
2017-08-31-02-00-00;0;0;0
2017-08-31-02-15-00;1;0;1
2017-08-31-02-30-00;0;0;0
2017-08-31-02-45-00;0;0;0
2017-08-31-03-00-00;0;0;0
2017-08-31-03-15-00;0;0;0
2017-08-31-03-30-00;1;0;1
2017-08-31-03-45-00;0;0;0
2017-08-31-04-00-00;3;0;3
2017-08-31-04-15-00;0;0;0
2017-08-31-04-30-00;2;2;0
2017-08-31-04-45-00;1;0;1
2017-08-31-05-00-00;0;0;0
2017-08-31-05-15-00;1;1;0
2017-08-31-05-30-00;3;2;1
2017-08-31-05-45-00;2;2;0
2017-08-31-06-00-00;5;1;4
2017-08-31-06-15-00;7;6;1
2017-08-31-06-30-00;7;4;3
2017-08-31-06-45-00;8;6;2
2017-08-31-07-00-00;11;4;7
2017-08-31-07-15-00;21;10;11
2017-08-31-07-30-00;36;19;17
2017-08-31-07-45-00;32;14;18
2017-08-31-08-00-00;30;8;22
2017-08-31-08-15-00;60;22;38
2017-08-31-08-30-00;55;19;36
2017-08-31-08-45-00;58;16;42
2017-08-31-09-00-00;51;11;40
2017-08-31-09-15-00;37;16;21
2017-08-31-09-30-00;30;15;15
2017-08-31-09-45-00;24;14;10
2017-08-31-10-00-00;11;4;7
2017-08-31-10-15-00;15;11;4
2017-08-31-10-30-00;22;11;11
2017-08-31-10-45-00;16;9;7
2017-08-31-11-00-00;8;5;3
2017-08-31-11-15-00;12;4;8
2017-08-31-11-30-00;20;8;12
2017-08-31-11-45-00;17;10;7
2017-08-31-12-00-00;32;11;21
2017-08-31-12-15-00;22;11;11
2017-08-31-12-30-00;19;4;15
2017-08-31-12-45-00;21;9;12
2017-08-31-13-00-00;14;4;10
2017-08-31-13-15-00;42;20;22
2017-08-31-13-30-00;28;16;12
2017-08-31-13-45-00;19;12;7
2017-08-31-14-00-00;30;11;19
2017-08-31-14-15-00;25;7;18
2017-08-31-14-30-00;20;8;12
2017-08-31-14-45-00;22;13;9
2017-08-31-15-00-00;17;8;9
2017-08-31-15-15-00;27;14;13
2017-08-31-15-30-00;34;21;13
2017-08-31-15-45-00;34;16;18
2017-08-31-16-00-00;37;18;19
2017-08-31-16-15-00;42;24;18
2017-08-31-16-30-00;39;23;16
2017-08-31-16-45-00;35;21;14
2017-08-31-17-00-00;41;24;17
2017-08-31-17-15-00;52;28;24
2017-08-31-17-30-00;65;36;29
2017-08-31-17-45-00;54;30;24
2017-08-31-18-00-00;48;24;24
2017-08-31-18-15-00;48;31;17
2017-08-31-18-30-00;54;33;21
2017-08-31-18-45-00;41;24;17
2017-08-31-19-00-00;32;11;21
2017-08-31-19-15-00;33;12;21
2017-08-31-19-30-00;42;17;25
2017-08-31-19-45-00;31;10;21
2017-08-31-20-00-00;33;12;21
2017-08-31-20-15-00;18;7;11
2017-08-31-20-30-00;19;6;13
2017-08-31-20-45-00;18;6;12
2017-08-31-21-00-00;8;3;5
2017-08-31-21-15-00;11;1;10
2017-08-31-21-30-00;11;2;9
2017-08-31-21-45-00;14;7;7
2017-08-31-22-00-00;10;6;4
2017-08-31-22-15-00;10;4;6
2017-08-31-22-30-00;23;8;15
2017-08-31-22-45-00;18;10;8
2017-08-31-23-00-00;1;1;0
2017-08-31-23-15-00;8;5;3
2017-08-31-23-30-00;13;3;10
2017-08-31-23-45-00;1;0;1
2017-09-01-00-00-00;2;0;2
2017-09-01-00-15-00;3;1;2
2017-09-01-00-30-00;1;0;1
2017-09-01-00-45-00;2;0;2
2017-09-01-01-00-00;4;2;2
2017-09-01-01-15-00;1;0;1
2017-09-01-01-30-00;1;0;1
2017-09-01-01-45-00;1;0;1
2017-09-01-02-00-00;1;0;1
2017-09-01-02-15-00;0;0;0
2017-09-01-02-30-00;0;0;0
2017-09-01-02-45-00;0;0;0
2017-09-01-03-00-00;1;0;1
2017-09-01-03-15-00;0;0;0
2017-09-01-03-30-00;0;0;0
2017-09-01-03-45-00;0;0;0
2017-09-01-04-00-00;0;0;0
2017-09-01-04-15-00;0;0;0
2017-09-01-04-30-00;2;2;0
2017-09-01-04-45-00;0;0;0
2017-09-01-05-00-00;1;1;0
2017-09-01-05-15-00;4;3;1
2017-09-01-05-30-00;3;2;1
2017-09-01-05-45-00;3;1;2
2017-09-01-06-00-00;6;2;4
2017-09-01-06-15-00;9;6;3
2017-09-01-06-30-00;14;7;7
2017-09-01-06-45-00;30;16;14
2017-09-01-07-00-00;24;12;12
2017-09-01-07-15-00;52;26;26
2017-09-01-07-30-00;72;28;44
2017-09-01-07-45-00;73;32;41
2017-09-01-08-00-00;78;33;45
2017-09-01-08-15-00;91;36;55
2017-09-01-08-30-00;93;31;62
2017-09-01-08-45-00;95;23;72
2017-09-01-09-00-00;63;16;47
2017-09-01-09-15-00;35;17;18
2017-09-01-09-30-00;44;22;22
2017-09-01-09-45-00;37;20;17
2017-09-01-10-00-00;25;13;12
2017-09-01-10-15-00;21;14;7
2017-09-01-10-30-00;23;8;15
2017-09-01-10-45-00;33;18;15
2017-09-01-11-00-00;26;12;14
2017-09-01-11-15-00;33;14;19
2017-09-01-11-30-00;23;9;14
2017-09-01-11-45-00;35;22;13
2017-09-01-12-00-00;42;16;26
2017-09-01-12-15-00;28;12;16
2017-09-01-12-30-00;31;14;17
2017-09-01-12-45-00;30;13;17
2017-09-01-13-00-00;45;22;23
2017-09-01-13-15-00;52;28;24
2017-09-01-13-30-00;40;13;27
2017-09-01-13-45-00;46;21;25
2017-09-01-14-00-00;53;33;20
2017-09-01-14-15-00;35;17;18
2017-09-01-14-30-00;45;23;22
2017-09-01-14-45-00;51;27;24
2017-09-01-15-00-00;53;25;28
2017-09-01-15-15-00;45;25;20
2017-09-01-15-30-00;21;12;9
2017-09-01-15-45-00;39;17;22
2017-09-01-16-00-00;61;20;41
2017-09-01-16-15-00;59;41;18
2017-09-01-16-30-00;72;37;35
2017-09-01-16-45-00;55;32;23
2017-09-01-17-00-00;58;26;32
2017-09-01-17-15-00;43;24;19
2017-09-01-17-30-00;63;31;32
2017-09-01-17-45-00;50;30;20
2017-09-01-18-00-00;44;26;18
2017-09-01-18-15-00;53;32;21
2017-09-01-18-30-00;49;24;25
2017-09-01-18-45-00;45;26;19
2017-09-01-19-00-00;30;18;12
2017-09-01-19-15-00;35;17;18
2017-09-01-19-30-00;28;10;18
2017-09-01-19-45-00;45;21;24
2017-09-01-20-00-00;28;12;16
2017-09-01-20-15-00;17;8;9
2017-09-01-20-30-00;21;9;12
2017-09-01-20-45-00;12;4;8
2017-09-01-21-00-00;10;2;8
2017-09-01-21-15-00;6;3;3
2017-09-01-21-30-00;11;4;7
2017-09-01-21-45-00;8;3;5
2017-09-01-22-00-00;7;1;6
2017-09-01-22-15-00;14;4;10
2017-09-01-22-30-00;13;2;11
2017-09-01-22-45-00;18;13;5
2017-09-01-23-00-00;12;6;6
2017-09-01-23-15-00;11;3;8
2017-09-01-23-30-00;4;2;2
2017-09-01-23-45-00;10;5;5
2017-09-02-00-00-00;4;1;3
2017-09-02-00-15-00;6;2;4
2017-09-02-00-30-00;7;1;6
2017-09-02-00-45-00;3;0;3
2017-09-02-01-00-00;1;1;0
2017-09-02-01-15-00;7;4;3
2017-09-02-01-30-00;4;0;4
2017-09-02-01-45-00;5;2;3
2017-09-02-02-00-00;3;0;3
2017-09-02-02-15-00;3;0;3
2017-09-02-02-30-00;0;0;0
2017-09-02-02-45-00;0;0;0
2017-09-02-03-00-00;3;0;3
2017-09-02-03-15-00;0;0;0
2017-09-02-03-30-00;4;1;3
2017-09-02-03-45-00;1;0;1
2017-09-02-04-00-00;2;0;2
2017-09-02-04-15-00;1;0;1
2017-09-02-04-30-00;1;0;1
2017-09-02-04-45-00;3;1;2
2017-09-02-05-00-00;1;0;1
2017-09-02-05-15-00;0;0;0
2017-09-02-05-30-00;5;3;2
2017-09-02-05-45-00;0;0;0
2017-09-02-06-00-00;0;0;0
2017-09-02-06-15-00;0;0;0
2017-09-02-06-30-00;0;0;0
2017-09-02-06-45-00;5;4;1
2017-09-02-07-00-00;4;3;1
2017-09-02-07-15-00;1;1;0
2017-09-02-07-30-00;3;2;1
2017-09-02-07-45-00;1;1;0
2017-09-02-08-00-00;3;2;1
2017-09-02-08-15-00;5;4;1
2017-09-02-08-30-00;8;3;5
2017-09-02-08-45-00;9;4;5
2017-09-02-09-00-00;30;15;15
2017-09-02-09-15-00;9;7;2
2017-09-02-09-30-00;19;14;5
2017-09-02-09-45-00;19;10;9
2017-09-02-10-00-00;16;10;6
2017-09-02-10-15-00;14;13;1
2017-09-02-10-30-00;10;7;3
2017-09-02-10-45-00;21;15;6
2017-09-02-11-00-00;24;12;12
2017-09-02-11-15-00;19;9;10
2017-09-02-11-30-00;17;6;11
2017-09-02-11-45-00;38;25;13
2017-09-02-12-00-00;27;8;19
2017-09-02-12-15-00;23;6;17
2017-09-02-12-30-00;18;4;14
2017-09-02-12-45-00;25;18;7
2017-09-02-13-00-00;21;12;9
2017-09-02-13-15-00;30;13;17
2017-09-02-13-30-00;24;12;12
2017-09-02-13-45-00;28;13;15
2017-09-02-14-00-00;28;15;13
2017-09-02-14-15-00;25;19;6
2017-09-02-14-30-00;27;11;16
2017-09-02-14-45-00;28;8;20
2017-09-02-15-00-00;50;23;27
2017-09-02-15-15-00;31;13;18
2017-09-02-15-30-00;16;7;9
2017-09-02-15-45-00;22;14;8
2017-09-02-16-00-00;18;2;16
2017-09-02-16-15-00;32;13;19
2017-09-02-16-30-00;23;11;12
2017-09-02-16-45-00;19;3;16
2017-09-02-17-00-00;27;14;13
2017-09-02-17-15-00;30;13;17
2017-09-02-17-30-00;22;11;11
2017-09-02-17-45-00;19;8;11
2017-09-02-18-00-00;12;2;10
2017-09-02-18-15-00;27;11;16
2017-09-02-18-30-00;26;9;17
2017-09-02-18-45-00;19;8;11
2017-09-02-19-00-00;9;5;4
2017-09-02-19-15-00;22;7;15
2017-09-02-19-30-00;20;11;9
2017-09-02-19-45-00;23;8;15
2017-09-02-20-00-00;23;12;11
2017-09-02-20-15-00;25;17;8
2017-09-02-20-30-00;10;5;5
2017-09-02-20-45-00;16;11;5
2017-09-02-21-00-00;12;4;8
2017-09-02-21-15-00;5;1;4
2017-09-02-21-30-00;9;2;7
2017-09-02-21-45-00;5;3;2
2017-09-02-22-00-00;15;10;5
2017-09-02-22-15-00;8;1;7
2017-09-02-22-30-00;15;4;11
2017-09-02-22-45-00;8;6;2
2017-09-02-23-00-00;15;13;2
2017-09-02-23-15-00;3;1;2
2017-09-02-23-30-00;5;1;4
2017-09-02-23-45-00;7;3;4
2017-09-03-00-00-00;8;0;8
2017-09-03-00-15-00;4;2;2
2017-09-03-00-30-00;1;0;1
2017-09-03-00-45-00;4;2;2
2017-09-03-01-00-00;5;0;5
2017-09-03-01-15-00;2;0;2
2017-09-03-01-30-00;1;0;1
2017-09-03-01-45-00;7;0;7
2017-09-03-02-00-00;1;0;1
2017-09-03-02-15-00;3;0;3
2017-09-03-02-30-00;3;0;3
2017-09-03-02-45-00;0;0;0
2017-09-03-03-00-00;1;1;0
2017-09-03-03-15-00;0;0;0
2017-09-03-03-30-00;2;0;2
2017-09-03-03-45-00;1;0;1
2017-09-03-04-00-00;2;0;2
2017-09-03-04-15-00;1;0;1
2017-09-03-04-30-00;0;0;0
2017-09-03-04-45-00;1;1;0
2017-09-03-05-00-00;0;0;0
2017-09-03-05-15-00;0;0;0
2017-09-03-05-30-00;0;0;0
2017-09-03-05-45-00;1;0;1
2017-09-03-06-00-00;0;0;0
2017-09-03-06-15-00;1;1;0
2017-09-03-06-30-00;2;0;2
2017-09-03-06-45-00;0;0;0
2017-09-03-07-00-00;4;2;2
2017-09-03-07-15-00;3;3;0
2017-09-03-07-30-00;2;1;1
2017-09-03-07-45-00;5;2;3
2017-09-03-08-00-00;4;0;4
2017-09-03-08-15-00;11;8;3
2017-09-03-08-30-00;5;4;1
2017-09-03-08-45-00;7;3;4
2017-09-03-09-00-00;4;4;0
2017-09-03-09-15-00;7;6;1
2017-09-03-09-30-00;10;3;7
2017-09-03-09-45-00;12;6;6
2017-09-03-10-00-00;8;2;6
2017-09-03-10-15-00;14;5;9
2017-09-03-10-30-00;15;10;5
2017-09-03-10-45-00;22;10;12
2017-09-03-11-00-00;11;4;7
2017-09-03-11-15-00;12;9;3
2017-09-03-11-30-00;8;5;3
2017-09-03-11-45-00;12;5;7
2017-09-03-12-00-00;17;8;9
2017-09-03-12-15-00;19;8;11
