 ;5.13 BN - Wilhelm-Spiritus-Ufer ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Süden ;5.13 BN - Wilhelm-Spiritus-Ufer Radfahrer Ri. Norden
2017-03-08-17-00-00;35;26;2;1;6;0;0
2017-03-08-17-15-00;23;18;0;0;5;0;0
2017-03-08-17-30-00;32;27;0;2;3;0;0
2017-03-08-17-45-00;39;34;0;1;4;0;0
2017-03-08-18-00-00;31;21;1;1;8;0;0
2017-03-08-18-15-00;36;30;0;1;5;0;0
2017-03-08-18-30-00;43;33;0;6;4;0;0
2017-03-08-18-45-00;22;14;1;1;6;0;0
2017-03-08-19-00-00;20;13;0;3;4;0;0
2017-03-08-19-15-00;21;18;0;0;3;0;0
2017-03-08-19-30-00;16;8;0;2;6;0;0
2017-03-08-19-45-00;10;7;0;2;1;0;0
2017-03-08-20-00-00;11;9;0;0;2;0;0
2017-03-08-20-15-00;7;3;0;0;4;0;0
2017-03-08-20-30-00;6;4;0;0;2;0;0
2017-03-08-20-45-00;4;1;1;0;2;0;0
2017-03-08-21-00-00;1;0;0;0;1;0;0
2017-03-08-21-15-00;2;2;0;0;0;0;0
2017-03-08-21-30-00;4;1;0;2;1;0;0
2017-03-08-21-45-00;1;1;0;0;0;0;0
2017-03-08-22-00-00;5;2;0;0;3;0;0
2017-03-08-22-15-00;3;1;0;0;2;0;0
2017-03-08-22-30-00;2;1;1;0;0;0;0
2017-03-08-22-45-00;2;2;0;0;0;0;0
2017-03-08-23-00-00;4;3;0;1;0;0;0
2017-03-08-23-15-00;2;2;0;0;0;0;0
2017-03-08-23-30-00;0;0;0;0;0;0;0
2017-03-08-23-45-00;0;0;0;0;0;0;0
2017-03-09-00-00-00;0;0;0;0;0;0;0
2017-03-09-00-15-00;0;0;0;0;0;0;0
2017-03-09-00-30-00;1;0;0;0;1;0;0
2017-03-09-00-45-00;0;0;0;0;0;0;0
2017-03-09-01-00-00;0;0;0;0;0;0;0
2017-03-09-01-15-00;0;0;0;0;0;0;0
2017-03-09-01-30-00;0;0;0;0;0;0;0
2017-03-09-01-45-00;0;0;0;0;0;0;0
2017-03-09-02-00-00;0;0;0;0;0;0;0
2017-03-09-02-15-00;0;0;0;0;0;0;0
2017-03-09-02-30-00;1;1;0;0;0;0;0
2017-03-09-02-45-00;0;0;0;0;0;0;0
2017-03-09-03-00-00;1;1;0;0;0;0;0
2017-03-09-03-15-00;0;0;0;0;0;0;0
2017-03-09-03-30-00;0;0;0;0;0;0;0
2017-03-09-03-45-00;1;1;0;0;0;0;0
2017-03-09-04-00-00;1;1;0;0;0;0;0
2017-03-09-04-15-00;0;0;0;0;0;0;0
2017-03-09-04-30-00;0;0;0;0;0;0;0
2017-03-09-04-45-00;0;0;0;0;0;0;0
2017-03-09-05-00-00;1;1;0;0;0;0;0
2017-03-09-05-15-00;0;0;0;0;0;0;0
2017-03-09-05-30-00;4;0;0;0;4;0;0
2017-03-09-05-45-00;3;0;0;0;3;0;0
2017-03-09-06-00-00;4;2;0;0;2;0;0
2017-03-09-06-15-00;5;2;0;0;3;0;0
2017-03-09-06-30-00;5;2;0;0;3;0;0
2017-03-09-06-45-00;15;4;0;0;11;0;0
2017-03-09-07-00-00;19;6;0;0;13;0;0
2017-03-09-07-15-00;21;8;0;0;13;0;0
2017-03-09-07-30-00;42;13;2;0;27;0;0
2017-03-09-07-45-00;63;13;3;0;47;0;0
2017-03-09-08-00-00;40;6;3;0;31;0;0
2017-03-09-08-15-00;55;10;9;2;34;0;0
2017-03-09-08-30-00;62;6;6;1;49;0;0
2017-03-09-08-45-00;63;9;2;2;50;0;0
2017-03-09-09-00-00;32;6;3;0;23;0;0
2017-03-09-09-15-00;24;2;4;0;18;0;0
2017-03-09-09-30-00;20;9;0;0;11;0;0
2017-03-09-09-45-00;11;1;1;0;9;0;0
2017-03-09-10-00-00;7;1;0;0;6;0;0
2017-03-09-10-15-00;11;4;1;0;6;0;0
2017-03-09-10-30-00;7;4;0;1;2;0;0
2017-03-09-10-45-00;11;1;2;0;8;0;0
2017-03-09-11-00-00;8;3;1;0;4;0;0
2017-03-09-11-15-00;9;4;0;2;3;0;0
2017-03-09-11-30-00;9;7;1;0;1;0;0
2017-03-09-11-45-00;15;8;0;1;6;0;0
2017-03-09-12-00-00;12;6;1;0;5;0;0
2017-03-09-12-15-00;15;7;0;1;7;0;0
2017-03-09-12-30-00;19;12;0;1;6;0;0
2017-03-09-12-45-00;11;3;3;0;5;0;0
2017-03-09-13-00-00;19;8;1;0;10;0;0
2017-03-09-13-15-00;13;4;0;1;8;0;0
2017-03-09-13-30-00;22;11;2;1;8;0;0
2017-03-09-13-45-00;18;11;1;2;4;0;0
2017-03-09-14-00-00;14;6;1;3;4;0;0
2017-03-09-14-15-00;15;8;1;0;6;0;0
2017-03-09-14-30-00;11;3;0;0;8;0;0
2017-03-09-14-45-00;17;8;0;0;9;0;0
2017-03-09-15-00-00;12;5;0;0;7;0;0
2017-03-09-15-15-00;14;7;1;1;5;0;0
2017-03-09-15-30-00;20;13;2;0;5;0;0
2017-03-09-15-45-00;26;22;1;0;3;0;0
2017-03-09-16-00-00;30;20;0;1;9;0;0
2017-03-09-16-15-00;25;15;2;1;7;0;0
2017-03-09-16-30-00;32;23;1;0;8;0;0
2017-03-09-16-45-00;32;26;0;1;5;0;0
2017-03-09-17-00-00;39;22;2;2;13;0;0
2017-03-09-17-15-00;46;33;1;0;12;0;0
2017-03-09-17-30-00;59;42;2;0;15;0;0
2017-03-09-17-45-00;58;40;1;4;13;0;0
2017-03-09-18-00-00;54;38;1;5;10;0;0
2017-03-09-18-15-00;61;41;2;2;16;0;0
2017-03-09-18-30-00;54;31;1;3;19;0;0
2017-03-09-18-45-00;34;23;2;3;6;0;0
2017-03-09-19-00-00;23;15;0;1;7;0;0
2017-03-09-19-15-00;22;16;0;0;6;0;0
2017-03-09-19-30-00;14;6;1;0;7;0;0
2017-03-09-19-45-00;14;12;0;1;1;0;0
2017-03-09-20-00-00;11;10;0;0;1;0;0
2017-03-09-20-15-00;9;6;0;1;2;0;0
2017-03-09-20-30-00;7;2;1;1;3;0;0
2017-03-09-20-45-00;8;8;0;0;0;0;0
2017-03-09-21-00-00;6;1;0;1;4;0;0
2017-03-09-21-15-00;3;1;0;0;2;0;0
2017-03-09-21-30-00;6;5;0;0;1;0;0
2017-03-09-21-45-00;3;2;0;0;1;0;0
2017-03-09-22-00-00;5;1;1;0;3;0;0
2017-03-09-22-15-00;7;3;1;1;2;0;0
2017-03-09-22-30-00;1;1;0;0;0;0;0
2017-03-09-22-45-00;2;1;0;0;1;0;0
2017-03-09-23-00-00;0;0;0;0;0;0;0
2017-03-09-23-15-00;0;0;0;0;0;0;0
2017-03-09-23-30-00;0;0;0;0;0;0;0
2017-03-09-23-45-00;2;0;0;0;2;0;0
2017-03-10-00-00-00;0;0;0;0;0;0;0
2017-03-10-00-15-00;1;1;0;0;0;0;0
2017-03-10-00-30-00;1;1;0;0;0;0;0
2017-03-10-00-45-00;0;0;0;0;0;0;0
2017-03-10-01-00-00;1;1;0;0;0;0;0
2017-03-10-01-15-00;0;0;0;0;0;0;0
2017-03-10-01-30-00;0;0;0;0;0;0;0
2017-03-10-01-45-00;0;0;0;0;0;0;0
2017-03-10-02-00-00;0;0;0;0;0;0;0
2017-03-10-02-15-00;0;0;0;0;0;0;0
2017-03-10-02-30-00;0;0;0;0;0;0;0
2017-03-10-02-45-00;0;0;0;0;0;0;0
2017-03-10-03-00-00;0;0;0;0;0;0;0
2017-03-10-03-15-00;0;0;0;0;0;0;0
2017-03-10-03-30-00;1;1;0;0;0;0;0
2017-03-10-03-45-00;1;0;0;1;0;0;0
2017-03-10-04-00-00;0;0;0;0;0;0;0
2017-03-10-04-15-00;0;0;0;0;0;0;0
2017-03-10-04-30-00;0;0;0;0;0;0;0
2017-03-10-04-45-00;0;0;0;0;0;0;0
2017-03-10-05-00-00;3;2;0;0;1;0;0
2017-03-10-05-15-00;0;0;0;0;0;0;0
2017-03-10-05-30-00;2;0;0;1;1;0;0
2017-03-10-05-45-00;6;1;1;0;4;0;0
2017-03-10-06-00-00;4;1;0;0;3;0;0
2017-03-10-06-15-00;8;3;1;0;4;0;0
2017-03-10-06-30-00;10;5;0;0;5;0;0
2017-03-10-06-45-00;19;7;1;0;11;0;0
2017-03-10-07-00-00;20;6;0;0;14;0;0
2017-03-10-07-15-00;37;10;1;1;25;0;0
2017-03-10-07-30-00;51;11;0;0;40;0;0
2017-03-10-07-45-00;71;19;4;1;47;0;0
2017-03-10-08-00-00;54;9;2;0;43;0;0
2017-03-10-08-15-00;66;18;4;0;44;0;0
2017-03-10-08-30-00;62;15;5;0;42;0;0
2017-03-10-08-45-00;64;14;6;0;44;0;0
2017-03-10-09-00-00;39;7;1;0;31;0;0
2017-03-10-09-15-00;24;9;1;0;14;0;0
2017-03-10-09-30-00;27;10;0;0;17;0;0
2017-03-10-09-45-00;15;6;0;0;9;0;0
2017-03-10-10-00-00;27;12;1;1;13;0;0
2017-03-10-10-15-00;11;6;2;0;3;0;0
2017-03-10-10-30-00;22;10;0;0;12;0;0
2017-03-10-10-45-00;15;10;0;0;5;0;0
2017-03-10-11-00-00;16;6;3;3;4;0;0
2017-03-10-11-15-00;19;10;1;0;8;0;0
2017-03-10-11-30-00;26;17;1;0;8;0;0
2017-03-10-11-45-00;22;11;2;2;7;0;0
2017-03-10-12-00-00;25;12;0;2;11;0;0
2017-03-10-12-15-00;38;18;1;0;19;0;0
2017-03-10-12-30-00;26;14;3;0;9;0;0
2017-03-10-12-45-00;27;11;1;1;14;0;0
2017-03-10-13-00-00;41;18;1;2;20;0;0
2017-03-10-13-15-00;35;18;1;0;16;0;0
2017-03-10-13-30-00;45;17;1;1;26;0;0
2017-03-10-13-45-00;47;25;0;2;20;0;0
2017-03-10-14-00-00;34;12;1;1;20;0;0
2017-03-10-14-15-00;48;27;0;2;19;0;0
2017-03-10-14-30-00;49;24;1;2;22;0;0
2017-03-10-14-45-00;49;24;0;1;24;0;0
2017-03-10-15-00-00;39;23;0;5;11;0;0
2017-03-10-15-15-00;67;34;5;5;23;0;0
2017-03-10-15-30-00;57;32;2;2;21;0;0
2017-03-10-15-45-00;72;46;0;2;24;0;0
2017-03-10-16-00-00;62;42;0;1;19;0;0
2017-03-10-16-15-00;62;38;0;2;22;0;0
2017-03-10-16-30-00;83;59;0;2;22;0;0
2017-03-10-16-45-00;70;36;4;6;24;0;0
2017-03-10-17-00-00;67;39;1;6;21;0;0
2017-03-10-17-15-00;75;50;0;4;21;0;0
2017-03-10-17-30-00;59;38;3;1;17;0;0
2017-03-10-17-45-00;59;37;0;5;17;0;0
2017-03-10-18-00-00;51;29;2;5;15;0;0
2017-03-10-18-15-00;36;26;0;2;8;0;0
2017-03-10-18-30-00;42;28;1;0;13;0;0
2017-03-10-18-45-00;47;32;1;1;13;0;0
2017-03-10-19-00-00;21;9;3;2;7;0;0
2017-03-10-19-15-00;26;14;1;5;6;0;0
2017-03-10-19-30-00;9;4;1;0;4;0;0
2017-03-10-19-45-00;14;10;0;0;4;0;0
2017-03-10-20-00-00;14;10;0;1;3;0;0
2017-03-10-20-15-00;5;4;0;0;1;0;0
2017-03-10-20-30-00;8;1;2;0;5;0;0
2017-03-10-20-45-00;7;4;0;2;1;0;0
2017-03-10-21-00-00;4;2;0;0;2;0;0
2017-03-10-21-15-00;5;1;1;0;3;0;0
2017-03-10-21-30-00;14;5;2;3;4;0;0
2017-03-10-21-45-00;2;1;0;0;1;0;0
2017-03-10-22-00-00;1;1;0;0;0;0;0
2017-03-10-22-15-00;2;1;0;0;1;0;0
2017-03-10-22-30-00;0;0;0;0;0;0;0
2017-03-10-22-45-00;1;1;0;0;0;0;0
2017-03-10-23-00-00;5;3;0;0;2;0;0
2017-03-10-23-15-00;2;2;0;0;0;0;0
2017-03-10-23-30-00;6;2;1;0;3;0;0
2017-03-10-23-45-00;5;3;0;1;1;0;0
2017-03-11-00-00-00;3;3;0;0;0;0;0
2017-03-11-00-15-00;0;0;0;0;0;0;0
2017-03-11-00-30-00;2;0;1;0;1;0;0
2017-03-11-00-45-00;0;0;0;0;0;0;0
2017-03-11-01-00-00;0;0;0;0;0;0;0
2017-03-11-01-15-00;0;0;0;0;0;0;0
2017-03-11-01-30-00;1;0;0;0;1;0;0
2017-03-11-01-45-00;0;0;0;0;0;0;0
2017-03-11-02-00-00;0;0;0;0;0;0;0
2017-03-11-02-15-00;0;0;0;0;0;0;0
2017-03-11-02-30-00;0;0;0;0;0;0;0
2017-03-11-02-45-00;0;0;0;0;0;0;0
2017-03-11-03-00-00;1;0;0;1;0;0;0
2017-03-11-03-15-00;0;0;0;0;0;0;0
2017-03-11-03-30-00;0;0;0;0;0;0;0
2017-03-11-03-45-00;1;1;0;0;0;0;0
2017-03-11-04-00-00;0;0;0;0;0;0;0
2017-03-11-04-15-00;0;0;0;0;0;0;0
2017-03-11-04-30-00;2;1;0;1;0;0;0
2017-03-11-04-45-00;0;0;0;0;0;0;0
2017-03-11-05-00-00;0;0;0;0;0;0;0
2017-03-11-05-15-00;0;0;0;0;0;0;0
2017-03-11-05-30-00;1;0;0;1;0;0;0
2017-03-11-05-45-00;1;0;0;0;1;0;0
2017-03-11-06-00-00;1;1;0;0;0;0;0
2017-03-11-06-15-00;1;0;0;0;1;0;0
2017-03-11-06-30-00;1;0;0;0;1;0;0
2017-03-11-06-45-00;1;1;0;0;0;0;0
2017-03-11-07-00-00;1;0;0;0;1;0;0
2017-03-11-07-15-00;1;0;0;0;1;0;0
2017-03-11-07-30-00;1;1;0;0;0;0;0
2017-03-11-07-45-00;4;3;0;0;1;0;0
2017-03-11-08-00-00;6;2;1;0;3;0;0
2017-03-11-08-15-00;5;1;0;0;4;0;0
2017-03-11-08-30-00;5;1;0;0;4;0;0
2017-03-11-08-45-00;11;4;0;1;6;0;0
2017-03-11-09-00-00;11;6;1;0;4;0;0
2017-03-11-09-15-00;15;7;1;0;7;0;0
2017-03-11-09-30-00;24;5;0;1;18;0;0
2017-03-11-09-45-00;18;5;1;0;12;0;0
2017-03-11-10-00-00;26;15;1;1;9;0;0
2017-03-11-10-15-00;40;11;5;1;23;0;0
2017-03-11-10-30-00;29;9;3;2;15;0;0
2017-03-11-10-45-00;36;20;0;3;13;0;0
2017-03-11-11-00-00;44;21;2;2;19;0;0
2017-03-11-11-15-00;44;24;0;1;19;0;0
2017-03-11-11-30-00;53;29;3;5;16;0;0
2017-03-11-11-45-00;46;18;5;2;21;0;0
2017-03-11-12-00-00;62;27;4;3;28;0;0
2017-03-11-12-15-00;59;24;4;1;30;0;0
2017-03-11-12-30-00;53;17;5;5;26;0;0
2017-03-11-12-45-00;58;27;3;1;27;0;0
2017-03-11-13-00-00;51;20;3;2;26;0;0
2017-03-11-13-15-00;57;25;4;0;28;0;0
2017-03-11-13-30-00;46;17;3;1;25;0;0
2017-03-11-13-45-00;71;22;6;7;36;0;0
2017-03-11-14-00-00;79;38;6;5;30;0;0
2017-03-11-14-15-00;50;21;4;1;24;0;0
2017-03-11-14-30-00;96;35;12;5;44;0;0
2017-03-11-14-45-00;78;26;8;1;43;0;0
2017-03-11-15-00-00;101;53;3;4;41;0;0
2017-03-11-15-15-00;83;38;10;3;32;0;0
2017-03-11-15-30-00;68;34;6;2;26;0;0
2017-03-11-15-45-00;74;36;2;4;32;0;0
2017-03-11-16-00-00;109;43;8;7;51;0;0
2017-03-11-16-15-00;79;41;2;8;28;0;0
2017-03-11-16-30-00;68;34;7;1;26;0;0
2017-03-11-16-45-00;90;47;5;4;34;0;0
2017-03-11-17-00-00;73;42;2;4;25;0;0
2017-03-11-17-15-00;48;27;2;3;16;0;0
2017-03-11-17-30-00;59;22;3;10;24;0;0
2017-03-11-17-45-00;58;30;4;4;20;0;0
2017-03-11-18-00-00;43;29;0;3;11;0;0
2017-03-11-18-15-00;32;14;2;4;12;0;0
2017-03-11-18-30-00;23;8;4;1;10;0;0
2017-03-11-18-45-00;17;9;2;3;3;0;0
2017-03-11-19-00-00;12;5;0;2;5;0;0
2017-03-11-19-15-00;16;9;2;1;4;0;0
2017-03-11-19-30-00;6;5;0;0;1;0;0
2017-03-11-19-45-00;7;4;1;0;2;0;0
2017-03-11-20-00-00;4;2;1;1;0;0;0
2017-03-11-20-15-00;9;2;2;2;3;0;0
2017-03-11-20-30-00;7;2;0;1;4;0;0
2017-03-11-20-45-00;10;4;1;2;3;0;0
2017-03-11-21-00-00;4;2;0;1;1;0;0
2017-03-11-21-15-00;2;0;0;0;2;0;0
2017-03-11-21-30-00;0;0;0;0;0;0;0
2017-03-11-21-45-00;4;1;1;0;2;0;0
2017-03-11-22-00-00;8;0;4;0;4;0;0
2017-03-11-22-15-00;2;1;1;0;0;0;0
2017-03-11-22-30-00;4;2;0;2;0;0;0
2017-03-11-22-45-00;1;0;0;1;0;0;0
2017-03-11-23-00-00;4;0;1;0;3;0;0
2017-03-11-23-15-00;2;0;1;0;1;0;0
2017-03-11-23-30-00;2;2;0;0;0;0;0
2017-03-11-23-45-00;4;2;1;0;1;0;0
2017-03-12-00-00-00;1;0;1;0;0;0;0
2017-03-12-00-15-00;0;0;0;0;0;0;0
2017-03-12-00-30-00;0;0;0;0;0;0;0
2017-03-12-00-45-00;1;1;0;0;0;0;0
2017-03-12-01-00-00;1;0;0;0;1;0;0
2017-03-12-01-15-00;2;0;1;0;1;0;0
2017-03-12-01-30-00;1;0;1;0;0;0;0
2017-03-12-01-45-00;1;0;0;1;0;0;0
2017-03-12-02-00-00;3;0;2;0;1;0;0
2017-03-12-02-15-00;0;0;0;0;0;0;0
2017-03-12-02-30-00;1;1;0;0;0;0;0
2017-03-12-02-45-00;0;0;0;0;0;0;0
2017-03-12-03-00-00;0;0;0;0;0;0;0
2017-03-12-03-15-00;1;0;0;1;0;0;0
2017-03-12-03-30-00;0;0;0;0;0;0;0
2017-03-12-03-45-00;0;0;0;0;0;0;0
2017-03-12-04-00-00;0;0;0;0;0;0;0
2017-03-12-04-15-00;1;0;0;1;0;0;0
2017-03-12-04-30-00;0;0;0;0;0;0;0
2017-03-12-04-45-00;1;0;1;0;0;0;0
2017-03-12-05-00-00;0;0;0;0;0;0;0
2017-03-12-05-15-00;0;0;0;0;0;0;0
2017-03-12-05-30-00;1;0;1;0;0;0;0
2017-03-12-05-45-00;0;0;0;0;0;0;0
2017-03-12-06-00-00;1;0;0;0;1;0;0
2017-03-12-06-15-00;1;1;0;0;0;0;0
2017-03-12-06-30-00;1;1;0;0;0;0;0
2017-03-12-06-45-00;0;0;0;0;0;0;0
2017-03-12-07-00-00;2;2;0;0;0;0;0
2017-03-12-07-15-00;4;0;0;0;4;0;0
2017-03-12-07-30-00;2;1;0;0;1;0;0
2017-03-12-07-45-00;7;2;0;1;4;0;0
2017-03-12-08-00-00;4;0;0;0;4;0;0
2017-03-12-08-15-00;5;0;1;1;3;0;0
2017-03-12-08-30-00;5;1;0;0;4;0;0
2017-03-12-08-45-00;10;5;0;1;4;0;0
2017-03-12-09-00-00;14;7;0;0;7;0;0
2017-03-12-09-15-00;9;4;0;0;5;0;0
2017-03-12-09-30-00;11;4;1;0;6;0;0
2017-03-12-09-45-00;40;15;2;1;22;0;0
2017-03-12-10-00-00;35;17;1;0;17;0;0
2017-03-12-10-15-00;43;9;5;4;25;0;0
2017-03-12-10-30-00;36;17;5;1;13;0;0
2017-03-12-10-45-00;71;33;3;3;32;0;0
2017-03-12-11-00-00;43;19;2;1;21;0;0
2017-03-12-11-15-00;58;26;1;3;28;0;0
2017-03-12-11-30-00;64;31;2;2;29;0;0
2017-03-12-11-45-00;83;38;7;0;38;0;0
2017-03-12-12-00-00;60;29;5;3;23;0;0
2017-03-12-12-15-00;96;44;9;3;40;0;0
2017-03-12-12-30-00;110;55;8;7;40;0;0
2017-03-12-12-45-00;104;41;7;0;56;0;0
2017-03-12-13-00-00;98;34;9;4;51;0;0
2017-03-12-13-15-00;105;33;9;3;60;0;0
2017-03-12-13-30-00;112;61;3;6;42;0;0
2017-03-12-13-45-00;107;49;5;11;42;0;0
2017-03-12-14-00-00;109;50;4;8;47;0;0
2017-03-12-14-15-00;96;37;4;3;52;0;0
2017-03-12-14-30-00;120;51;4;8;57;0;0
2017-03-12-14-45-00;108;45;8;4;51;0;0
2017-03-12-15-00-00;96;40;8;2;46;0;0
2017-03-12-15-15-00;122;47;9;6;60;0;0
2017-03-12-15-30-00;101;45;10;7;39;0;0
2017-03-12-15-45-00;93;39;6;4;44;0;0
2017-03-12-16-00-00;116;61;3;6;46;0;0
2017-03-12-16-15-00;98;46;8;6;38;0;0
2017-03-12-16-30-00;102;62;1;11;28;0;0
2017-03-12-16-45-00;58;30;2;5;21;0;0
2017-03-12-17-00-00;70;42;0;4;24;0;0
2017-03-12-17-15-00;76;42;1;3;30;0;0
2017-03-12-17-30-00;60;24;4;3;29;0;0
2017-03-12-17-45-00;64;36;5;6;17;0;0
2017-03-12-18-00-00;49;19;3;3;24;0;0
2017-03-12-18-15-00;34;21;2;3;8;0;0
2017-03-12-18-30-00;21;12;1;1;7;0;0
2017-03-12-18-45-00;21;9;3;0;9;0;0
2017-03-12-19-00-00;15;8;1;1;5;0;0
2017-03-12-19-15-00;6;2;0;1;3;0;0
2017-03-12-19-30-00;10;4;1;2;3;0;0
2017-03-12-19-45-00;7;3;2;0;2;0;0
2017-03-12-20-00-00;7;0;2;0;5;0;0
2017-03-12-20-15-00;6;4;1;0;1;0;0
2017-03-12-20-30-00;7;4;0;3;0;0;0
2017-03-12-20-45-00;3;2;0;1;0;0;0
2017-03-12-21-00-00;5;3;0;1;1;0;0
2017-03-12-21-15-00;5;3;0;1;1;0;0
2017-03-12-21-30-00;0;0;0;0;0;0;0
2017-03-12-21-45-00;3;1;1;0;1;0;0
2017-03-12-22-00-00;0;0;0;0;0;0;0
2017-03-12-22-15-00;5;3;0;2;0;0;0
2017-03-12-22-30-00;4;0;1;0;3;0;0
2017-03-12-22-45-00;3;2;0;1;0;0;0
2017-03-12-23-00-00;1;1;0;0;0;0;0
2017-03-12-23-15-00;1;1;0;0;0;0;0
2017-03-12-23-30-00;0;0;0;0;0;0;0
2017-03-12-23-45-00;0;0;0;0;0;0;0
2017-03-13-00-00-00;0;0;0;0;0;0;0
2017-03-13-00-15-00;1;1;0;0;0;0;0
2017-03-13-00-30-00;0;0;0;0;0;0;0
2017-03-13-00-45-00;0;0;0;0;0;0;0
2017-03-13-01-00-00;0;0;0;0;0;0;0
2017-03-13-01-15-00;0;0;0;0;0;0;0
2017-03-13-01-30-00;1;0;1;0;0;0;0
2017-03-13-01-45-00;0;0;0;0;0;0;0
2017-03-13-02-00-00;1;0;1;0;0;0;0
2017-03-13-02-15-00;0;0;0;0;0;0;0
2017-03-13-02-30-00;0;0;0;0;0;0;0
2017-03-13-02-45-00;0;0;0;0;0;0;0
2017-03-13-03-00-00;0;0;0;0;0;0;0
2017-03-13-03-15-00;0;0;0;0;0;0;0
2017-03-13-03-30-00;0;0;0;0;0;0;0
2017-03-13-03-45-00;0;0;0;0;0;0;0
2017-03-13-04-00-00;0;0;0;0;0;0;0
2017-03-13-04-15-00;0;0;0;0;0;0;0
2017-03-13-04-30-00;1;0;0;0;1;0;0
2017-03-13-04-45-00;1;1;0;0;0;0;0
2017-03-13-05-00-00;0;0;0;0;0;0;0
2017-03-13-05-15-00;1;1;0;0;0;0;0
2017-03-13-05-30-00;7;1;1;0;5;0;0
2017-03-13-05-45-00;3;2;0;0;1;0;0
2017-03-13-06-00-00;4;3;0;0;1;0;0
2017-03-13-06-15-00;10;3;0;0;7;0;0
2017-03-13-06-30-00;18;7;0;1;10;0;0
2017-03-13-06-45-00;23;7;0;0;16;0;0
2017-03-13-07-00-00;32;8;1;0;23;0;0
2017-03-13-07-15-00;38;11;1;2;24;0;0
2017-03-13-07-30-00;65;26;2;2;35;0;0
2017-03-13-07-45-00;96;29;2;1;64;0;0
2017-03-13-08-00-00;75;15;3;0;57;0;0
2017-03-13-08-15-00;106;21;5;1;79;0;0
2017-03-13-08-30-00;110;26;5;0;79;0;0
2017-03-13-08-45-00;101;14;10;0;77;0;0
2017-03-13-09-00-00;74;22;5;0;47;0;0
2017-03-13-09-15-00;38;7;1;1;29;0;0
2017-03-13-09-30-00;30;10;1;0;19;0;0
2017-03-13-09-45-00;25;9;2;0;14;0;0
2017-03-13-10-00-00;15;7;0;0;8;0;0
2017-03-13-10-15-00;23;12;0;0;11;0;0
2017-03-13-10-30-00;17;8;0;2;7;0;0
2017-03-13-10-45-00;29;9;0;0;20;0;0
2017-03-13-11-00-00;28;9;1;1;17;0;0
2017-03-13-11-15-00;20;2;1;1;16;0;0
2017-03-13-11-30-00;30;8;3;1;18;0;0
2017-03-13-11-45-00;18;6;1;1;10;0;0
2017-03-13-12-00-00;33;17;0;3;13;0;0
2017-03-13-12-15-00;25;7;2;2;14;0;0
2017-03-13-12-30-00;24;10;0;0;14;0;0
2017-03-13-12-45-00;31;10;2;1;18;0;0
2017-03-13-13-00-00;49;19;2;3;25;0;0
2017-03-13-13-15-00;37;13;5;2;17;0;0
2017-03-13-13-30-00;40;12;2;1;25;0;0
2017-03-13-13-45-00;40;16;6;2;16;0;0
2017-03-13-14-00-00;39;23;0;3;13;0;0
2017-03-13-14-15-00;33;19;1;4;9;0;0
2017-03-13-14-30-00;36;15;0;3;18;0;0
2017-03-13-14-45-00;41;16;1;2;22;0;0
2017-03-13-15-00-00;45;27;1;0;17;0;0
2017-03-13-15-15-00;52;32;0;2;18;0;0
2017-03-13-15-30-00;52;30;1;2;19;0;0
2017-03-13-15-45-00;66;43;1;4;18;0;0
2017-03-13-16-00-00;47;27;1;2;17;0;0
2017-03-13-16-15-00;71;45;0;2;24;0;0
2017-03-13-16-30-00;80;41;4;8;27;0;0
2017-03-13-16-45-00;83;53;2;5;23;0;0
2017-03-13-17-00-00;92;54;1;7;30;0;0
2017-03-13-17-15-00;88;50;1;2;35;0;0
2017-03-13-17-30-00;82;59;1;6;16;0;0
2017-03-13-17-45-00;88;53;2;5;28;0;0
2017-03-13-18-00-00;86;59;2;7;18;0;0
2017-03-13-18-15-00;67;48;0;4;15;0;0
2017-03-13-18-30-00;56;42;1;3;10;0;0
2017-03-13-18-45-00;62;36;2;4;20;0;0
2017-03-13-19-00-00;40;19;2;2;17;0;0
2017-03-13-19-15-00;27;15;0;1;11;0;0
2017-03-13-19-30-00;20;12;1;5;2;0;0
2017-03-13-19-45-00;23;15;1;0;7;0;0
2017-03-13-20-00-00;12;7;1;1;3;0;0
2017-03-13-20-15-00;13;9;0;1;3;0;0
2017-03-13-20-30-00;13;9;0;2;2;0;0
2017-03-13-20-45-00;15;8;0;2;5;0;0
2017-03-13-21-00-00;9;3;1;0;5;0;0
2017-03-13-21-15-00;7;5;1;0;1;0;0
2017-03-13-21-30-00;7;4;0;1;2;0;0
2017-03-13-21-45-00;3;2;0;0;1;0;0
2017-03-13-22-00-00;7;4;0;0;3;0;0
2017-03-13-22-15-00;2;1;0;1;0;0;0
2017-03-13-22-30-00;1;0;0;0;1;0;0
2017-03-13-22-45-00;2;1;0;0;1;0;0
2017-03-13-23-00-00;1;1;0;0;0;0;0
2017-03-13-23-15-00;2;1;0;0;1;0;0
2017-03-13-23-30-00;0;0;0;0;0;0;0
2017-03-13-23-45-00;0;0;0;0;0;0;0
