 ;5.14 BN - Mc Cloy Weg ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Remagen ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Bonn ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Remagen ;5.14 BN - Mc Cloy Weg Radfahrer Ri. Bonn
2017-06-13-10-30-00;34;13;8;2;11
2017-06-13-10-45-00;21;5;6;0;10
2017-06-13-11-00-00;30;14;3;2;11
2017-06-13-11-15-00;21;8;6;1;6
2017-06-13-11-30-00;41;12;6;1;22
2017-06-13-11-45-00;19;6;0;2;11
2017-06-13-12-00-00;17;8;2;0;7
2017-06-13-12-15-00;30;13;4;2;11
2017-06-13-12-30-00;18;11;0;4;3
2017-06-13-12-45-00;13;5;2;0;6
2017-06-13-13-00-00;28;16;3;1;8
2017-06-13-13-15-00;27;17;2;0;8
2017-06-13-13-30-00;23;11;2;0;10
2017-06-13-13-45-00;35;15;6;4;10
2017-06-13-14-00-00;30;15;3;1;11
2017-06-13-14-15-00;24;10;3;2;9
2017-06-13-14-30-00;36;21;5;2;8
2017-06-13-14-45-00;31;14;2;3;12
2017-06-13-15-00-00;20;13;2;0;5
2017-06-13-15-15-00;34;13;4;2;15
2017-06-13-15-30-00;28;12;7;2;7
2017-06-13-15-45-00;33;12;4;4;13
2017-06-13-16-00-00;43;14;6;4;19
2017-06-13-16-15-00;37;19;5;1;12
2017-06-13-16-30-00;22;10;3;0;9
2017-06-13-16-45-00;30;15;5;1;9
2017-06-13-17-00-00;37;9;7;2;19
2017-06-13-17-15-00;41;13;9;2;17
2017-06-13-17-30-00;44;21;3;3;17
2017-06-13-17-45-00;49;14;12;2;21
2017-06-13-18-00-00;37;14;8;0;15
2017-06-13-18-15-00;48;21;10;3;14
2017-06-13-18-30-00;41;12;10;1;18
2017-06-13-18-45-00;35;12;10;2;11
2017-06-13-19-00-00;24;10;6;0;8
2017-06-13-19-15-00;24;7;5;1;11
2017-06-13-19-30-00;20;6;7;0;7
2017-06-13-19-45-00;20;10;2;3;5
2017-06-13-20-00-00;14;4;2;1;7
2017-06-13-20-15-00;13;5;2;3;3
2017-06-13-20-30-00;16;6;5;0;5
2017-06-13-20-45-00;11;3;4;2;2
2017-06-13-21-00-00;18;7;3;1;7
2017-06-13-21-15-00;16;6;5;2;3
2017-06-13-21-30-00;3;0;1;0;2
2017-06-13-21-45-00;12;5;4;0;3
2017-06-13-22-00-00;9;2;2;0;5
2017-06-13-22-15-00;6;2;2;1;1
2017-06-13-22-30-00;3;2;0;0;1
2017-06-13-22-45-00;1;1;0;0;0
2017-06-13-23-00-00;3;1;2;0;0
2017-06-13-23-15-00;1;0;1;0;0
2017-06-13-23-30-00;4;2;0;0;2
2017-06-13-23-45-00;0;0;0;0;0
2017-06-14-00-00-00;0;0;0;0;0
2017-06-14-00-15-00;1;0;1;0;0
2017-06-14-00-30-00;1;0;0;1;0
2017-06-14-00-45-00;0;0;0;0;0
2017-06-14-01-00-00;0;0;0;0;0
2017-06-14-01-15-00;0;0;0;0;0
2017-06-14-01-30-00;0;0;0;0;0
2017-06-14-01-45-00;0;0;0;0;0
2017-06-14-02-00-00;0;0;0;0;0
2017-06-14-02-15-00;0;0;0;0;0
2017-06-14-02-30-00;0;0;0;0;0
2017-06-14-02-45-00;0;0;0;0;0
2017-06-14-03-00-00;0;0;0;0;0
2017-06-14-03-15-00;0;0;0;0;0
2017-06-14-03-30-00;0;0;0;0;0
2017-06-14-03-45-00;0;0;0;0;0
2017-06-14-04-00-00;0;0;0;0;0
2017-06-14-04-15-00;0;0;0;0;0
2017-06-14-04-30-00;0;0;0;0;0
2017-06-14-04-45-00;0;0;0;0;0
2017-06-14-05-00-00;3;2;0;1;0
2017-06-14-05-15-00;2;2;0;0;0
2017-06-14-05-30-00;0;0;0;0;0
2017-06-14-05-45-00;3;2;0;1;0
2017-06-14-06-00-00;7;4;1;1;1
2017-06-14-06-15-00;4;3;1;0;0
2017-06-14-06-30-00;11;8;1;2;0
2017-06-14-06-45-00;9;8;0;0;1
2017-06-14-07-00-00;20;12;2;0;6
2017-06-14-07-15-00;25;18;2;1;4
2017-06-14-07-30-00;38;24;4;2;8
2017-06-14-07-45-00;23;20;0;1;2
2017-06-14-08-00-00;37;22;1;6;8
2017-06-14-08-15-00;25;15;2;1;7
2017-06-14-08-30-00;23;18;0;1;4
2017-06-14-08-45-00;16;11;0;1;4
2017-06-14-09-00-00;17;11;1;2;3
2017-06-14-09-15-00;15;9;4;0;2
2017-06-14-09-30-00;17;8;4;0;5
2017-06-14-09-45-00;28;19;0;1;8
2017-06-14-10-00-00;25;11;7;3;4
2017-06-14-10-15-00;18;9;4;0;5
2017-06-14-10-30-00;17;7;3;0;7
2017-06-14-10-45-00;32;21;2;2;7
2017-06-14-11-00-00;34;8;8;1;17
2017-06-14-11-15-00;34;8;8;0;18
2017-06-14-11-30-00;40;13;10;1;16
2017-06-14-11-45-00;45;11;8;1;25
2017-06-14-12-00-00;48;16;13;2;17
2017-06-14-12-15-00;36;12;7;2;15
2017-06-14-12-30-00;47;12;14;0;21
2017-06-14-12-45-00;42;14;8;0;20
2017-06-14-13-00-00;39;10;9;1;19
2017-06-14-13-15-00;51;22;9;3;17
2017-06-14-13-30-00;29;12;5;0;12
2017-06-14-13-45-00;33;17;3;0;13
2017-06-14-14-00-00;30;15;3;4;8
2017-06-14-14-15-00;49;28;4;2;15
2017-06-14-14-30-00;28;13;3;1;11
2017-06-14-14-45-00;31;16;6;0;9
2017-06-14-15-00-00;40;14;7;3;16
2017-06-14-15-15-00;49;35;0;2;12
2017-06-14-15-30-00;37;18;5;1;13
2017-06-14-15-45-00;44;27;0;2;15
2017-06-14-16-00-00;32;18;2;2;10
2017-06-14-16-15-00;51;20;10;2;19
2017-06-14-16-30-00;45;17;5;5;18
2017-06-14-16-45-00;57;20;2;4;31
2017-06-14-17-00-00;35;12;5;0;18
2017-06-14-17-15-00;50;23;7;1;19
2017-06-14-17-30-00;64;25;9;4;26
2017-06-14-17-45-00;50;22;7;0;21
2017-06-14-18-00-00;49;23;8;2;16
2017-06-14-18-15-00;48;15;8;0;25
2017-06-14-18-30-00;33;20;2;0;11
2017-06-14-18-45-00;37;11;6;1;19
2017-06-14-19-00-00;35;21;5;1;8
2017-06-14-19-15-00;43;15;9;1;18
2017-06-14-19-30-00;37;14;5;3;15
2017-06-14-19-45-00;26;10;9;1;6
2017-06-14-20-00-00;42;14;12;1;15
2017-06-14-20-15-00;20;7;5;1;7
2017-06-14-20-30-00;25;10;5;0;10
2017-06-14-20-45-00;25;7;10;2;6
2017-06-14-21-00-00;38;21;6;3;8
2017-06-14-21-15-00;20;11;1;2;6
2017-06-14-21-30-00;28;19;1;1;7
2017-06-14-21-45-00;14;7;2;2;3
2017-06-14-22-00-00;9;5;0;1;3
2017-06-14-22-15-00;15;9;2;3;1
2017-06-14-22-30-00;14;9;1;3;1
2017-06-14-22-45-00;12;8;1;0;3
2017-06-14-23-00-00;4;1;2;1;0
2017-06-14-23-15-00;1;0;0;0;1
2017-06-14-23-30-00;2;0;1;0;1
2017-06-14-23-45-00;2;1;1;0;0
2017-06-15-00-00-00;0;0;0;0;0
2017-06-15-00-15-00;6;1;3;1;1
2017-06-15-00-30-00;6;0;2;1;3
2017-06-15-00-45-00;2;1;0;1;0
2017-06-15-01-00-00;3;2;0;0;1
2017-06-15-01-15-00;0;0;0;0;0
2017-06-15-01-30-00;3;0;2;0;1
2017-06-15-01-45-00;2;1;1;0;0
2017-06-15-02-00-00;0;0;0;0;0
2017-06-15-02-15-00;0;0;0;0;0
2017-06-15-02-30-00;0;0;0;0;0
2017-06-15-02-45-00;0;0;0;0;0
2017-06-15-03-00-00;0;0;0;0;0
2017-06-15-03-15-00;0;0;0;0;0
2017-06-15-03-30-00;0;0;0;0;0
2017-06-15-03-45-00;0;0;0;0;0
2017-06-15-04-00-00;1;0;1;0;0
2017-06-15-04-15-00;0;0;0;0;0
2017-06-15-04-30-00;0;0;0;0;0
2017-06-15-04-45-00;0;0;0;0;0
2017-06-15-05-00-00;0;0;0;0;0
2017-06-15-05-15-00;2;1;0;0;1
2017-06-15-05-30-00;1;1;0;0;0
2017-06-15-05-45-00;1;1;0;0;0
2017-06-15-06-00-00;2;0;0;1;1
2017-06-15-06-15-00;0;0;0;0;0
2017-06-15-06-30-00;5;0;1;0;4
2017-06-15-06-45-00;1;1;0;0;0
2017-06-15-07-00-00;7;2;2;0;3
2017-06-15-07-15-00;7;4;0;0;3
2017-06-15-07-30-00;16;8;2;2;4
2017-06-15-07-45-00;10;5;3;0;2
2017-06-15-08-00-00;11;3;3;1;4
2017-06-15-08-15-00;16;5;5;0;6
2017-06-15-08-30-00;19;9;2;0;8
2017-06-15-08-45-00;21;9;3;0;9
2017-06-15-09-00-00;26;9;7;1;9
2017-06-15-09-15-00;49;15;8;2;24
2017-06-15-09-30-00;72;29;10;2;31
2017-06-15-09-45-00;53;26;6;3;18
2017-06-15-10-00-00;47;17;6;1;23
2017-06-15-10-15-00;62;22;12;4;24
2017-06-15-10-30-00;66;21;15;1;29
2017-06-15-10-45-00;84;28;11;1;44
2017-06-15-11-00-00;99;42;6;4;47
2017-06-15-11-15-00;135;54;13;12;56
2017-06-15-11-30-00;85;37;13;2;33
2017-06-15-11-45-00;83;33;4;1;45
2017-06-15-12-00-00;120;64;8;1;47
2017-06-15-12-15-00;99;29;14;4;52
2017-06-15-12-30-00;92;40;9;3;40
2017-06-15-12-45-00;72;18;11;0;43
2017-06-15-13-00-00;109;55;5;3;46
2017-06-15-13-15-00;131;67;6;3;55
2017-06-15-13-30-00;137;48;12;0;77
2017-06-15-13-45-00;93;40;7;7;39
2017-06-15-14-00-00;138;63;17;9;49
2017-06-15-14-15-00;99;38;12;5;44
2017-06-15-14-30-00;91;46;10;10;25
2017-06-15-14-45-00;103;48;10;11;34
2017-06-15-15-00-00;88;46;6;4;32
2017-06-15-15-15-00;94;54;6;13;21
2017-06-15-15-30-00;104;58;6;6;34
2017-06-15-15-45-00;78;40;5;2;31
2017-06-15-16-00-00;69;30;10;3;26
2017-06-15-16-15-00;68;33;5;3;27
2017-06-15-16-30-00;70;41;5;4;20
2017-06-15-16-45-00;61;32;2;3;24
2017-06-15-17-00-00;71;32;3;17;19
2017-06-15-17-15-00;58;31;5;5;17
2017-06-15-17-30-00;49;27;6;3;13
2017-06-15-17-45-00;24;9;1;7;7
2017-06-15-18-00-00;24;11;3;2;8
2017-06-15-18-15-00;20;11;2;1;6
2017-06-15-18-30-00;16;7;2;4;3
2017-06-15-18-45-00;9;5;2;1;1
2017-06-15-19-00-00;10;4;2;1;3
2017-06-15-19-15-00;10;2;2;0;6
2017-06-15-19-30-00;13;8;2;3;0
2017-06-15-19-45-00;12;5;3;0;4
2017-06-15-20-00-00;10;2;1;3;4
2017-06-15-20-15-00;19;13;0;3;3
2017-06-15-20-30-00;20;11;2;1;6
2017-06-15-20-45-00;17;6;6;1;4
2017-06-15-21-00-00;30;15;2;2;11
2017-06-15-21-15-00;21;6;6;2;7
2017-06-15-21-30-00;15;4;3;1;7
2017-06-15-21-45-00;8;3;1;1;3
2017-06-15-22-00-00;8;4;0;0;4
2017-06-15-22-15-00;4;1;1;1;1
2017-06-15-22-30-00;6;3;2;0;1
2017-06-15-22-45-00;0;0;0;0;0
2017-06-15-23-00-00;0;0;0;0;0
2017-06-15-23-15-00;1;0;0;0;1
2017-06-15-23-30-00;3;2;0;1;0
2017-06-15-23-45-00;5;2;1;1;1
2017-06-16-00-00-00;0;0;0;0;0
2017-06-16-00-15-00;0;0;0;0;0
2017-06-16-00-30-00;2;1;1;0;0
2017-06-16-00-45-00;0;0;0;0;0
2017-06-16-01-00-00;0;0;0;0;0
2017-06-16-01-15-00;0;0;0;0;0
2017-06-16-01-30-00;1;1;0;0;0
2017-06-16-01-45-00;0;0;0;0;0
2017-06-16-02-00-00;0;0;0;0;0
2017-06-16-02-15-00;0;0;0;0;0
2017-06-16-02-30-00;0;0;0;0;0
2017-06-16-02-45-00;0;0;0;0;0
2017-06-16-03-00-00;0;0;0;0;0
2017-06-16-03-15-00;0;0;0;0;0
2017-06-16-03-30-00;1;0;1;0;0
2017-06-16-03-45-00;0;0;0;0;0
2017-06-16-04-00-00;0;0;0;0;0
2017-06-16-04-15-00;0;0;0;0;0
2017-06-16-04-30-00;0;0;0;0;0
2017-06-16-04-45-00;0;0;0;0;0
2017-06-16-05-00-00;0;0;0;0;0
2017-06-16-05-15-00;0;0;0;0;0
2017-06-16-05-30-00;0;0;0;0;0
2017-06-16-05-45-00;0;0;0;0;0
2017-06-16-06-00-00;3;2;1;0;0
2017-06-16-06-15-00;6;5;0;0;1
2017-06-16-06-30-00;8;5;2;0;1
2017-06-16-06-45-00;10;9;0;0;1
2017-06-16-07-00-00;8;4;1;1;2
2017-06-16-07-15-00;9;7;0;1;1
2017-06-16-07-30-00;21;15;4;0;2
2017-06-16-07-45-00;26;20;0;3;3
2017-06-16-08-00-00;19;13;2;3;1
2017-06-16-08-15-00;15;11;1;0;3
2017-06-16-08-30-00;21;17;1;2;1
2017-06-16-08-45-00;16;11;0;2;3
2017-06-16-09-00-00;12;6;0;0;6
2017-06-16-09-15-00;27;15;2;5;5
2017-06-16-09-30-00;18;7;5;1;5
2017-06-16-09-45-00;20;8;5;2;5
2017-06-16-10-00-00;17;7;3;2;5
2017-06-16-10-15-00;20;7;3;2;8
2017-06-16-10-30-00;24;11;2;4;7
2017-06-16-10-45-00;31;9;9;2;11
2017-06-16-11-00-00;34;12;5;3;14
2017-06-16-11-15-00;35;16;6;1;12
2017-06-16-11-30-00;26;12;6;0;8
2017-06-16-11-45-00;43;17;8;3;15
2017-06-16-12-00-00;32;8;10;2;12
2017-06-16-12-15-00;19;10;2;2;5
2017-06-16-12-30-00;32;17;4;3;8
2017-06-16-12-45-00;40;15;3;9;13
2017-06-16-13-00-00;28;10;5;2;11
2017-06-16-13-15-00;24;10;6;0;8
2017-06-16-13-30-00;16;7;2;0;7
2017-06-16-13-45-00;31;13;5;2;11
2017-06-16-14-00-00;45;22;5;3;15
2017-06-16-14-15-00;34;17;6;2;9
2017-06-16-14-30-00;45;26;5;7;7
2017-06-16-14-45-00;30;12;6;2;10
2017-06-16-15-00-00;35;19;4;3;9
2017-06-16-15-15-00;31;13;3;5;10
2017-06-16-15-30-00;24;11;3;1;9
2017-06-16-15-45-00;43;15;5;1;22
2017-06-16-16-00-00;38;16;3;7;12
2017-06-16-16-15-00;36;15;5;3;13
2017-06-16-16-30-00;24;6;6;1;11
2017-06-16-16-45-00;51;18;6;12;15
2017-06-16-17-00-00;26;11;8;1;6
2017-06-16-17-15-00;35;8;9;3;15
2017-06-16-17-30-00;33;15;4;1;13
2017-06-16-17-45-00;28;12;2;0;14
2017-06-16-18-00-00;29;14;6;2;7
2017-06-16-18-15-00;36;16;4;1;15
2017-06-16-18-30-00;20;3;7;0;10
2017-06-16-18-45-00;23;11;4;1;7
2017-06-16-19-00-00;14;4;2;1;7
2017-06-16-19-15-00;19;2;9;3;5
2017-06-16-19-30-00;18;8;1;0;9
2017-06-16-19-45-00;18;6;4;1;7
2017-06-16-20-00-00;18;8;2;1;7
2017-06-16-20-15-00;25;14;2;5;4
2017-06-16-20-30-00;16;7;3;4;2
2017-06-16-20-45-00;8;3;1;1;3
2017-06-16-21-00-00;11;3;5;3;0
2017-06-16-21-15-00;7;3;1;1;2
2017-06-16-21-30-00;10;3;2;1;4
2017-06-16-21-45-00;4;1;1;0;2
2017-06-16-22-00-00;4;1;1;0;2
2017-06-16-22-15-00;9;4;2;1;2
2017-06-16-22-30-00;2;0;1;0;1
2017-06-16-22-45-00;5;3;1;1;0
2017-06-16-23-00-00;5;2;1;1;1
2017-06-16-23-15-00;1;1;0;0;0
2017-06-16-23-30-00;3;2;0;1;0
2017-06-16-23-45-00;0;0;0;0;0
2017-06-17-00-00-00;0;0;0;0;0
2017-06-17-00-15-00;1;0;0;0;1
2017-06-17-00-30-00;1;0;1;0;0
2017-06-17-00-45-00;0;0;0;0;0
2017-06-17-01-00-00;0;0;0;0;0
2017-06-17-01-15-00;3;3;0;0;0
2017-06-17-01-30-00;0;0;0;0;0
2017-06-17-01-45-00;0;0;0;0;0
2017-06-17-02-00-00;0;0;0;0;0
2017-06-17-02-15-00;0;0;0;0;0
2017-06-17-02-30-00;0;0;0;0;0
2017-06-17-02-45-00;0;0;0;0;0
2017-06-17-03-00-00;0;0;0;0;0
2017-06-17-03-15-00;0;0;0;0;0
2017-06-17-03-30-00;0;0;0;0;0
2017-06-17-03-45-00;0;0;0;0;0
2017-06-17-04-00-00;1;1;0;0;0
2017-06-17-04-15-00;0;0;0;0;0
2017-06-17-04-30-00;1;0;0;0;1
2017-06-17-04-45-00;0;0;0;0;0
2017-06-17-05-00-00;0;0;0;0;0
2017-06-17-05-15-00;0;0;0;0;0
2017-06-17-05-30-00;0;0;0;0;0
2017-06-17-05-45-00;0;0;0;0;0
2017-06-17-06-00-00;0;0;0;0;0
2017-06-17-06-15-00;1;0;1;0;0
2017-06-17-06-30-00;7;3;2;0;2
2017-06-17-06-45-00;1;1;0;0;0
2017-06-17-07-00-00;2;0;1;0;1
2017-06-17-07-15-00;2;1;0;0;1
2017-06-17-07-30-00;6;3;1;0;2
2017-06-17-07-45-00;2;2;0;0;0
2017-06-17-08-00-00;1;1;0;0;0
2017-06-17-08-15-00;10;6;0;0;4
2017-06-17-08-30-00;8;7;0;0;1
2017-06-17-08-45-00;3;3;0;0;0
2017-06-17-09-00-00;11;5;3;1;2
2017-06-17-09-15-00;16;8;3;0;5
2017-06-17-09-30-00;12;6;3;0;3
2017-06-17-09-45-00;36;12;4;2;18
2017-06-17-10-00-00;35;22;2;3;8
2017-06-17-10-15-00;21;11;3;4;3
2017-06-17-10-30-00;25;14;0;2;9
2017-06-17-10-45-00;35;16;6;2;11
2017-06-17-11-00-00;41;26;2;2;11
2017-06-17-11-15-00;36;18;5;1;12
2017-06-17-11-30-00;37;22;1;3;11
2017-06-17-11-45-00;45;19;6;6;14
2017-06-17-12-00-00;51;35;2;5;9
2017-06-17-12-15-00;32;10;8;1;13
2017-06-17-12-30-00;53;29;5;3;16
2017-06-17-12-45-00;56;28;9;3;16
2017-06-17-13-00-00;33;8;6;2;17
2017-06-17-13-15-00;47;17;2;4;24
2017-06-17-13-30-00;33;11;7;2;13
2017-06-17-13-45-00;37;19;2;5;11
2017-06-17-14-00-00;44;21;4;1;18
2017-06-17-14-15-00;54;25;6;3;20
2017-06-17-14-30-00;39;14;8;2;15
2017-06-17-14-45-00;46;22;4;2;18
2017-06-17-15-00-00;48;17;5;1;25
2017-06-17-15-15-00;54;29;3;4;18
2017-06-17-15-30-00;63;19;6;11;27
2017-06-17-15-45-00;51;18;5;5;23
2017-06-17-16-00-00;71;21;12;7;31
2017-06-17-16-15-00;53;32;6;3;12
2017-06-17-16-30-00;56;30;4;4;18
2017-06-17-16-45-00;36;20;0;0;16
2017-06-17-17-00-00;42;17;8;3;14
2017-06-17-17-15-00;55;24;5;5;21
2017-06-17-17-30-00;41;19;6;3;13
2017-06-17-17-45-00;40;22;4;6;8
2017-06-17-18-00-00;24;9;4;0;11
2017-06-17-18-15-00;46;20;4;2;20
2017-06-17-18-30-00;38;22;7;4;5
2017-06-17-18-45-00;45;19;4;5;17
2017-06-17-19-00-00;34;9;8;7;10
2017-06-17-19-15-00;36;11;10;2;13
2017-06-17-19-30-00;31;8;9;6;8
2017-06-17-19-45-00;27;11;3;2;11
2017-06-17-20-00-00;30;14;3;2;11
2017-06-17-20-15-00;20;12;3;1;4
2017-06-17-20-30-00;19;10;1;1;7
2017-06-17-20-45-00;16;2;6;0;8
2017-06-17-21-00-00;18;9;2;2;5
2017-06-17-21-15-00;11;8;0;1;2
2017-06-17-21-30-00;5;4;0;1;0
2017-06-17-21-45-00;10;8;0;1;1
2017-06-17-22-00-00;10;5;1;3;1
2017-06-17-22-15-00;5;2;1;0;2
2017-06-17-22-30-00;7;2;0;0;5
2017-06-17-22-45-00;2;0;2;0;0
2017-06-17-23-00-00;4;2;1;1;0
2017-06-17-23-15-00;2;1;0;1;0
2017-06-17-23-30-00;1;0;1;0;0
2017-06-17-23-45-00;3;0;1;1;1
2017-06-18-00-00-00;1;1;0;0;0
2017-06-18-00-15-00;1;1;0;0;0
2017-06-18-00-30-00;4;0;1;0;3
2017-06-18-00-45-00;1;1;0;0;0
2017-06-18-01-00-00;0;0;0;0;0
2017-06-18-01-15-00;1;1;0;0;0
2017-06-18-01-30-00;0;0;0;0;0
2017-06-18-01-45-00;2;1;0;0;1
2017-06-18-02-00-00;0;0;0;0;0
2017-06-18-02-15-00;0;0;0;0;0
2017-06-18-02-30-00;0;0;0;0;0
2017-06-18-02-45-00;0;0;0;0;0
2017-06-18-03-00-00;0;0;0;0;0
2017-06-18-03-15-00;0;0;0;0;0
2017-06-18-03-30-00;1;0;1;0;0
2017-06-18-03-45-00;1;1;0;0;0
2017-06-18-04-00-00;0;0;0;0;0
2017-06-18-04-15-00;0;0;0;0;0
2017-06-18-04-30-00;1;1;0;0;0
2017-06-18-04-45-00;0;0;0;0;0
2017-06-18-05-00-00;1;0;1;0;0
2017-06-18-05-15-00;1;0;1;0;0
2017-06-18-05-30-00;0;0;0;0;0
2017-06-18-05-45-00;3;2;1;0;0
2017-06-18-06-00-00;0;0;0;0;0
2017-06-18-06-15-00;0;0;0;0;0
2017-06-18-06-30-00;2;0;1;0;1
2017-06-18-06-45-00;0;0;0;0;0
2017-06-18-07-00-00;6;3;1;0;2
2017-06-18-07-15-00;10;3;2;0;5
2017-06-18-07-30-00;5;1;1;1;2
2017-06-18-07-45-00;11;3;6;0;2
2017-06-18-08-00-00;22;8;3;1;10
2017-06-18-08-15-00;13;9;2;0;2
2017-06-18-08-30-00;24;10;2;1;11
2017-06-18-08-45-00;28;16;3;1;8
2017-06-18-09-00-00;30;17;3;1;9
2017-06-18-09-15-00;34;14;4;4;12
2017-06-18-09-30-00;33;15;4;3;11
2017-06-18-09-45-00;48;16;8;0;24
2017-06-18-10-00-00;66;28;6;1;31
2017-06-18-10-15-00;93;38;8;4;43
2017-06-18-10-30-00;80;27;13;1;39
2017-06-18-10-45-00;88;41;3;1;43
2017-06-18-11-00-00;76;30;11;7;28
2017-06-18-11-15-00;86;31;11;2;42
2017-06-18-11-30-00;98;45;5;6;42
2017-06-18-11-45-00;121;44;17;2;58
2017-06-18-12-00-00;86;29;12;4;41
2017-06-18-12-15-00;109;46;11;5;47
2017-06-18-12-30-00;98;49;4;7;38
2017-06-18-12-45-00;134;55;19;1;59
2017-06-18-13-00-00;94;49;6;3;36
2017-06-18-13-15-00;115;38;10;3;64
2017-06-18-13-30-00;101;50;11;4;36
2017-06-18-13-45-00;137;55;9;4;69
2017-06-18-14-00-00;113;47;10;2;54
2017-06-18-14-15-00;142;60;11;5;66
2017-06-18-14-30-00;122;57;3;9;53
2017-06-18-14-45-00;96;54;8;2;32
2017-06-18-15-00-00;109;55;7;4;43
2017-06-18-15-15-00;73;25;16;2;30
2017-06-18-15-30-00;91;48;9;4;30
2017-06-18-15-45-00;119;62;8;3;46
2017-06-18-16-00-00;128;67;5;9;47
2017-06-18-16-15-00;93;54;5;8;26
2017-06-18-16-30-00;66;43;6;4;13
2017-06-18-16-45-00;95;46;5;5;39
2017-06-18-17-00-00;91;55;3;3;30
2017-06-18-17-15-00;90;37;9;4;40
2017-06-18-17-30-00;97;48;10;4;35
2017-06-18-17-45-00;78;46;1;1;30
2017-06-18-18-00-00;78;46;3;6;23
2017-06-18-18-15-00;68;28;4;8;28
2017-06-18-18-30-00;70;33;3;7;27
2017-06-18-18-45-00;72;46;2;2;22
2017-06-18-19-00-00;76;28;7;2;39
2017-06-18-19-15-00;61;21;7;3;30
2017-06-18-19-30-00;34;23;3;1;7
2017-06-18-19-45-00;50;25;5;3;17
2017-06-18-20-00-00;30;20;1;0;9
2017-06-18-20-15-00;36;17;5;5;9
2017-06-18-20-30-00;27;13;0;4;10
2017-06-18-20-45-00;36;23;2;6;5
2017-06-18-21-00-00;26;15;3;3;5
2017-06-18-21-15-00;12;5;1;1;5
2017-06-18-21-30-00;23;13;1;3;6
2017-06-18-21-45-00;16;8;2;4;2
2017-06-18-22-00-00;20;11;2;3;4
2017-06-18-22-15-00;6;2;1;1;2
2017-06-18-22-30-00;3;2;1;0;0
2017-06-18-22-45-00;0;0;0;0;0
2017-06-18-23-00-00;0;0;0;0;0
2017-06-18-23-15-00;2;0;2;0;0
2017-06-18-23-30-00;0;0;0;0;0
2017-06-18-23-45-00;0;0;0;0;0
2017-06-19-00-00-00;0;0;0;0;0
2017-06-19-00-15-00;0;0;0;0;0
2017-06-19-00-30-00;1;0;1;0;0
2017-06-19-00-45-00;0;0;0;0;0
2017-06-19-01-00-00;0;0;0;0;0
2017-06-19-01-15-00;0;0;0;0;0
2017-06-19-01-30-00;0;0;0;0;0
2017-06-19-01-45-00;0;0;0;0;0
2017-06-19-02-00-00;0;0;0;0;0
2017-06-19-02-15-00;0;0;0;0;0
2017-06-19-02-30-00;0;0;0;0;0
2017-06-19-02-45-00;1;0;0;1;0
2017-06-19-03-00-00;0;0;0;0;0
2017-06-19-03-15-00;0;0;0;0;0
2017-06-19-03-30-00;0;0;0;0;0
2017-06-19-03-45-00;0;0;0;0;0
2017-06-19-04-00-00;0;0;0;0;0
2017-06-19-04-15-00;0;0;0;0;0
2017-06-19-04-30-00;2;1;1;0;0
2017-06-19-04-45-00;0;0;0;0;0
2017-06-19-05-00-00;0;0;0;0;0
2017-06-19-05-15-00;1;1;0;0;0
2017-06-19-05-30-00;0;0;0;0;0
2017-06-19-05-45-00;4;4;0;0;0
2017-06-19-06-00-00;10;7;1;0;2
2017-06-19-06-15-00;5;5;0;0;0
2017-06-19-06-30-00;10;6;1;0;3
2017-06-19-06-45-00;15;11;2;0;2
2017-06-19-07-00-00;17;12;0;0;5
2017-06-19-07-15-00;30;23;1;2;4
2017-06-19-07-30-00;39;23;3;2;11
2017-06-19-07-45-00;39;26;2;4;7
2017-06-19-08-00-00;23;15;3;3;2
2017-06-19-08-15-00;32;27;0;0;5
2017-06-19-08-30-00;42;24;2;3;13
2017-06-19-08-45-00;25;19;1;3;2
2017-06-19-09-00-00;17;7;2;1;7
2017-06-19-09-15-00;40;6;12;1;21
2017-06-19-09-30-00;26;12;5;2;7
2017-06-19-09-45-00;23;12;1;0;10
2017-06-19-10-00-00;31;10;5;3;13
2017-06-19-10-15-00;27;12;1;3;11
2017-06-19-10-30-00;43;23;5;0;15
2017-06-19-10-45-00;29;15;6;1;7
2017-06-19-11-00-00;31;12;7;2;10
2017-06-19-11-15-00;40;15;4;1;20
2017-06-19-11-30-00;17;8;2;2;5
2017-06-19-11-45-00;47;28;6;1;12
2017-06-19-12-00-00;24;13;3;0;8
2017-06-19-12-15-00;23;6;4;0;13
2017-06-19-12-30-00;44;28;1;7;8
2017-06-19-12-45-00;22;12;1;0;9
2017-06-19-13-00-00;29;15;4;0;10
2017-06-19-13-15-00;21;9;4;1;7
2017-06-19-13-30-00;35;10;11;0;14
2017-06-19-13-45-00;29;14;7;2;6
2017-06-19-14-00-00;29;11;6;0;12
2017-06-19-14-15-00;23;13;1;2;7
2017-06-19-14-30-00;26;15;1;0;10
2017-06-19-14-45-00;28;15;1;2;10
2017-06-19-15-00-00;21;10;3;0;8
2017-06-19-15-15-00;40;19;4;2;15
2017-06-19-15-30-00;30;15;3;0;12
2017-06-19-15-45-00;40;24;5;0;11
2017-06-19-16-00-00;42;16;7;1;18
2017-06-19-16-15-00;50;21;5;1;23
2017-06-19-16-30-00;42;15;3;2;22
2017-06-19-16-45-00;32;14;5;0;13
