time,Rhenusallee,Rhenusallee Ri. Beuel,Rhenusallee Ri. Oberkassel,days
2018-01-16 12:30:00,2,2,0,2018-01-16
2018-01-16 12:45:00,6,5,1,2018-01-16
2018-01-16 13:00:00,2,1,1,2018-01-16
2018-01-16 13:15:00,4,2,2,2018-01-16
2018-01-16 13:30:00,10,4,6,2018-01-16
2018-01-16 13:45:00,9,6,3,2018-01-16
2018-01-16 14:00:00,7,3,4,2018-01-16
2018-01-16 14:15:00,12,6,6,2018-01-16
2018-01-16 14:30:00,14,8,6,2018-01-16
2018-01-16 14:45:00,8,5,3,2018-01-16
2018-01-16 15:00:00,11,6,5,2018-01-16
2018-01-16 15:15:00,10,5,5,2018-01-16
2018-01-16 15:30:00,9,7,2,2018-01-16
2018-01-16 15:45:00,16,14,2,2018-01-16
2018-01-16 16:00:00,18,10,8,2018-01-16
2018-01-16 16:15:00,21,15,6,2018-01-16
2018-01-16 16:30:00,28,21,7,2018-01-16
2018-01-16 16:45:00,26,23,3,2018-01-16
2018-01-16 17:00:00,38,23,15,2018-01-16
2018-01-16 17:15:00,22,15,7,2018-01-16
2018-01-16 17:30:00,20,14,6,2018-01-16
2018-01-16 17:45:00,17,12,5,2018-01-16
2018-01-16 18:00:00,18,12,6,2018-01-16
2018-01-16 18:15:00,15,11,4,2018-01-16
2018-01-16 18:30:00,22,16,6,2018-01-16
2018-01-16 18:45:00,16,14,2,2018-01-16
2018-01-16 19:00:00,10,7,3,2018-01-16
2018-01-16 19:15:00,11,8,3,2018-01-16
2018-01-16 19:30:00,5,3,2,2018-01-16
2018-01-16 19:45:00,6,2,4,2018-01-16
2018-01-16 20:00:00,3,1,2,2018-01-16
2018-01-16 20:15:00,0,0,0,2018-01-16
2018-01-16 20:30:00,2,1,1,2018-01-16
2018-01-16 20:45:00,3,3,0,2018-01-16
2018-01-16 21:00:00,1,1,0,2018-01-16
2018-01-16 21:15:00,2,1,1,2018-01-16
2018-01-16 21:30:00,0,0,0,2018-01-16
2018-01-16 21:45:00,0,0,0,2018-01-16
2018-01-16 22:00:00,3,3,0,2018-01-16
2018-01-16 22:15:00,0,0,0,2018-01-16
2018-01-16 22:30:00,1,1,0,2018-01-16
2018-01-16 22:45:00,1,1,0,2018-01-16
2018-01-16 23:00:00,0,0,0,2018-01-16
2018-01-16 23:15:00,1,1,0,2018-01-16
2018-01-16 23:30:00,0,0,0,2018-01-16
2018-01-16 23:45:00,0,0,0,2018-01-16
2018-01-17 00:00:00,0,0,0,2018-01-17
2018-01-17 00:15:00,1,0,1,2018-01-17
2018-01-17 00:30:00,0,0,0,2018-01-17
2018-01-17 00:45:00,0,0,0,2018-01-17
2018-01-17 01:00:00,0,0,0,2018-01-17
2018-01-17 01:15:00,1,1,0,2018-01-17
2018-01-17 01:30:00,0,0,0,2018-01-17
2018-01-17 01:45:00,0,0,0,2018-01-17
2018-01-17 02:00:00,0,0,0,2018-01-17
2018-01-17 02:15:00,0,0,0,2018-01-17
2018-01-17 02:30:00,0,0,0,2018-01-17
2018-01-17 02:45:00,0,0,0,2018-01-17
2018-01-17 03:00:00,0,0,0,2018-01-17
2018-01-17 03:15:00,0,0,0,2018-01-17
2018-01-17 03:30:00,0,0,0,2018-01-17
2018-01-17 03:45:00,0,0,0,2018-01-17
2018-01-17 04:00:00,0,0,0,2018-01-17
2018-01-17 04:15:00,0,0,0,2018-01-17
2018-01-17 04:30:00,0,0,0,2018-01-17
2018-01-17 04:45:00,0,0,0,2018-01-17
2018-01-17 05:00:00,0,0,0,2018-01-17
2018-01-17 05:15:00,0,0,0,2018-01-17
2018-01-17 05:30:00,1,0,1,2018-01-17
2018-01-17 05:45:00,4,2,2,2018-01-17
2018-01-17 06:00:00,7,3,4,2018-01-17
2018-01-17 06:15:00,2,0,2,2018-01-17
2018-01-17 06:30:00,4,0,4,2018-01-17
2018-01-17 06:45:00,6,4,2,2018-01-17
2018-01-17 07:00:00,10,6,4,2018-01-17
2018-01-17 07:15:00,11,4,7,2018-01-17
2018-01-17 07:30:00,18,4,14,2018-01-17
2018-01-17 07:45:00,16,2,14,2018-01-17
2018-01-17 08:00:00,18,3,15,2018-01-17
2018-01-17 08:15:00,22,4,18,2018-01-17
2018-01-17 08:30:00,25,3,22,2018-01-17
2018-01-17 08:45:00,14,1,13,2018-01-17
2018-01-17 09:00:00,11,2,9,2018-01-17
2018-01-17 09:15:00,11,0,11,2018-01-17
2018-01-17 09:30:00,11,3,8,2018-01-17
2018-01-17 09:45:00,3,1,2,2018-01-17
2018-01-17 10:00:00,5,2,3,2018-01-17
2018-01-17 10:15:00,3,1,2,2018-01-17
2018-01-17 10:30:00,6,4,2,2018-01-17
2018-01-17 10:45:00,3,3,0,2018-01-17
2018-01-17 11:00:00,1,1,0,2018-01-17
2018-01-17 11:15:00,3,2,1,2018-01-17
2018-01-17 11:30:00,4,2,2,2018-01-17
2018-01-17 11:45:00,5,1,4,2018-01-17
2018-01-17 12:00:00,5,2,3,2018-01-17
2018-01-17 12:15:00,0,0,0,2018-01-17
2018-01-17 12:30:00,2,1,1,2018-01-17
2018-01-17 12:45:00,1,1,0,2018-01-17
2018-01-17 13:00:00,3,1,2,2018-01-17
2018-01-17 13:15:00,4,3,1,2018-01-17
2018-01-17 13:30:00,2,1,1,2018-01-17
2018-01-17 13:45:00,4,2,2,2018-01-17
2018-01-17 14:00:00,3,1,2,2018-01-17
2018-01-17 14:15:00,8,5,3,2018-01-17
2018-01-17 14:30:00,4,3,1,2018-01-17
2018-01-17 14:45:00,7,1,6,2018-01-17
2018-01-17 15:00:00,5,4,1,2018-01-17
2018-01-17 15:15:00,14,8,6,2018-01-17
2018-01-17 15:30:00,10,7,3,2018-01-17
2018-01-17 15:45:00,16,13,3,2018-01-17
2018-01-17 16:00:00,13,9,4,2018-01-17
2018-01-17 16:15:00,17,12,5,2018-01-17
2018-01-17 16:30:00,12,8,4,2018-01-17
2018-01-17 16:45:00,17,12,5,2018-01-17
2018-01-17 17:00:00,18,10,8,2018-01-17
2018-01-17 17:15:00,20,16,4,2018-01-17
2018-01-17 17:30:00,12,7,5,2018-01-17
2018-01-17 17:45:00,17,13,4,2018-01-17
2018-01-17 18:00:00,12,10,2,2018-01-17
2018-01-17 18:15:00,11,7,4,2018-01-17
2018-01-17 18:30:00,10,8,2,2018-01-17
2018-01-17 18:45:00,7,3,4,2018-01-17
2018-01-17 19:00:00,5,5,0,2018-01-17
2018-01-17 19:15:00,7,5,2,2018-01-17
2018-01-17 19:30:00,6,6,0,2018-01-17
2018-01-17 19:45:00,8,4,4,2018-01-17
2018-01-17 20:00:00,1,1,0,2018-01-17
2018-01-17 20:15:00,1,0,1,2018-01-17
2018-01-17 20:30:00,4,2,2,2018-01-17
2018-01-17 20:45:00,5,4,1,2018-01-17
2018-01-17 21:00:00,1,0,1,2018-01-17
2018-01-17 21:15:00,5,2,3,2018-01-17
2018-01-17 21:30:00,3,2,1,2018-01-17
2018-01-17 21:45:00,1,0,1,2018-01-17
2018-01-17 22:00:00,0,0,0,2018-01-17
2018-01-17 22:15:00,3,1,2,2018-01-17
2018-01-17 22:30:00,2,1,1,2018-01-17
2018-01-17 22:45:00,0,0,0,2018-01-17
2018-01-17 23:00:00,0,0,0,2018-01-17
2018-01-17 23:15:00,2,1,1,2018-01-17
2018-01-17 23:30:00,0,0,0,2018-01-17
2018-01-17 23:45:00,0,0,0,2018-01-17
2018-01-18 00:00:00,0,0,0,2018-01-18
2018-01-18 00:15:00,1,0,1,2018-01-18
2018-01-18 00:30:00,0,0,0,2018-01-18
2018-01-18 00:45:00,0,0,0,2018-01-18
2018-01-18 01:00:00,0,0,0,2018-01-18
2018-01-18 01:15:00,1,1,0,2018-01-18
2018-01-18 01:30:00,0,0,0,2018-01-18
2018-01-18 01:45:00,0,0,0,2018-01-18
2018-01-18 02:00:00,0,0,0,2018-01-18
2018-01-18 02:15:00,0,0,0,2018-01-18
2018-01-18 02:30:00,0,0,0,2018-01-18
2018-01-18 02:45:00,0,0,0,2018-01-18
2018-01-18 03:00:00,0,0,0,2018-01-18
2018-01-18 03:15:00,0,0,0,2018-01-18
2018-01-18 03:30:00,0,0,0,2018-01-18
2018-01-18 03:45:00,0,0,0,2018-01-18
2018-01-18 04:00:00,0,0,0,2018-01-18
2018-01-18 04:15:00,0,0,0,2018-01-18
2018-01-18 04:30:00,0,0,0,2018-01-18
2018-01-18 04:45:00,0,0,0,2018-01-18
2018-01-18 05:00:00,1,1,0,2018-01-18
2018-01-18 05:15:00,0,0,0,2018-01-18
2018-01-18 05:30:00,2,0,2,2018-01-18
2018-01-18 05:45:00,1,1,0,2018-01-18
2018-01-18 06:00:00,4,2,2,2018-01-18
2018-01-18 06:15:00,2,1,1,2018-01-18
2018-01-18 06:30:00,1,0,1,2018-01-18
2018-01-18 06:45:00,5,4,1,2018-01-18
2018-01-18 07:00:00,6,2,4,2018-01-18
2018-01-18 07:15:00,19,7,12,2018-01-18
2018-01-18 07:30:00,13,6,7,2018-01-18
2018-01-18 07:45:00,21,3,18,2018-01-18
2018-01-18 08:00:00,21,7,14,2018-01-18
2018-01-18 08:15:00,18,3,15,2018-01-18
2018-01-18 08:30:00,26,5,21,2018-01-18
2018-01-18 08:45:00,27,4,23,2018-01-18
2018-01-18 09:00:00,9,1,8,2018-01-18
2018-01-18 09:15:00,10,4,6,2018-01-18
2018-01-18 09:30:00,6,3,3,2018-01-18
2018-01-18 09:45:00,5,4,1,2018-01-18
2018-01-18 10:00:00,8,3,5,2018-01-18
2018-01-18 10:15:00,2,0,2,2018-01-18
2018-01-18 10:30:00,5,4,1,2018-01-18
2018-01-18 10:45:00,3,1,2,2018-01-18
2018-01-18 11:00:00,3,2,1,2018-01-18
2018-01-18 11:15:00,2,1,1,2018-01-18
2018-01-18 11:30:00,2,0,2,2018-01-18
2018-01-18 11:45:00,0,0,0,2018-01-18
2018-01-18 12:00:00,1,0,1,2018-01-18
2018-01-18 12:15:00,1,1,0,2018-01-18
2018-01-18 12:30:00,6,1,5,2018-01-18
2018-01-18 12:45:00,4,2,2,2018-01-18
2018-01-18 13:00:00,0,0,0,2018-01-18
2018-01-18 13:15:00,3,1,2,2018-01-18
2018-01-18 13:30:00,1,1,0,2018-01-18
2018-01-18 13:45:00,1,1,0,2018-01-18
2018-01-18 14:00:00,3,2,1,2018-01-18
2018-01-18 14:15:00,7,3,4,2018-01-18
2018-01-18 14:30:00,5,3,2,2018-01-18
2018-01-18 14:45:00,6,3,3,2018-01-18
2018-01-18 15:00:00,9,6,3,2018-01-18
2018-01-18 15:15:00,3,2,1,2018-01-18
2018-01-18 15:30:00,13,7,6,2018-01-18
2018-01-18 15:45:00,6,5,1,2018-01-18
2018-01-18 16:00:00,15,10,5,2018-01-18
2018-01-18 16:15:00,18,12,6,2018-01-18
2018-01-18 16:30:00,11,6,5,2018-01-18
2018-01-18 16:45:00,21,12,9,2018-01-18
2018-01-18 17:00:00,14,8,6,2018-01-18
2018-01-18 17:15:00,23,16,7,2018-01-18
2018-01-18 17:30:00,25,18,7,2018-01-18
2018-01-18 17:45:00,20,17,3,2018-01-18
2018-01-18 18:00:00,17,14,3,2018-01-18
2018-01-18 18:15:00,22,16,6,2018-01-18
2018-01-18 18:30:00,15,11,4,2018-01-18
2018-01-18 18:45:00,23,15,8,2018-01-18
2018-01-18 19:00:00,6,4,2,2018-01-18
2018-01-18 19:15:00,3,0,3,2018-01-18
2018-01-18 19:30:00,13,10,3,2018-01-18
2018-01-18 19:45:00,5,2,3,2018-01-18
2018-01-18 20:00:00,4,2,2,2018-01-18
2018-01-18 20:15:00,4,3,1,2018-01-18
2018-01-18 20:30:00,1,0,1,2018-01-18
2018-01-18 20:45:00,3,2,1,2018-01-18
2018-01-18 21:00:00,5,2,3,2018-01-18
2018-01-18 21:15:00,2,1,1,2018-01-18
2018-01-18 21:30:00,3,1,2,2018-01-18
2018-01-18 21:45:00,2,0,2,2018-01-18
2018-01-18 22:00:00,0,0,0,2018-01-18
2018-01-18 22:15:00,0,0,0,2018-01-18
2018-01-18 22:30:00,1,0,1,2018-01-18
2018-01-18 22:45:00,0,0,0,2018-01-18
2018-01-18 23:00:00,1,0,1,2018-01-18
2018-01-18 23:15:00,0,0,0,2018-01-18
2018-01-18 23:30:00,1,1,0,2018-01-18
2018-01-18 23:45:00,0,0,0,2018-01-18
2018-01-19 00:00:00,0,0,0,2018-01-19
2018-01-19 00:15:00,0,0,0,2018-01-19
2018-01-19 00:30:00,1,0,1,2018-01-19
2018-01-19 00:45:00,0,0,0,2018-01-19
2018-01-19 01:00:00,0,0,0,2018-01-19
2018-01-19 01:15:00,0,0,0,2018-01-19
2018-01-19 01:30:00,0,0,0,2018-01-19
2018-01-19 01:45:00,0,0,0,2018-01-19
2018-01-19 02:00:00,0,0,0,2018-01-19
2018-01-19 02:15:00,0,0,0,2018-01-19
2018-01-19 02:30:00,0,0,0,2018-01-19
2018-01-19 02:45:00,0,0,0,2018-01-19
2018-01-19 03:00:00,0,0,0,2018-01-19
2018-01-19 03:15:00,0,0,0,2018-01-19
2018-01-19 03:30:00,0,0,0,2018-01-19
2018-01-19 03:45:00,0,0,0,2018-01-19
2018-01-19 04:00:00,0,0,0,2018-01-19
2018-01-19 04:15:00,0,0,0,2018-01-19
2018-01-19 04:30:00,0,0,0,2018-01-19
2018-01-19 04:45:00,0,0,0,2018-01-19
2018-01-19 05:00:00,0,0,0,2018-01-19
2018-01-19 05:15:00,0,0,0,2018-01-19
2018-01-19 05:30:00,1,0,1,2018-01-19
2018-01-19 05:45:00,1,0,1,2018-01-19
2018-01-19 06:00:00,3,1,2,2018-01-19
2018-01-19 06:15:00,2,1,1,2018-01-19
2018-01-19 06:30:00,4,2,2,2018-01-19
2018-01-19 06:45:00,7,5,2,2018-01-19
2018-01-19 07:00:00,14,6,8,2018-01-19
2018-01-19 07:15:00,12,6,6,2018-01-19
2018-01-19 07:30:00,28,11,17,2018-01-19
2018-01-19 07:45:00,26,8,18,2018-01-19
2018-01-19 08:00:00,30,5,25,2018-01-19
2018-01-19 08:15:00,29,8,21,2018-01-19
2018-01-19 08:30:00,33,6,27,2018-01-19
2018-01-19 08:45:00,36,7,29,2018-01-19
2018-01-19 09:00:00,19,5,14,2018-01-19
2018-01-19 09:15:00,16,4,12,2018-01-19
2018-01-19 09:30:00,10,2,8,2018-01-19
2018-01-19 09:45:00,11,7,4,2018-01-19
2018-01-19 10:00:00,7,2,5,2018-01-19
2018-01-19 10:15:00,9,2,7,2018-01-19
2018-01-19 10:30:00,8,4,4,2018-01-19
2018-01-19 10:45:00,9,6,3,2018-01-19
2018-01-19 11:00:00,8,3,5,2018-01-19
2018-01-19 11:15:00,14,6,8,2018-01-19
2018-01-19 11:30:00,5,3,2,2018-01-19
2018-01-19 11:45:00,8,4,4,2018-01-19
2018-01-19 12:00:00,17,10,7,2018-01-19
2018-01-19 12:15:00,8,3,5,2018-01-19
2018-01-19 12:30:00,12,8,4,2018-01-19
2018-01-19 12:45:00,12,4,8,2018-01-19
2018-01-19 13:00:00,21,7,14,2018-01-19
2018-01-19 13:15:00,13,9,4,2018-01-19
2018-01-19 13:30:00,16,6,10,2018-01-19
2018-01-19 13:45:00,15,9,6,2018-01-19
2018-01-19 14:00:00,19,9,10,2018-01-19
2018-01-19 14:15:00,25,11,14,2018-01-19
2018-01-19 14:30:00,13,7,6,2018-01-19
2018-01-19 14:45:00,29,13,16,2018-01-19
2018-01-19 15:00:00,22,17,5,2018-01-19
2018-01-19 15:15:00,20,14,6,2018-01-19
2018-01-19 15:30:00,33,23,10,2018-01-19
2018-01-19 15:45:00,36,24,12,2018-01-19
2018-01-19 16:00:00,40,31,9,2018-01-19
2018-01-19 16:15:00,35,22,13,2018-01-19
2018-01-19 16:30:00,36,22,14,2018-01-19
2018-01-19 16:45:00,25,17,8,2018-01-19
2018-01-19 17:00:00,38,18,20,2018-01-19
2018-01-19 17:15:00,35,26,9,2018-01-19
2018-01-19 17:30:00,20,14,6,2018-01-19
2018-01-19 17:45:00,17,13,4,2018-01-19
2018-01-19 18:00:00,16,14,2,2018-01-19
2018-01-19 18:15:00,15,12,3,2018-01-19
2018-01-19 18:30:00,8,5,3,2018-01-19
2018-01-19 18:45:00,4,2,2,2018-01-19
2018-01-19 19:00:00,5,2,3,2018-01-19
2018-01-19 19:15:00,2,0,2,2018-01-19
2018-01-19 19:30:00,15,11,4,2018-01-19
2018-01-19 19:45:00,3,0,3,2018-01-19
2018-01-19 20:00:00,4,3,1,2018-01-19
2018-01-19 20:15:00,2,1,1,2018-01-19
2018-01-19 20:30:00,7,0,7,2018-01-19
2018-01-19 20:45:00,4,3,1,2018-01-19
2018-01-19 21:00:00,2,2,0,2018-01-19
2018-01-19 21:15:00,2,0,2,2018-01-19
2018-01-19 21:30:00,0,0,0,2018-01-19
2018-01-19 21:45:00,0,0,0,2018-01-19
2018-01-19 22:00:00,0,0,0,2018-01-19
2018-01-19 22:15:00,0,0,0,2018-01-19
2018-01-19 22:30:00,0,0,0,2018-01-19
2018-01-19 22:45:00,1,1,0,2018-01-19
2018-01-19 23:00:00,0,0,0,2018-01-19
2018-01-19 23:15:00,1,0,1,2018-01-19
2018-01-19 23:30:00,0,0,0,2018-01-19
2018-01-19 23:45:00,0,0,0,2018-01-19
2018-01-20 00:00:00,0,0,0,2018-01-20
2018-01-20 00:15:00,0,0,0,2018-01-20
2018-01-20 00:30:00,0,0,0,2018-01-20
2018-01-20 00:45:00,0,0,0,2018-01-20
2018-01-20 01:00:00,3,0,3,2018-01-20
2018-01-20 01:15:00,0,0,0,2018-01-20
2018-01-20 01:30:00,0,0,0,2018-01-20
2018-01-20 01:45:00,0,0,0,2018-01-20
2018-01-20 02:00:00,0,0,0,2018-01-20
2018-01-20 02:15:00,0,0,0,2018-01-20
2018-01-20 02:30:00,1,1,0,2018-01-20
2018-01-20 02:45:00,0,0,0,2018-01-20
2018-01-20 03:00:00,0,0,0,2018-01-20
2018-01-20 03:15:00,0,0,0,2018-01-20
2018-01-20 03:30:00,0,0,0,2018-01-20
2018-01-20 03:45:00,0,0,0,2018-01-20
2018-01-20 04:00:00,0,0,0,2018-01-20
2018-01-20 04:15:00,0,0,0,2018-01-20
2018-01-20 04:30:00,0,0,0,2018-01-20
2018-01-20 04:45:00,0,0,0,2018-01-20
2018-01-20 05:00:00,0,0,0,2018-01-20
2018-01-20 05:15:00,0,0,0,2018-01-20
2018-01-20 05:30:00,0,0,0,2018-01-20
2018-01-20 05:45:00,0,0,0,2018-01-20
2018-01-20 06:00:00,1,0,1,2018-01-20
2018-01-20 06:15:00,1,1,0,2018-01-20
2018-01-20 06:30:00,0,0,0,2018-01-20
2018-01-20 06:45:00,1,0,1,2018-01-20
2018-01-20 07:00:00,0,0,0,2018-01-20
2018-01-20 07:15:00,0,0,0,2018-01-20
2018-01-20 07:30:00,2,0,2,2018-01-20
2018-01-20 07:45:00,1,0,1,2018-01-20
2018-01-20 08:00:00,0,0,0,2018-01-20
2018-01-20 08:15:00,2,2,0,2018-01-20
2018-01-20 08:30:00,3,1,2,2018-01-20
2018-01-20 08:45:00,5,2,3,2018-01-20
2018-01-20 09:00:00,7,4,3,2018-01-20
2018-01-20 09:15:00,2,1,1,2018-01-20
2018-01-20 09:30:00,14,9,5,2018-01-20
2018-01-20 09:45:00,11,5,6,2018-01-20
2018-01-20 10:00:00,8,5,3,2018-01-20
2018-01-20 10:15:00,11,5,6,2018-01-20
2018-01-20 10:30:00,10,3,7,2018-01-20
2018-01-20 10:45:00,8,4,4,2018-01-20
2018-01-20 11:00:00,14,8,6,2018-01-20
2018-01-20 11:15:00,11,4,7,2018-01-20
2018-01-20 11:30:00,10,6,4,2018-01-20
2018-01-20 11:45:00,15,10,5,2018-01-20
2018-01-20 12:00:00,14,4,10,2018-01-20
2018-01-20 12:15:00,10,4,6,2018-01-20
2018-01-20 12:30:00,5,5,0,2018-01-20
2018-01-20 12:45:00,10,2,8,2018-01-20
2018-01-20 13:00:00,5,4,1,2018-01-20
2018-01-20 13:15:00,3,2,1,2018-01-20
2018-01-20 13:30:00,9,5,4,2018-01-20
2018-01-20 13:45:00,3,3,0,2018-01-20
2018-01-20 14:00:00,7,5,2,2018-01-20
2018-01-20 14:15:00,4,1,3,2018-01-20
2018-01-20 14:30:00,2,1,1,2018-01-20
2018-01-20 14:45:00,5,2,3,2018-01-20
2018-01-20 15:00:00,5,1,4,2018-01-20
2018-01-20 15:15:00,5,4,1,2018-01-20
2018-01-20 15:30:00,3,2,1,2018-01-20
2018-01-20 15:45:00,2,0,2,2018-01-20
2018-01-20 16:00:00,3,1,2,2018-01-20
2018-01-20 16:15:00,2,0,2,2018-01-20
2018-01-20 16:30:00,2,1,1,2018-01-20
2018-01-20 16:45:00,4,2,2,2018-01-20
2018-01-20 17:00:00,1,1,0,2018-01-20
2018-01-20 17:15:00,3,2,1,2018-01-20
2018-01-20 17:30:00,1,1,0,2018-01-20
2018-01-20 17:45:00,1,0,1,2018-01-20
2018-01-20 18:00:00,1,1,0,2018-01-20
2018-01-20 18:15:00,3,1,2,2018-01-20
2018-01-20 18:30:00,1,1,0,2018-01-20
2018-01-20 18:45:00,4,2,2,2018-01-20
2018-01-20 19:00:00,0,0,0,2018-01-20
2018-01-20 19:15:00,3,2,1,2018-01-20
2018-01-20 19:30:00,1,0,1,2018-01-20
2018-01-20 19:45:00,2,1,1,2018-01-20
2018-01-20 20:00:00,0,0,0,2018-01-20
2018-01-20 20:15:00,0,0,0,2018-01-20
2018-01-20 20:30:00,1,1,0,2018-01-20
2018-01-20 20:45:00,0,0,0,2018-01-20
2018-01-20 21:00:00,1,1,0,2018-01-20
2018-01-20 21:15:00,0,0,0,2018-01-20
2018-01-20 21:30:00,0,0,0,2018-01-20
2018-01-20 21:45:00,0,0,0,2018-01-20
2018-01-20 22:00:00,0,0,0,2018-01-20
2018-01-20 22:15:00,1,1,0,2018-01-20
2018-01-20 22:30:00,1,0,1,2018-01-20
2018-01-20 22:45:00,0,0,0,2018-01-20
2018-01-20 23:00:00,2,0,2,2018-01-20
2018-01-20 23:15:00,1,1,0,2018-01-20
2018-01-20 23:30:00,0,0,0,2018-01-20
2018-01-20 23:45:00,1,1,0,2018-01-20
2018-01-21 00:00:00,0,0,0,2018-01-21
2018-01-21 00:15:00,0,0,0,2018-01-21
2018-01-21 00:30:00,0,0,0,2018-01-21
2018-01-21 00:45:00,3,2,1,2018-01-21
2018-01-21 01:00:00,0,0,0,2018-01-21
2018-01-21 01:15:00,0,0,0,2018-01-21
2018-01-21 01:30:00,1,1,0,2018-01-21
2018-01-21 01:45:00,1,0,1,2018-01-21
2018-01-21 02:00:00,0,0,0,2018-01-21
2018-01-21 02:15:00,0,0,0,2018-01-21
2018-01-21 02:30:00,0,0,0,2018-01-21
2018-01-21 02:45:00,0,0,0,2018-01-21
2018-01-21 03:00:00,0,0,0,2018-01-21
2018-01-21 03:15:00,0,0,0,2018-01-21
2018-01-21 03:30:00,0,0,0,2018-01-21
2018-01-21 03:45:00,0,0,0,2018-01-21
2018-01-21 04:00:00,0,0,0,2018-01-21
2018-01-21 04:15:00,1,1,0,2018-01-21
2018-01-21 04:30:00,0,0,0,2018-01-21
2018-01-21 04:45:00,0,0,0,2018-01-21
2018-01-21 05:00:00,0,0,0,2018-01-21
2018-01-21 05:15:00,1,0,1,2018-01-21
2018-01-21 05:30:00,0,0,0,2018-01-21
2018-01-21 05:45:00,0,0,0,2018-01-21
2018-01-21 06:00:00,0,0,0,2018-01-21
2018-01-21 06:15:00,0,0,0,2018-01-21
2018-01-21 06:30:00,0,0,0,2018-01-21
2018-01-21 06:45:00,0,0,0,2018-01-21
2018-01-21 07:00:00,0,0,0,2018-01-21
2018-01-21 07:15:00,0,0,0,2018-01-21
2018-01-21 07:30:00,0,0,0,2018-01-21
2018-01-21 07:45:00,1,0,1,2018-01-21
2018-01-21 08:00:00,1,0,1,2018-01-21
2018-01-21 08:15:00,2,1,1,2018-01-21
2018-01-21 08:30:00,0,0,0,2018-01-21
2018-01-21 08:45:00,7,1,6,2018-01-21
2018-01-21 09:00:00,7,5,2,2018-01-21
2018-01-21 09:15:00,8,2,6,2018-01-21
2018-01-21 09:30:00,4,3,1,2018-01-21
2018-01-21 09:45:00,15,9,6,2018-01-21
2018-01-21 10:00:00,9,2,7,2018-01-21
2018-01-21 10:15:00,16,12,4,2018-01-21
2018-01-21 10:30:00,18,7,11,2018-01-21
2018-01-21 10:45:00,17,4,13,2018-01-21
2018-01-21 11:00:00,15,10,5,2018-01-21
2018-01-21 11:15:00,19,10,9,2018-01-21
2018-01-21 11:30:00,20,7,13,2018-01-21
2018-01-21 11:45:00,19,11,8,2018-01-21
2018-01-21 12:00:00,34,14,20,2018-01-21
2018-01-21 12:15:00,24,7,17,2018-01-21
2018-01-21 12:30:00,14,3,11,2018-01-21
2018-01-21 12:45:00,21,14,7,2018-01-21
2018-01-21 13:00:00,20,9,11,2018-01-21
2018-01-21 13:15:00,15,5,10,2018-01-21
2018-01-21 13:30:00,25,10,15,2018-01-21
2018-01-21 13:45:00,24,11,13,2018-01-21
2018-01-21 14:00:00,27,11,16,2018-01-21
2018-01-21 14:15:00,17,10,7,2018-01-21
2018-01-21 14:30:00,27,13,14,2018-01-21
2018-01-21 14:45:00,44,23,21,2018-01-21
2018-01-21 15:00:00,30,21,9,2018-01-21
2018-01-21 15:15:00,18,6,12,2018-01-21
2018-01-21 15:30:00,27,15,12,2018-01-21
2018-01-21 15:45:00,27,13,14,2018-01-21
2018-01-21 16:00:00,32,23,9,2018-01-21
2018-01-21 16:15:00,26,16,10,2018-01-21
2018-01-21 16:30:00,32,18,14,2018-01-21
2018-01-21 16:45:00,12,7,5,2018-01-21
2018-01-21 17:00:00,17,15,2,2018-01-21
2018-01-21 17:15:00,15,12,3,2018-01-21
2018-01-21 17:30:00,18,13,5,2018-01-21
2018-01-21 17:45:00,9,6,3,2018-01-21
2018-01-21 18:00:00,5,2,3,2018-01-21
2018-01-21 18:15:00,4,4,0,2018-01-21
2018-01-21 18:30:00,1,0,1,2018-01-21
2018-01-21 18:45:00,0,0,0,2018-01-21
2018-01-21 19:00:00,2,0,2,2018-01-21
2018-01-21 19:15:00,0,0,0,2018-01-21
2018-01-21 19:30:00,1,1,0,2018-01-21
2018-01-21 19:45:00,2,0,2,2018-01-21
2018-01-21 20:00:00,0,0,0,2018-01-21
2018-01-21 20:15:00,0,0,0,2018-01-21
2018-01-21 20:30:00,5,1,4,2018-01-21
2018-01-21 20:45:00,2,1,1,2018-01-21
2018-01-21 21:00:00,4,4,0,2018-01-21
2018-01-21 21:15:00,0,0,0,2018-01-21
2018-01-21 21:30:00,1,0,1,2018-01-21
2018-01-21 21:45:00,0,0,0,2018-01-21
2018-01-21 22:00:00,1,0,1,2018-01-21
2018-01-21 22:15:00,3,2,1,2018-01-21
2018-01-21 22:30:00,1,1,0,2018-01-21
2018-01-21 22:45:00,0,0,0,2018-01-21
2018-01-21 23:00:00,0,0,0,2018-01-21
2018-01-21 23:15:00,0,0,0,2018-01-21
2018-01-21 23:30:00,0,0,0,2018-01-21
2018-01-21 23:45:00,0,0,0,2018-01-21
2018-01-22 00:00:00,0,0,0,2018-01-22
2018-01-22 00:15:00,0,0,0,2018-01-22
2018-01-22 00:30:00,0,0,0,2018-01-22
2018-01-22 00:45:00,0,0,0,2018-01-22
2018-01-22 01:00:00,0,0,0,2018-01-22
2018-01-22 01:15:00,0,0,0,2018-01-22
2018-01-22 01:30:00,0,0,0,2018-01-22
2018-01-22 01:45:00,0,0,0,2018-01-22
2018-01-22 02:00:00,0,0,0,2018-01-22
2018-01-22 02:15:00,0,0,0,2018-01-22
