time,Rhenusallee,Rhenusallee Ri. Beuel,Rhenusallee Ri. Oberkassel,days
2018-01-01 00:00:00,0,0,0,2018-01-01
2018-01-01 00:15:00,0,0,0,2018-01-01
2018-01-01 00:30:00,2,2,0,2018-01-01
2018-01-01 00:45:00,5,1,4,2018-01-01
2018-01-01 01:00:00,1,0,1,2018-01-01
2018-01-01 01:15:00,0,0,0,2018-01-01
2018-01-01 01:30:00,2,2,0,2018-01-01
2018-01-01 01:45:00,0,0,0,2018-01-01
2018-01-01 02:00:00,1,0,1,2018-01-01
2018-01-01 02:15:00,1,1,0,2018-01-01
2018-01-01 02:30:00,4,0,4,2018-01-01
2018-01-01 02:45:00,2,1,1,2018-01-01
2018-01-01 03:00:00,1,0,1,2018-01-01
2018-01-01 03:15:00,0,0,0,2018-01-01
2018-01-01 03:30:00,3,2,1,2018-01-01
2018-01-01 03:45:00,0,0,0,2018-01-01
2018-01-01 04:00:00,2,1,1,2018-01-01
2018-01-01 04:15:00,0,0,0,2018-01-01
2018-01-01 04:30:00,2,2,0,2018-01-01
2018-01-01 04:45:00,0,0,0,2018-01-01
2018-01-01 05:00:00,0,0,0,2018-01-01
2018-01-01 05:15:00,0,0,0,2018-01-01
2018-01-01 05:30:00,0,0,0,2018-01-01
2018-01-01 05:45:00,0,0,0,2018-01-01
2018-01-01 06:00:00,0,0,0,2018-01-01
2018-01-01 06:15:00,2,1,1,2018-01-01
2018-01-01 06:30:00,1,0,1,2018-01-01
2018-01-01 06:45:00,0,0,0,2018-01-01
2018-01-01 07:00:00,1,1,0,2018-01-01
2018-01-01 07:15:00,0,0,0,2018-01-01
2018-01-01 07:30:00,1,0,1,2018-01-01
2018-01-01 07:45:00,0,0,0,2018-01-01
2018-01-01 08:00:00,0,0,0,2018-01-01
2018-01-01 08:15:00,3,3,0,2018-01-01
2018-01-01 08:30:00,0,0,0,2018-01-01
2018-01-01 08:45:00,1,0,1,2018-01-01
2018-01-01 09:00:00,1,0,1,2018-01-01
2018-01-01 09:15:00,3,1,2,2018-01-01
2018-01-01 09:30:00,4,2,2,2018-01-01
2018-01-01 09:45:00,10,6,4,2018-01-01
2018-01-01 10:00:00,1,0,1,2018-01-01
2018-01-01 10:15:00,4,2,2,2018-01-01
2018-01-01 10:30:00,8,3,5,2018-01-01
2018-01-01 10:45:00,4,1,3,2018-01-01
2018-01-01 11:00:00,7,1,6,2018-01-01
2018-01-01 11:15:00,10,6,4,2018-01-01
2018-01-01 11:30:00,19,7,12,2018-01-01
2018-01-01 11:45:00,23,11,12,2018-01-01
2018-01-01 12:00:00,23,11,12,2018-01-01
2018-01-01 12:15:00,34,18,16,2018-01-01
2018-01-01 12:30:00,35,16,19,2018-01-01
2018-01-01 12:45:00,38,19,19,2018-01-01
2018-01-01 13:00:00,43,24,19,2018-01-01
2018-01-01 13:15:00,35,12,23,2018-01-01
2018-01-01 13:30:00,24,14,10,2018-01-01
2018-01-01 13:45:00,34,19,15,2018-01-01
2018-01-01 14:00:00,31,14,17,2018-01-01
2018-01-01 14:15:00,34,26,8,2018-01-01
2018-01-01 14:30:00,21,11,10,2018-01-01
2018-01-01 14:45:00,21,9,12,2018-01-01
2018-01-01 15:00:00,26,16,10,2018-01-01
2018-01-01 15:15:00,21,12,9,2018-01-01
2018-01-01 15:30:00,9,8,1,2018-01-01
2018-01-01 15:45:00,10,10,0,2018-01-01
2018-01-01 16:00:00,23,10,13,2018-01-01
2018-01-01 16:15:00,12,6,6,2018-01-01
2018-01-01 16:30:00,6,3,3,2018-01-01
2018-01-01 16:45:00,4,2,2,2018-01-01
2018-01-01 17:00:00,4,4,0,2018-01-01
2018-01-01 17:15:00,2,2,0,2018-01-01
2018-01-01 17:30:00,4,1,3,2018-01-01
2018-01-01 17:45:00,2,0,2,2018-01-01
2018-01-01 18:00:00,1,1,0,2018-01-01
2018-01-01 18:15:00,0,0,0,2018-01-01
2018-01-01 18:30:00,2,1,1,2018-01-01
2018-01-01 18:45:00,0,0,0,2018-01-01
2018-01-01 19:00:00,5,4,1,2018-01-01
2018-01-01 19:15:00,2,1,1,2018-01-01
2018-01-01 19:30:00,0,0,0,2018-01-01
2018-01-01 19:45:00,1,0,1,2018-01-01
2018-01-01 20:00:00,0,0,0,2018-01-01
2018-01-01 20:15:00,1,1,0,2018-01-01
2018-01-01 20:30:00,2,1,1,2018-01-01
2018-01-01 20:45:00,1,1,0,2018-01-01
2018-01-01 21:00:00,0,0,0,2018-01-01
2018-01-01 21:15:00,0,0,0,2018-01-01
2018-01-01 21:30:00,0,0,0,2018-01-01
2018-01-01 21:45:00,0,0,0,2018-01-01
2018-01-01 22:00:00,0,0,0,2018-01-01
2018-01-01 22:15:00,0,0,0,2018-01-01
2018-01-01 22:30:00,0,0,0,2018-01-01
2018-01-01 22:45:00,0,0,0,2018-01-01
2018-01-01 23:00:00,0,0,0,2018-01-01
2018-01-01 23:15:00,0,0,0,2018-01-01
2018-01-01 23:30:00,1,1,0,2018-01-01
2018-01-01 23:45:00,0,0,0,2018-01-01
2018-02-01 00:00:00,0,0,0,2018-02-01
2018-02-01 00:15:00,0,0,0,2018-02-01
2018-02-01 00:30:00,0,0,0,2018-02-01
2018-02-01 00:45:00,0,0,0,2018-02-01
2018-02-01 01:00:00,0,0,0,2018-02-01
2018-02-01 01:15:00,0,0,0,2018-02-01
2018-02-01 01:30:00,0,0,0,2018-02-01
2018-02-01 01:45:00,0,0,0,2018-02-01
2018-02-01 02:00:00,0,0,0,2018-02-01
2018-02-01 02:15:00,0,0,0,2018-02-01
2018-02-01 02:30:00,0,0,0,2018-02-01
2018-02-01 02:45:00,0,0,0,2018-02-01
2018-02-01 03:00:00,0,0,0,2018-02-01
2018-02-01 03:15:00,0,0,0,2018-02-01
2018-02-01 03:30:00,0,0,0,2018-02-01
2018-02-01 03:45:00,0,0,0,2018-02-01
2018-02-01 04:00:00,0,0,0,2018-02-01
2018-02-01 04:15:00,0,0,0,2018-02-01
2018-02-01 04:30:00,0,0,0,2018-02-01
2018-02-01 04:45:00,0,0,0,2018-02-01
2018-02-01 05:00:00,1,1,0,2018-02-01
2018-02-01 05:15:00,1,1,0,2018-02-01
2018-02-01 05:30:00,2,1,1,2018-02-01
2018-02-01 05:45:00,2,0,2,2018-02-01
2018-02-01 06:00:00,4,2,2,2018-02-01
2018-02-01 06:15:00,3,0,3,2018-02-01
2018-02-01 06:30:00,1,0,1,2018-02-01
2018-02-01 06:45:00,11,6,5,2018-02-01
2018-02-01 07:00:00,3,0,3,2018-02-01
2018-02-01 07:15:00,9,2,7,2018-02-01
2018-02-01 07:30:00,11,5,6,2018-02-01
2018-02-01 07:45:00,17,8,9,2018-02-01
2018-02-01 08:00:00,17,5,12,2018-02-01
2018-02-01 08:15:00,19,8,11,2018-02-01
2018-02-01 08:30:00,16,2,14,2018-02-01
2018-02-01 08:45:00,18,5,13,2018-02-01
2018-02-01 09:00:00,20,5,15,2018-02-01
2018-02-01 09:15:00,14,4,10,2018-02-01
2018-02-01 09:30:00,6,1,5,2018-02-01
2018-02-01 09:45:00,9,4,5,2018-02-01
2018-02-01 10:00:00,5,3,2,2018-02-01
2018-02-01 10:15:00,8,3,5,2018-02-01
2018-02-01 10:30:00,6,1,5,2018-02-01
2018-02-01 10:45:00,7,4,3,2018-02-01
2018-02-01 11:00:00,7,4,3,2018-02-01
2018-02-01 11:15:00,15,6,9,2018-02-01
2018-02-01 11:30:00,6,4,2,2018-02-01
2018-02-01 11:45:00,11,6,5,2018-02-01
2018-02-01 12:00:00,10,6,4,2018-02-01
2018-02-01 12:15:00,9,5,4,2018-02-01
2018-02-01 12:30:00,7,2,5,2018-02-01
2018-02-01 12:45:00,13,7,6,2018-02-01
2018-02-01 13:00:00,6,2,4,2018-02-01
2018-02-01 13:15:00,9,5,4,2018-02-01
2018-02-01 13:30:00,15,9,6,2018-02-01
2018-02-01 13:45:00,12,5,7,2018-02-01
2018-02-01 14:00:00,9,5,4,2018-02-01
2018-02-01 14:15:00,16,7,9,2018-02-01
2018-02-01 14:30:00,14,9,5,2018-02-01
2018-02-01 14:45:00,19,8,11,2018-02-01
2018-02-01 15:00:00,17,10,7,2018-02-01
2018-02-01 15:15:00,28,9,19,2018-02-01
2018-02-01 15:30:00,22,12,10,2018-02-01
2018-02-01 15:45:00,15,11,4,2018-02-01
2018-02-01 16:00:00,18,10,8,2018-02-01
2018-02-01 16:15:00,23,10,13,2018-02-01
2018-02-01 16:30:00,18,11,7,2018-02-01
2018-02-01 16:45:00,25,11,14,2018-02-01
2018-02-01 17:00:00,27,21,6,2018-02-01
2018-02-01 17:15:00,18,8,10,2018-02-01
2018-02-01 17:30:00,16,9,7,2018-02-01
2018-02-01 17:45:00,20,10,10,2018-02-01
2018-02-01 18:00:00,12,9,3,2018-02-01
2018-02-01 18:15:00,12,8,4,2018-02-01
2018-02-01 18:30:00,16,11,5,2018-02-01
2018-02-01 18:45:00,9,5,4,2018-02-01
2018-02-01 19:00:00,3,3,0,2018-02-01
2018-02-01 19:15:00,2,1,1,2018-02-01
2018-02-01 19:30:00,4,4,0,2018-02-01
2018-02-01 19:45:00,6,3,3,2018-02-01
2018-02-01 20:00:00,2,2,0,2018-02-01
2018-02-01 20:15:00,2,2,0,2018-02-01
2018-02-01 20:30:00,1,1,0,2018-02-01
2018-02-01 20:45:00,0,0,0,2018-02-01
2018-02-01 21:00:00,3,0,3,2018-02-01
2018-02-01 21:15:00,0,0,0,2018-02-01
2018-02-01 21:30:00,0,0,0,2018-02-01
2018-02-01 21:45:00,0,0,0,2018-02-01
2018-02-01 22:00:00,0,0,0,2018-02-01
2018-02-01 22:15:00,0,0,0,2018-02-01
2018-02-01 22:30:00,2,0,2,2018-02-01
2018-02-01 22:45:00,0,0,0,2018-02-01
2018-02-01 23:00:00,0,0,0,2018-02-01
2018-02-01 23:15:00,0,0,0,2018-02-01
2018-02-01 23:30:00,2,0,2,2018-02-01
2018-02-01 23:45:00,0,0,0,2018-02-01
2018-03-01 00:00:00,0,0,0,2018-03-01
2018-03-01 00:15:00,0,0,0,2018-03-01
2018-03-01 00:30:00,1,0,1,2018-03-01
2018-03-01 00:45:00,1,0,1,2018-03-01
2018-03-01 01:00:00,0,0,0,2018-03-01
2018-03-01 01:15:00,0,0,0,2018-03-01
2018-03-01 01:30:00,0,0,0,2018-03-01
2018-03-01 01:45:00,0,0,0,2018-03-01
2018-03-01 02:00:00,6,4,2,2018-03-01
2018-03-01 02:15:00,0,0,0,2018-03-01
2018-03-01 02:30:00,0,0,0,2018-03-01
2018-03-01 02:45:00,0,0,0,2018-03-01
2018-03-01 03:00:00,0,0,0,2018-03-01
2018-03-01 03:15:00,2,0,2,2018-03-01
2018-03-01 03:30:00,0,0,0,2018-03-01
2018-03-01 03:45:00,0,0,0,2018-03-01
2018-03-01 04:00:00,0,0,0,2018-03-01
2018-03-01 04:15:00,0,0,0,2018-03-01
2018-03-01 04:30:00,0,0,0,2018-03-01
2018-03-01 04:45:00,0,0,0,2018-03-01
2018-03-01 05:00:00,2,0,2,2018-03-01
2018-03-01 05:15:00,0,0,0,2018-03-01
2018-03-01 05:30:00,1,0,1,2018-03-01
2018-03-01 05:45:00,2,1,1,2018-03-01
2018-03-01 06:00:00,2,0,2,2018-03-01
2018-03-01 06:15:00,3,1,2,2018-03-01
2018-03-01 06:30:00,4,2,2,2018-03-01
2018-03-01 06:45:00,4,2,2,2018-03-01
2018-03-01 07:00:00,2,0,2,2018-03-01
2018-03-01 07:15:00,9,4,5,2018-03-01
2018-03-01 07:30:00,12,4,8,2018-03-01
2018-03-01 07:45:00,13,5,8,2018-03-01
2018-03-01 08:00:00,11,2,9,2018-03-01
2018-03-01 08:15:00,27,3,24,2018-03-01
2018-03-01 08:30:00,21,3,18,2018-03-01
2018-03-01 08:45:00,21,4,17,2018-03-01
2018-03-01 09:00:00,8,2,6,2018-03-01
2018-03-01 09:15:00,14,6,8,2018-03-01
2018-03-01 09:30:00,10,4,6,2018-03-01
2018-03-01 09:45:00,5,2,3,2018-03-01
2018-03-01 10:00:00,6,0,6,2018-03-01
2018-03-01 10:15:00,4,2,2,2018-03-01
2018-03-01 10:30:00,2,1,1,2018-03-01
2018-03-01 10:45:00,3,2,1,2018-03-01
2018-03-01 11:00:00,4,2,2,2018-03-01
2018-03-01 11:15:00,6,2,4,2018-03-01
2018-03-01 11:30:00,4,1,3,2018-03-01
2018-03-01 11:45:00,6,2,4,2018-03-01
2018-03-01 12:00:00,4,3,1,2018-03-01
2018-03-01 12:15:00,3,2,1,2018-03-01
2018-03-01 12:30:00,5,3,2,2018-03-01
2018-03-01 12:45:00,4,3,1,2018-03-01
2018-03-01 13:00:00,3,0,3,2018-03-01
2018-03-01 13:15:00,4,3,1,2018-03-01
2018-03-01 13:30:00,2,2,0,2018-03-01
2018-03-01 13:45:00,6,6,0,2018-03-01
2018-03-01 14:00:00,5,3,2,2018-03-01
2018-03-01 14:15:00,4,1,3,2018-03-01
2018-03-01 14:30:00,12,7,5,2018-03-01
2018-03-01 14:45:00,2,1,1,2018-03-01
2018-03-01 15:00:00,8,7,1,2018-03-01
2018-03-01 15:15:00,6,5,1,2018-03-01
2018-03-01 15:30:00,3,1,2,2018-03-01
2018-03-01 15:45:00,17,15,2,2018-03-01
2018-03-01 16:00:00,10,5,5,2018-03-01
2018-03-01 16:15:00,9,9,0,2018-03-01
2018-03-01 16:30:00,16,13,3,2018-03-01
2018-03-01 16:45:00,10,7,3,2018-03-01
2018-03-01 17:00:00,10,8,2,2018-03-01
2018-03-01 17:15:00,17,7,10,2018-03-01
2018-03-01 17:30:00,12,6,6,2018-03-01
2018-03-01 17:45:00,11,4,7,2018-03-01
2018-03-01 18:00:00,4,3,1,2018-03-01
2018-03-01 18:15:00,10,8,2,2018-03-01
2018-03-01 18:30:00,10,8,2,2018-03-01
2018-03-01 18:45:00,11,10,1,2018-03-01
2018-03-01 19:00:00,3,2,1,2018-03-01
2018-03-01 19:15:00,3,3,0,2018-03-01
2018-03-01 19:30:00,3,2,1,2018-03-01
2018-03-01 19:45:00,5,5,0,2018-03-01
2018-03-01 20:00:00,3,2,1,2018-03-01
2018-03-01 20:15:00,5,2,3,2018-03-01
2018-03-01 20:30:00,1,1,0,2018-03-01
2018-03-01 20:45:00,0,0,0,2018-03-01
2018-03-01 21:00:00,1,1,0,2018-03-01
2018-03-01 21:15:00,1,1,0,2018-03-01
2018-03-01 21:30:00,2,0,2,2018-03-01
2018-03-01 21:45:00,0,0,0,2018-03-01
2018-03-01 22:00:00,1,0,1,2018-03-01
2018-03-01 22:15:00,1,1,0,2018-03-01
2018-03-01 22:30:00,0,0,0,2018-03-01
2018-03-01 22:45:00,1,0,1,2018-03-01
2018-03-01 23:00:00,0,0,0,2018-03-01
2018-03-01 23:15:00,1,0,1,2018-03-01
2018-03-01 23:30:00,0,0,0,2018-03-01
2018-03-01 23:45:00,0,0,0,2018-03-01
2018-04-01 00:00:00,0,0,0,2018-04-01
2018-04-01 00:15:00,1,0,1,2018-04-01
2018-04-01 00:30:00,0,0,0,2018-04-01
2018-04-01 00:45:00,0,0,0,2018-04-01
2018-04-01 01:00:00,0,0,0,2018-04-01
2018-04-01 01:15:00,0,0,0,2018-04-01
2018-04-01 01:30:00,0,0,0,2018-04-01
2018-04-01 01:45:00,0,0,0,2018-04-01
2018-04-01 02:00:00,0,0,0,2018-04-01
2018-04-01 02:15:00,0,0,0,2018-04-01
2018-04-01 02:30:00,0,0,0,2018-04-01
2018-04-01 02:45:00,0,0,0,2018-04-01
2018-04-01 03:00:00,0,0,0,2018-04-01
2018-04-01 03:15:00,0,0,0,2018-04-01
2018-04-01 03:30:00,0,0,0,2018-04-01
2018-04-01 03:45:00,0,0,0,2018-04-01
2018-04-01 04:00:00,0,0,0,2018-04-01
2018-04-01 04:15:00,0,0,0,2018-04-01
2018-04-01 04:30:00,0,0,0,2018-04-01
2018-04-01 04:45:00,0,0,0,2018-04-01
2018-04-01 05:00:00,0,0,0,2018-04-01
2018-04-01 05:15:00,1,0,1,2018-04-01
2018-04-01 05:30:00,0,0,0,2018-04-01
2018-04-01 05:45:00,3,0,3,2018-04-01
2018-04-01 06:00:00,1,0,1,2018-04-01
2018-04-01 06:15:00,4,2,2,2018-04-01
2018-04-01 06:30:00,6,2,4,2018-04-01
2018-04-01 06:45:00,9,5,4,2018-04-01
2018-04-01 07:00:00,7,4,3,2018-04-01
2018-04-01 07:15:00,7,1,6,2018-04-01
2018-04-01 07:30:00,16,3,13,2018-04-01
2018-04-01 07:45:00,20,6,14,2018-04-01
2018-04-01 08:00:00,14,1,13,2018-04-01
2018-04-01 08:15:00,28,6,22,2018-04-01
2018-04-01 08:30:00,36,12,24,2018-04-01
2018-04-01 08:45:00,25,2,23,2018-04-01
2018-04-01 09:00:00,24,4,20,2018-04-01
2018-04-01 09:15:00,14,3,11,2018-04-01
2018-04-01 09:30:00,7,2,5,2018-04-01
2018-04-01 09:45:00,12,3,9,2018-04-01
2018-04-01 10:00:00,10,2,8,2018-04-01
2018-04-01 10:15:00,4,1,3,2018-04-01
2018-04-01 10:30:00,3,3,0,2018-04-01
2018-04-01 10:45:00,3,3,0,2018-04-01
2018-04-01 11:00:00,3,1,2,2018-04-01
2018-04-01 11:15:00,1,1,0,2018-04-01
2018-04-01 11:30:00,10,6,4,2018-04-01
2018-04-01 11:45:00,4,1,3,2018-04-01
2018-04-01 12:00:00,3,3,0,2018-04-01
2018-04-01 12:15:00,1,1,0,2018-04-01
2018-04-01 12:30:00,0,0,0,2018-04-01
2018-04-01 12:45:00,2,1,1,2018-04-01
2018-04-01 13:00:00,3,1,2,2018-04-01
2018-04-01 13:15:00,0,0,0,2018-04-01
2018-04-01 13:30:00,1,1,0,2018-04-01
2018-04-01 13:45:00,2,1,1,2018-04-01
2018-04-01 14:00:00,4,3,1,2018-04-01
2018-04-01 14:15:00,2,2,0,2018-04-01
2018-04-01 14:30:00,8,5,3,2018-04-01
2018-04-01 14:45:00,8,4,4,2018-04-01
2018-04-01 15:00:00,7,6,1,2018-04-01
2018-04-01 15:15:00,7,5,2,2018-04-01
2018-04-01 15:30:00,10,7,3,2018-04-01
2018-04-01 15:45:00,11,7,4,2018-04-01
2018-04-01 16:00:00,10,8,2,2018-04-01
2018-04-01 16:15:00,20,13,7,2018-04-01
2018-04-01 16:30:00,12,12,0,2018-04-01
2018-04-01 16:45:00,24,13,11,2018-04-01
2018-04-01 17:00:00,19,14,5,2018-04-01
2018-04-01 17:15:00,25,19,6,2018-04-01
2018-04-01 17:30:00,18,11,7,2018-04-01
2018-04-01 17:45:00,19,12,7,2018-04-01
2018-04-01 18:00:00,14,14,0,2018-04-01
2018-04-01 18:15:00,11,9,2,2018-04-01
2018-04-01 18:30:00,13,7,6,2018-04-01
2018-04-01 18:45:00,15,10,5,2018-04-01
2018-04-01 19:00:00,2,2,0,2018-04-01
2018-04-01 19:15:00,5,3,2,2018-04-01
2018-04-01 19:30:00,10,5,5,2018-04-01
2018-04-01 19:45:00,2,1,1,2018-04-01
2018-04-01 20:00:00,6,4,2,2018-04-01
2018-04-01 20:15:00,2,1,1,2018-04-01
2018-04-01 20:30:00,5,4,1,2018-04-01
2018-04-01 20:45:00,2,1,1,2018-04-01
2018-04-01 21:00:00,4,0,4,2018-04-01
2018-04-01 21:15:00,2,0,2,2018-04-01
2018-04-01 21:30:00,2,1,1,2018-04-01
2018-04-01 21:45:00,1,0,1,2018-04-01
2018-04-01 22:00:00,4,0,4,2018-04-01
2018-04-01 22:15:00,2,1,1,2018-04-01
2018-04-01 22:30:00,4,1,3,2018-04-01
2018-04-01 22:45:00,0,0,0,2018-04-01
2018-04-01 23:00:00,1,1,0,2018-04-01
2018-04-01 23:15:00,0,0,0,2018-04-01
2018-04-01 23:30:00,0,0,0,2018-04-01
2018-04-01 23:45:00,1,1,0,2018-04-01
2018-05-01 00:00:00,0,0,0,2018-05-01
2018-05-01 00:15:00,0,0,0,2018-05-01
2018-05-01 00:30:00,0,0,0,2018-05-01
2018-05-01 00:45:00,0,0,0,2018-05-01
2018-05-01 01:00:00,0,0,0,2018-05-01
2018-05-01 01:15:00,0,0,0,2018-05-01
2018-05-01 01:30:00,1,1,0,2018-05-01
2018-05-01 01:45:00,0,0,0,2018-05-01
2018-05-01 02:00:00,0,0,0,2018-05-01
2018-05-01 02:15:00,0,0,0,2018-05-01
2018-05-01 02:30:00,0,0,0,2018-05-01
2018-05-01 02:45:00,0,0,0,2018-05-01
2018-05-01 03:00:00,0,0,0,2018-05-01
2018-05-01 03:15:00,0,0,0,2018-05-01
2018-05-01 03:30:00,0,0,0,2018-05-01
2018-05-01 03:45:00,0,0,0,2018-05-01
2018-05-01 04:00:00,0,0,0,2018-05-01
2018-05-01 04:15:00,0,0,0,2018-05-01
2018-05-01 04:30:00,0,0,0,2018-05-01
2018-05-01 04:45:00,0,0,0,2018-05-01
2018-05-01 05:00:00,0,0,0,2018-05-01
2018-05-01 05:15:00,0,0,0,2018-05-01
2018-05-01 05:30:00,1,0,1,2018-05-01
2018-05-01 05:45:00,3,2,1,2018-05-01
2018-05-01 06:00:00,2,1,1,2018-05-01
2018-05-01 06:15:00,4,1,3,2018-05-01
2018-05-01 06:30:00,4,3,1,2018-05-01
2018-05-01 06:45:00,7,4,3,2018-05-01
2018-05-01 07:00:00,6,3,3,2018-05-01
2018-05-01 07:15:00,7,2,5,2018-05-01
2018-05-01 07:30:00,15,5,10,2018-05-01
2018-05-01 07:45:00,21,6,15,2018-05-01
2018-05-01 08:00:00,24,7,17,2018-05-01
2018-05-01 08:15:00,32,10,22,2018-05-01
2018-05-01 08:30:00,23,5,18,2018-05-01
2018-05-01 08:45:00,24,2,22,2018-05-01
2018-05-01 09:00:00,25,5,20,2018-05-01
2018-05-01 09:15:00,14,4,10,2018-05-01
2018-05-01 09:30:00,9,3,6,2018-05-01
2018-05-01 09:45:00,8,7,1,2018-05-01
2018-05-01 10:00:00,6,1,5,2018-05-01
2018-05-01 10:15:00,15,7,8,2018-05-01
2018-05-01 10:30:00,9,5,4,2018-05-01
2018-05-01 10:45:00,9,5,4,2018-05-01
2018-05-01 11:00:00,13,8,5,2018-05-01
2018-05-01 11:15:00,21,8,13,2018-05-01
2018-05-01 11:30:00,16,9,7,2018-05-01
2018-05-01 11:45:00,30,18,12,2018-05-01
2018-05-01 12:00:00,21,10,11,2018-05-01
2018-05-01 12:15:00,14,9,5,2018-05-01
2018-05-01 12:30:00,18,5,13,2018-05-01
2018-05-01 12:45:00,10,5,5,2018-05-01
2018-05-01 13:00:00,12,4,8,2018-05-01
2018-05-01 13:15:00,21,8,13,2018-05-01
2018-05-01 13:30:00,17,6,11,2018-05-01
2018-05-01 13:45:00,20,13,7,2018-05-01
2018-05-01 14:00:00,12,6,6,2018-05-01
2018-05-01 14:15:00,33,15,18,2018-05-01
2018-05-01 14:30:00,21,14,7,2018-05-01
2018-05-01 14:45:00,22,13,9,2018-05-01
2018-05-01 15:00:00,24,16,8,2018-05-01
2018-05-01 15:15:00,42,24,18,2018-05-01
2018-05-01 15:30:00,27,20,7,2018-05-01
2018-05-01 15:45:00,29,18,11,2018-05-01
2018-05-01 16:00:00,40,28,12,2018-05-01
2018-05-01 16:15:00,43,26,17,2018-05-01
2018-05-01 16:30:00,29,19,10,2018-05-01
2018-05-01 16:45:00,29,13,16,2018-05-01
2018-05-01 17:00:00,28,22,6,2018-05-01
2018-05-01 17:15:00,22,16,6,2018-05-01
2018-05-01 17:30:00,26,20,6,2018-05-01
2018-05-01 17:45:00,12,9,3,2018-05-01
2018-05-01 18:00:00,14,6,8,2018-05-01
2018-05-01 18:15:00,15,8,7,2018-05-01
2018-05-01 18:30:00,11,6,5,2018-05-01
2018-05-01 18:45:00,7,3,4,2018-05-01
2018-05-01 19:00:00,13,8,5,2018-05-01
2018-05-01 19:15:00,7,3,4,2018-05-01
2018-05-01 19:30:00,5,2,3,2018-05-01
2018-05-01 19:45:00,4,2,2,2018-05-01
2018-05-01 20:00:00,3,2,1,2018-05-01
2018-05-01 20:15:00,7,4,3,2018-05-01
2018-05-01 20:30:00,5,4,1,2018-05-01
2018-05-01 20:45:00,4,2,2,2018-05-01
2018-05-01 21:00:00,1,0,1,2018-05-01
2018-05-01 21:15:00,2,0,2,2018-05-01
2018-05-01 21:30:00,1,0,1,2018-05-01
2018-05-01 21:45:00,1,1,0,2018-05-01
2018-05-01 22:00:00,0,0,0,2018-05-01
2018-05-01 22:15:00,2,1,1,2018-05-01
2018-05-01 22:30:00,3,2,1,2018-05-01
2018-05-01 22:45:00,1,1,0,2018-05-01
2018-05-01 23:00:00,4,2,2,2018-05-01
2018-05-01 23:15:00,0,0,0,2018-05-01
2018-05-01 23:30:00,0,0,0,2018-05-01
2018-05-01 23:45:00,0,0,0,2018-05-01
2018-06-01 00:00:00,0,0,0,2018-06-01
2018-06-01 00:15:00,0,0,0,2018-06-01
2018-06-01 00:30:00,1,1,0,2018-06-01
2018-06-01 00:45:00,0,0,0,2018-06-01
2018-06-01 01:00:00,0,0,0,2018-06-01
2018-06-01 01:15:00,0,0,0,2018-06-01
2018-06-01 01:30:00,0,0,0,2018-06-01
2018-06-01 01:45:00,0,0,0,2018-06-01
2018-06-01 02:00:00,0,0,0,2018-06-01
2018-06-01 02:15:00,1,0,1,2018-06-01
2018-06-01 02:30:00,0,0,0,2018-06-01
2018-06-01 02:45:00,0,0,0,2018-06-01
2018-06-01 03:00:00,0,0,0,2018-06-01
2018-06-01 03:15:00,0,0,0,2018-06-01
2018-06-01 03:30:00,0,0,0,2018-06-01
2018-06-01 03:45:00,1,0,1,2018-06-01
2018-06-01 04:00:00,0,0,0,2018-06-01
2018-06-01 04:15:00,0,0,0,2018-06-01
2018-06-01 04:30:00,0,0,0,2018-06-01
2018-06-01 04:45:00,0,0,0,2018-06-01
2018-06-01 05:00:00,0,0,0,2018-06-01
2018-06-01 05:15:00,0,0,0,2018-06-01
2018-06-01 05:30:00,0,0,0,2018-06-01
2018-06-01 05:45:00,0,0,0,2018-06-01
2018-06-01 06:00:00,1,0,1,2018-06-01
2018-06-01 06:15:00,3,2,1,2018-06-01
2018-06-01 06:30:00,1,1,0,2018-06-01
2018-06-01 06:45:00,2,2,0,2018-06-01
2018-06-01 07:00:00,3,2,1,2018-06-01
2018-06-01 07:15:00,1,0,1,2018-06-01
2018-06-01 07:30:00,1,1,0,2018-06-01
2018-06-01 07:45:00,1,0,1,2018-06-01
2018-06-01 08:00:00,1,0,1,2018-06-01
2018-06-01 08:15:00,0,0,0,2018-06-01
2018-06-01 08:30:00,1,0,1,2018-06-01
2018-06-01 08:45:00,4,0,4,2018-06-01
2018-06-01 09:00:00,6,0,6,2018-06-01
2018-06-01 09:15:00,8,5,3,2018-06-01
2018-06-01 09:30:00,7,5,2,2018-06-01
2018-06-01 09:45:00,9,7,2,2018-06-01
2018-06-01 10:00:00,5,3,2,2018-06-01
2018-06-01 10:15:00,18,11,7,2018-06-01
2018-06-01 10:30:00,10,7,3,2018-06-01
2018-06-01 10:45:00,9,5,4,2018-06-01
2018-06-01 11:00:00,11,5,6,2018-06-01
2018-06-01 11:15:00,21,10,11,2018-06-01
2018-06-01 11:30:00,20,15,5,2018-06-01
2018-06-01 11:45:00,16,10,6,2018-06-01
2018-06-01 12:00:00,11,6,5,2018-06-01
2018-06-01 12:15:00,12,1,11,2018-06-01
2018-06-01 12:30:00,24,10,14,2018-06-01
2018-06-01 12:45:00,22,12,10,2018-06-01
2018-06-01 13:00:00,18,10,8,2018-06-01
2018-06-01 13:15:00,22,10,12,2018-06-01
2018-06-01 13:30:00,19,9,10,2018-06-01
2018-06-01 13:45:00,22,10,12,2018-06-01
