time,Kennedybruecke (Nord) Ri. Innenstadt,Kennedybruecke (Nord) Ri. Beuel,days
2018-07-19 05:30:00,10,1,2018-07-19
2018-07-19 05:45:00,17,7,2018-07-19
2018-07-19 06:00:00,21,5,2018-07-19
2018-07-19 06:15:00,33,2,2018-07-19
2018-07-19 06:30:00,55,3,2018-07-19
2018-07-19 06:45:00,51,7,2018-07-19
2018-07-19 07:00:00,63,10,2018-07-19
2018-07-19 07:15:00,75,12,2018-07-19
2018-07-19 07:30:00,77,17,2018-07-19
2018-07-19 07:45:00,107,20,2018-07-19
2018-07-19 08:00:00,106,16,2018-07-19
2018-07-19 08:15:00,100,14,2018-07-19
2018-07-19 08:30:00,121,28,2018-07-19
2018-07-19 08:45:00,73,23,2018-07-19
2018-07-19 09:00:00,58,8,2018-07-19
2018-07-19 09:15:00,53,18,2018-07-19
2018-07-19 09:30:00,56,8,2018-07-19
2018-07-19 09:45:00,63,17,2018-07-19
2018-07-19 10:00:00,46,11,2018-07-19
2018-07-19 10:15:00,41,6,2018-07-19
2018-07-19 10:30:00,45,5,2018-07-19
2018-07-19 10:45:00,34,6,2018-07-19
2018-07-19 11:00:00,32,9,2018-07-19
2018-07-19 11:15:00,37,10,2018-07-19
2018-07-19 11:30:00,46,13,2018-07-19
2018-07-19 11:45:00,38,11,2018-07-19
2018-07-19 12:00:00,40,9,2018-07-19
2018-07-19 12:15:00,30,10,2018-07-19
2018-07-19 12:30:00,38,4,2018-07-19
2018-07-19 12:45:00,26,10,2018-07-19
2018-07-19 13:00:00,38,10,2018-07-19
2018-07-19 13:15:00,25,14,2018-07-19
2018-07-19 13:30:00,29,13,2018-07-19
2018-07-19 13:45:00,32,9,2018-07-19
2018-07-19 14:00:00,28,14,2018-07-19
2018-07-19 14:15:00,37,4,2018-07-19
2018-07-19 14:30:00,41,11,2018-07-19
2018-07-19 14:45:00,51,11,2018-07-19
2018-07-19 15:00:00,37,9,2018-07-19
2018-07-19 15:15:00,27,10,2018-07-19
2018-07-19 15:30:00,48,12,2018-07-19
2018-07-19 15:45:00,40,28,2018-07-19
2018-07-19 16:00:00,30,19,2018-07-19
2018-07-19 16:15:00,66,23,2018-07-19
2018-07-19 16:30:00,69,20,2018-07-19
2018-07-19 16:45:00,61,18,2018-07-19
2018-07-19 17:00:00,62,14,2018-07-19
2018-07-19 17:15:00,61,19,2018-07-19
2018-07-19 17:30:00,56,23,2018-07-19
2018-07-19 17:45:00,66,30,2018-07-19
2018-07-19 18:00:00,61,18,2018-07-19
2018-07-19 18:15:00,53,26,2018-07-19
2018-07-19 18:30:00,56,11,2018-07-19
2018-07-19 18:45:00,87,17,2018-07-19
2018-07-19 19:00:00,36,13,2018-07-19
2018-07-19 19:15:00,45,18,2018-07-19
2018-07-19 19:30:00,38,18,2018-07-19
2018-07-19 19:45:00,53,9,2018-07-19
2018-07-19 20:00:00,43,8,2018-07-19
2018-07-19 20:15:00,45,13,2018-07-19
2018-07-19 20:30:00,48,12,2018-07-19
2018-07-19 20:45:00,37,19,2018-07-19
2018-07-19 21:00:00,32,11,2018-07-19
2018-07-19 21:15:00,34,15,2018-07-19
2018-07-19 21:30:00,33,15,2018-07-19
2018-07-19 21:45:00,33,11,2018-07-19
2018-07-19 22:00:00,31,14,2018-07-19
2018-07-19 22:15:00,31,12,2018-07-19
2018-07-19 22:30:00,51,21,2018-07-19
2018-07-19 22:45:00,22,12,2018-07-19
2018-07-19 23:00:00,23,5,2018-07-19
2018-07-19 23:15:00,25,7,2018-07-19
2018-07-19 23:30:00,20,10,2018-07-19
2018-07-19 23:45:00,9,4,2018-07-19
2018-07-20 00:00:00,5,3,2018-07-20
2018-07-20 00:15:00,3,3,2018-07-20
2018-07-20 00:30:00,3,2,2018-07-20
2018-07-20 00:45:00,3,1,2018-07-20
2018-07-20 01:00:00,1,0,2018-07-20
2018-07-20 01:15:00,1,1,2018-07-20
2018-07-20 01:30:00,4,1,2018-07-20
2018-07-20 01:45:00,0,0,2018-07-20
2018-07-20 02:00:00,3,6,2018-07-20
2018-07-20 02:15:00,0,0,2018-07-20
2018-07-20 02:30:00,1,1,2018-07-20
2018-07-20 02:45:00,1,0,2018-07-20
2018-07-20 03:00:00,4,0,2018-07-20
2018-07-20 03:15:00,2,1,2018-07-20
2018-07-20 03:30:00,4,0,2018-07-20
2018-07-20 03:45:00,2,0,2018-07-20
2018-07-20 04:00:00,0,1,2018-07-20
2018-07-20 04:15:00,1,0,2018-07-20
2018-07-20 04:30:00,0,0,2018-07-20
2018-07-20 04:45:00,3,0,2018-07-20
2018-07-20 05:00:00,3,0,2018-07-20
2018-07-20 05:15:00,4,0,2018-07-20
2018-07-20 05:30:00,10,3,2018-07-20
2018-07-20 05:45:00,17,4,2018-07-20
2018-07-20 06:00:00,22,3,2018-07-20
2018-07-20 06:15:00,27,5,2018-07-20
2018-07-20 06:30:00,40,6,2018-07-20
2018-07-20 06:45:00,34,9,2018-07-20
2018-07-20 07:00:00,48,6,2018-07-20
2018-07-20 07:15:00,54,14,2018-07-20
2018-07-20 07:30:00,76,12,2018-07-20
2018-07-20 07:45:00,81,7,2018-07-20
2018-07-20 08:00:00,88,9,2018-07-20
2018-07-20 08:15:00,79,16,2018-07-20
2018-07-20 08:30:00,73,19,2018-07-20
2018-07-20 08:45:00,80,24,2018-07-20
2018-07-20 09:00:00,57,7,2018-07-20
2018-07-20 09:15:00,39,10,2018-07-20
2018-07-20 09:30:00,43,19,2018-07-20
2018-07-20 09:45:00,52,11,2018-07-20
2018-07-20 10:00:00,35,5,2018-07-20
2018-07-20 10:15:00,34,10,2018-07-20
2018-07-20 10:30:00,35,8,2018-07-20
2018-07-20 10:45:00,41,7,2018-07-20
2018-07-20 11:00:00,31,14,2018-07-20
2018-07-20 11:15:00,32,8,2018-07-20
2018-07-20 11:30:00,33,7,2018-07-20
2018-07-20 11:45:00,44,5,2018-07-20
2018-07-20 12:00:00,31,10,2018-07-20
2018-07-20 12:15:00,34,13,2018-07-20
2018-07-20 12:30:00,41,13,2018-07-20
2018-07-20 12:45:00,31,14,2018-07-20
2018-07-20 13:00:00,44,10,2018-07-20
2018-07-20 13:15:00,30,16,2018-07-20
2018-07-20 13:30:00,46,14,2018-07-20
2018-07-20 13:45:00,31,18,2018-07-20
2018-07-20 14:00:00,45,16,2018-07-20
2018-07-20 14:15:00,32,6,2018-07-20
2018-07-20 14:30:00,42,8,2018-07-20
2018-07-20 14:45:00,39,15,2018-07-20
2018-07-20 15:00:00,50,19,2018-07-20
2018-07-20 15:15:00,36,14,2018-07-20
2018-07-20 15:30:00,43,17,2018-07-20
2018-07-20 15:45:00,38,16,2018-07-20
2018-07-20 16:00:00,38,10,2018-07-20
2018-07-20 16:15:00,34,14,2018-07-20
2018-07-20 16:30:00,58,21,2018-07-20
2018-07-20 16:45:00,46,12,2018-07-20
2018-07-20 17:00:00,47,14,2018-07-20
2018-07-20 17:15:00,73,18,2018-07-20
2018-07-20 17:30:00,153,56,2018-07-20
2018-07-20 17:45:00,390,135,2018-07-20
2018-07-20 18:00:00,75,17,2018-07-20
2018-07-20 18:15:00,55,12,2018-07-20
2018-07-20 18:30:00,58,18,2018-07-20
2018-07-20 18:45:00,61,26,2018-07-20
2018-07-20 19:00:00,32,15,2018-07-20
2018-07-20 19:15:00,33,12,2018-07-20
2018-07-20 19:30:00,32,5,2018-07-20
2018-07-20 19:45:00,39,11,2018-07-20
2018-07-20 20:00:00,16,6,2018-07-20
2018-07-20 20:15:00,27,9,2018-07-20
2018-07-20 20:30:00,13,9,2018-07-20
2018-07-20 20:45:00,26,10,2018-07-20
2018-07-20 21:00:00,18,6,2018-07-20
2018-07-20 21:15:00,21,9,2018-07-20
2018-07-20 21:30:00,19,9,2018-07-20
2018-07-20 21:45:00,15,7,2018-07-20
2018-07-20 22:00:00,24,14,2018-07-20
2018-07-20 22:15:00,13,11,2018-07-20
2018-07-20 22:30:00,24,2,2018-07-20
2018-07-20 22:45:00,8,6,2018-07-20
2018-07-20 23:00:00,8,11,2018-07-20
2018-07-20 23:15:00,13,9,2018-07-20
2018-07-20 23:30:00,10,8,2018-07-20
2018-07-20 23:45:00,18,4,2018-07-20
2018-07-21 00:00:00,10,5,2018-07-21
2018-07-21 00:15:00,5,4,2018-07-21
2018-07-21 00:30:00,4,4,2018-07-21
2018-07-21 00:45:00,6,2,2018-07-21
2018-07-21 01:00:00,6,1,2018-07-21
2018-07-21 01:15:00,4,9,2018-07-21
2018-07-21 01:30:00,6,4,2018-07-21
2018-07-21 01:45:00,2,1,2018-07-21
2018-07-21 02:00:00,3,7,2018-07-21
2018-07-21 02:15:00,7,6,2018-07-21
2018-07-21 02:30:00,3,2,2018-07-21
2018-07-21 02:45:00,3,0,2018-07-21
2018-07-21 03:00:00,2,1,2018-07-21
2018-07-21 03:15:00,1,3,2018-07-21
2018-07-21 03:30:00,4,5,2018-07-21
2018-07-21 03:45:00,3,1,2018-07-21
2018-07-21 04:00:00,0,1,2018-07-21
2018-07-21 04:15:00,1,1,2018-07-21
2018-07-21 04:30:00,2,1,2018-07-21
2018-07-21 04:45:00,3,1,2018-07-21
2018-07-21 05:00:00,1,0,2018-07-21
2018-07-21 05:15:00,4,0,2018-07-21
2018-07-21 05:30:00,10,3,2018-07-21
2018-07-21 05:45:00,2,1,2018-07-21
2018-07-21 06:00:00,1,0,2018-07-21
2018-07-21 06:15:00,3,0,2018-07-21
2018-07-21 06:30:00,1,1,2018-07-21
2018-07-21 06:45:00,5,0,2018-07-21
2018-07-21 07:00:00,8,0,2018-07-21
2018-07-21 07:15:00,5,2,2018-07-21
2018-07-21 07:30:00,6,0,2018-07-21
2018-07-21 07:45:00,11,4,2018-07-21
2018-07-21 08:00:00,14,1,2018-07-21
2018-07-21 08:15:00,11,3,2018-07-21
2018-07-21 08:30:00,21,2,2018-07-21
2018-07-21 08:45:00,22,8,2018-07-21
2018-07-21 09:00:00,19,1,2018-07-21
2018-07-21 09:15:00,26,1,2018-07-21
2018-07-21 09:30:00,15,6,2018-07-21
2018-07-21 09:45:00,32,5,2018-07-21
2018-07-21 10:00:00,25,6,2018-07-21
2018-07-21 10:15:00,16,3,2018-07-21
2018-07-21 10:30:00,27,4,2018-07-21
2018-07-21 10:45:00,33,3,2018-07-21
2018-07-21 11:00:00,40,5,2018-07-21
2018-07-21 11:15:00,48,13,2018-07-21
2018-07-21 11:30:00,57,13,2018-07-21
2018-07-21 11:45:00,50,5,2018-07-21
2018-07-21 12:00:00,45,9,2018-07-21
2018-07-21 12:15:00,29,10,2018-07-21
2018-07-21 12:30:00,22,11,2018-07-21
2018-07-21 12:45:00,41,13,2018-07-21
2018-07-21 13:00:00,40,8,2018-07-21
2018-07-21 13:15:00,30,11,2018-07-21
2018-07-21 13:30:00,39,11,2018-07-21
2018-07-21 13:45:00,27,15,2018-07-21
2018-07-21 14:00:00,34,14,2018-07-21
2018-07-21 14:15:00,33,20,2018-07-21
2018-07-21 14:30:00,36,18,2018-07-21
2018-07-21 14:45:00,38,8,2018-07-21
2018-07-21 15:00:00,29,12,2018-07-21
2018-07-21 15:15:00,36,10,2018-07-21
2018-07-21 15:30:00,27,11,2018-07-21
2018-07-21 15:45:00,40,12,2018-07-21
2018-07-21 16:00:00,49,9,2018-07-21
2018-07-21 16:15:00,47,5,2018-07-21
2018-07-21 16:30:00,44,8,2018-07-21
2018-07-21 16:45:00,57,19,2018-07-21
2018-07-21 17:00:00,44,10,2018-07-21
2018-07-21 17:15:00,135,47,2018-07-21
2018-07-21 17:30:00,340,126,2018-07-21
2018-07-21 17:45:00,30,14,2018-07-21
2018-07-21 18:00:00,16,7,2018-07-21
2018-07-21 18:15:00,14,5,2018-07-21
2018-07-21 18:30:00,10,8,2018-07-21
2018-07-21 18:45:00,23,5,2018-07-21
2018-07-21 19:00:00,26,5,2018-07-21
2018-07-21 19:15:00,25,12,2018-07-21
2018-07-21 19:30:00,33,12,2018-07-21
2018-07-21 19:45:00,42,13,2018-07-21
2018-07-21 20:00:00,27,14,2018-07-21
2018-07-21 20:15:00,16,5,2018-07-21
2018-07-21 20:30:00,18,2,2018-07-21
2018-07-21 20:45:00,23,7,2018-07-21
2018-07-21 21:00:00,12,2,2018-07-21
2018-07-21 21:15:00,17,8,2018-07-21
2018-07-21 21:30:00,19,6,2018-07-21
2018-07-21 21:45:00,11,2,2018-07-21
2018-07-21 22:00:00,7,4,2018-07-21
2018-07-21 22:15:00,5,0,2018-07-21
2018-07-21 22:30:00,6,0,2018-07-21
2018-07-21 22:45:00,18,5,2018-07-21
2018-07-21 23:00:00,15,3,2018-07-21
2018-07-21 23:15:00,3,1,2018-07-21
2018-07-21 23:30:00,8,2,2018-07-21
2018-07-21 23:45:00,9,2,2018-07-21
2018-07-22 00:00:00,5,1,2018-07-22
2018-07-22 00:15:00,11,2,2018-07-22
2018-07-22 00:30:00,5,2,2018-07-22
2018-07-22 00:45:00,7,2,2018-07-22
2018-07-22 01:00:00,4,3,2018-07-22
2018-07-22 01:15:00,11,0,2018-07-22
2018-07-22 01:30:00,4,1,2018-07-22
2018-07-22 01:45:00,6,1,2018-07-22
2018-07-22 02:00:00,5,0,2018-07-22
2018-07-22 02:15:00,1,2,2018-07-22
2018-07-22 02:30:00,4,1,2018-07-22
2018-07-22 02:45:00,5,2,2018-07-22
2018-07-22 03:00:00,1,1,2018-07-22
2018-07-22 03:15:00,0,1,2018-07-22
2018-07-22 03:30:00,2,0,2018-07-22
2018-07-22 03:45:00,0,0,2018-07-22
2018-07-22 04:00:00,2,1,2018-07-22
2018-07-22 04:15:00,0,2,2018-07-22
2018-07-22 04:30:00,0,0,2018-07-22
2018-07-22 04:45:00,1,0,2018-07-22
2018-07-22 05:00:00,0,0,2018-07-22
2018-07-22 05:15:00,1,0,2018-07-22
2018-07-22 05:30:00,1,0,2018-07-22
2018-07-22 05:45:00,2,0,2018-07-22
2018-07-22 06:00:00,1,0,2018-07-22
2018-07-22 06:15:00,1,1,2018-07-22
2018-07-22 06:30:00,5,0,2018-07-22
2018-07-22 06:45:00,2,0,2018-07-22
2018-07-22 07:00:00,2,2,2018-07-22
2018-07-22 07:15:00,4,0,2018-07-22
2018-07-22 07:30:00,4,0,2018-07-22
2018-07-22 07:45:00,7,2,2018-07-22
2018-07-22 08:00:00,9,3,2018-07-22
2018-07-22 08:15:00,8,5,2018-07-22
2018-07-22 08:30:00,12,2,2018-07-22
2018-07-22 08:45:00,13,3,2018-07-22
2018-07-22 09:00:00,15,3,2018-07-22
2018-07-22 09:15:00,15,3,2018-07-22
2018-07-22 09:30:00,14,1,2018-07-22
2018-07-22 09:45:00,23,9,2018-07-22
2018-07-22 10:00:00,17,7,2018-07-22
2018-07-22 10:15:00,27,1,2018-07-22
2018-07-22 10:30:00,19,6,2018-07-22
2018-07-22 10:45:00,23,13,2018-07-22
2018-07-22 11:00:00,28,9,2018-07-22
2018-07-22 11:15:00,25,8,2018-07-22
2018-07-22 11:30:00,24,8,2018-07-22
2018-07-22 11:45:00,29,11,2018-07-22
2018-07-22 12:00:00,30,19,2018-07-22
2018-07-22 12:15:00,31,18,2018-07-22
2018-07-22 12:30:00,40,21,2018-07-22
2018-07-22 12:45:00,33,12,2018-07-22
2018-07-22 13:00:00,22,11,2018-07-22
2018-07-22 13:15:00,49,12,2018-07-22
2018-07-22 13:30:00,25,19,2018-07-22
2018-07-22 13:45:00,24,7,2018-07-22
2018-07-22 14:00:00,29,12,2018-07-22
2018-07-22 14:15:00,39,14,2018-07-22
2018-07-22 14:30:00,37,13,2018-07-22
2018-07-22 14:45:00,39,22,2018-07-22
2018-07-22 15:00:00,21,16,2018-07-22
2018-07-22 15:15:00,37,15,2018-07-22
2018-07-22 15:30:00,42,13,2018-07-22
2018-07-22 15:45:00,41,25,2018-07-22
2018-07-22 16:00:00,36,11,2018-07-22
2018-07-22 16:15:00,43,12,2018-07-22
2018-07-22 16:30:00,45,12,2018-07-22
2018-07-22 16:45:00,36,12,2018-07-22
2018-07-22 17:00:00,49,8,2018-07-22
2018-07-22 17:15:00,55,11,2018-07-22
2018-07-22 17:30:00,44,6,2018-07-22
2018-07-22 17:45:00,58,13,2018-07-22
2018-07-22 18:00:00,49,21,2018-07-22
2018-07-22 18:15:00,46,12,2018-07-22
2018-07-22 18:30:00,44,10,2018-07-22
2018-07-22 18:45:00,52,15,2018-07-22
2018-07-22 19:00:00,56,17,2018-07-22
2018-07-22 19:15:00,43,12,2018-07-22
2018-07-22 19:30:00,32,18,2018-07-22
2018-07-22 19:45:00,32,5,2018-07-22
2018-07-22 20:00:00,30,12,2018-07-22
2018-07-22 20:15:00,30,12,2018-07-22
2018-07-22 20:30:00,25,9,2018-07-22
2018-07-22 20:45:00,20,7,2018-07-22
2018-07-22 21:00:00,31,6,2018-07-22
2018-07-22 21:15:00,22,7,2018-07-22
2018-07-22 21:30:00,21,11,2018-07-22
2018-07-22 21:45:00,15,7,2018-07-22
2018-07-22 22:00:00,19,16,2018-07-22
2018-07-22 22:15:00,22,6,2018-07-22
2018-07-22 22:30:00,5,4,2018-07-22
2018-07-22 22:45:00,8,2,2018-07-22
2018-07-22 23:00:00,9,6,2018-07-22
2018-07-22 23:15:00,5,1,2018-07-22
2018-07-22 23:30:00,5,1,2018-07-22
2018-07-22 23:45:00,5,1,2018-07-22
2018-07-23 00:00:00,3,0,2018-07-23
2018-07-23 00:15:00,1,3,2018-07-23
2018-07-23 00:30:00,3,3,2018-07-23
2018-07-23 00:45:00,5,2,2018-07-23
2018-07-23 01:00:00,3,0,2018-07-23
2018-07-23 01:15:00,0,0,2018-07-23
2018-07-23 01:30:00,0,0,2018-07-23
2018-07-23 01:45:00,0,0,2018-07-23
2018-07-23 02:00:00,1,0,2018-07-23
2018-07-23 02:15:00,1,0,2018-07-23
2018-07-23 02:30:00,2,2,2018-07-23
2018-07-23 02:45:00,1,1,2018-07-23
2018-07-23 03:00:00,1,1,2018-07-23
2018-07-23 03:15:00,0,0,2018-07-23
2018-07-23 03:30:00,0,0,2018-07-23
2018-07-23 03:45:00,1,0,2018-07-23
2018-07-23 04:00:00,0,1,2018-07-23
2018-07-23 04:15:00,1,0,2018-07-23
2018-07-23 04:30:00,2,0,2018-07-23
2018-07-23 04:45:00,2,1,2018-07-23
2018-07-23 05:00:00,2,1,2018-07-23
2018-07-23 05:15:00,9,3,2018-07-23
2018-07-23 05:30:00,10,2,2018-07-23
2018-07-23 05:45:00,10,2,2018-07-23
2018-07-23 06:00:00,17,5,2018-07-23
2018-07-23 06:15:00,35,1,2018-07-23
2018-07-23 06:30:00,53,9,2018-07-23
2018-07-23 06:45:00,65,7,2018-07-23
2018-07-23 07:00:00,58,6,2018-07-23
2018-07-23 07:15:00,54,14,2018-07-23
2018-07-23 07:30:00,74,19,2018-07-23
2018-07-23 07:45:00,115,28,2018-07-23
2018-07-23 08:00:00,83,16,2018-07-23
2018-07-23 08:15:00,82,17,2018-07-23
2018-07-23 08:30:00,90,13,2018-07-23
2018-07-23 08:45:00,86,25,2018-07-23
2018-07-23 09:00:00,60,10,2018-07-23
2018-07-23 09:15:00,43,8,2018-07-23
2018-07-23 09:30:00,41,9,2018-07-23
2018-07-23 09:45:00,58,9,2018-07-23
2018-07-23 10:00:00,30,7,2018-07-23
2018-07-23 10:15:00,30,18,2018-07-23
2018-07-23 10:30:00,38,11,2018-07-23
2018-07-23 10:45:00,38,9,2018-07-23
2018-07-23 11:00:00,40,3,2018-07-23
2018-07-23 11:15:00,36,5,2018-07-23
2018-07-23 11:30:00,20,10,2018-07-23
2018-07-23 11:45:00,38,8,2018-07-23
2018-07-23 12:00:00,29,12,2018-07-23
2018-07-23 12:15:00,28,5,2018-07-23
2018-07-23 12:30:00,27,6,2018-07-23
2018-07-23 12:45:00,39,11,2018-07-23
2018-07-23 13:00:00,30,9,2018-07-23
2018-07-23 13:15:00,35,14,2018-07-23
2018-07-23 13:30:00,31,6,2018-07-23
2018-07-23 13:45:00,38,8,2018-07-23
2018-07-23 14:00:00,30,6,2018-07-23
2018-07-23 14:15:00,27,12,2018-07-23
2018-07-23 14:30:00,29,13,2018-07-23
2018-07-23 14:45:00,31,7,2018-07-23
2018-07-23 15:00:00,34,15,2018-07-23
2018-07-23 15:15:00,33,14,2018-07-23
2018-07-23 15:30:00,34,17,2018-07-23
2018-07-23 15:45:00,20,22,2018-07-23
2018-07-23 16:00:00,42,13,2018-07-23
2018-07-23 16:15:00,52,16,2018-07-23
2018-07-23 16:30:00,53,19,2018-07-23
2018-07-23 16:45:00,50,16,2018-07-23
2018-07-23 17:00:00,39,18,2018-07-23
2018-07-23 17:15:00,54,24,2018-07-23
2018-07-23 17:30:00,53,22,2018-07-23
2018-07-23 17:45:00,54,15,2018-07-23
2018-07-23 18:00:00,57,27,2018-07-23
2018-07-23 18:15:00,46,24,2018-07-23
2018-07-23 18:30:00,55,19,2018-07-23
2018-07-23 18:45:00,48,11,2018-07-23
2018-07-23 19:00:00,41,13,2018-07-23
2018-07-23 19:15:00,34,13,2018-07-23
2018-07-23 19:30:00,36,14,2018-07-23
2018-07-23 19:45:00,43,17,2018-07-23
2018-07-23 20:00:00,35,11,2018-07-23
2018-07-23 20:15:00,43,9,2018-07-23
2018-07-23 20:30:00,27,13,2018-07-23
2018-07-23 20:45:00,30,13,2018-07-23
2018-07-23 21:00:00,21,9,2018-07-23
2018-07-23 21:15:00,29,11,2018-07-23
2018-07-23 21:30:00,19,11,2018-07-23
2018-07-23 21:45:00,27,13,2018-07-23
2018-07-23 22:00:00,18,6,2018-07-23
2018-07-23 22:15:00,13,9,2018-07-23
2018-07-23 22:30:00,8,2,2018-07-23
2018-07-23 22:45:00,14,8,2018-07-23
2018-07-23 23:00:00,21,7,2018-07-23
2018-07-23 23:15:00,5,0,2018-07-23
2018-07-23 23:30:00,8,7,2018-07-23
2018-07-23 23:45:00,4,3,2018-07-23
2018-07-24 00:00:00,2,2,2018-07-24
2018-07-24 00:15:00,2,3,2018-07-24
2018-07-24 00:30:00,1,0,2018-07-24
2018-07-24 00:45:00,3,0,2018-07-24
2018-07-24 01:00:00,4,3,2018-07-24
2018-07-24 01:15:00,4,1,2018-07-24
2018-07-24 01:30:00,1,0,2018-07-24
2018-07-24 01:45:00,2,0,2018-07-24
2018-07-24 02:00:00,0,0,2018-07-24
2018-07-24 02:15:00,2,1,2018-07-24
2018-07-24 02:30:00,0,2,2018-07-24
2018-07-24 02:45:00,0,0,2018-07-24
2018-07-24 03:00:00,1,1,2018-07-24
2018-07-24 03:15:00,0,0,2018-07-24
2018-07-24 03:30:00,2,0,2018-07-24
2018-07-24 03:45:00,0,0,2018-07-24
2018-07-24 04:00:00,2,0,2018-07-24
2018-07-24 04:15:00,0,0,2018-07-24
2018-07-24 04:30:00,1,1,2018-07-24
2018-07-24 04:45:00,0,0,2018-07-24
2018-07-24 05:00:00,3,0,2018-07-24
2018-07-24 05:15:00,11,0,2018-07-24
2018-07-24 05:30:00,11,1,2018-07-24
2018-07-24 05:45:00,14,2,2018-07-24
2018-07-24 06:00:00,23,6,2018-07-24
2018-07-24 06:15:00,38,1,2018-07-24
2018-07-24 06:30:00,49,6,2018-07-24
2018-07-24 06:45:00,53,7,2018-07-24
2018-07-24 07:00:00,74,9,2018-07-24
2018-07-24 07:15:00,69,18,2018-07-24
2018-07-24 07:30:00,86,14,2018-07-24
2018-07-24 07:45:00,97,12,2018-07-24
2018-07-24 08:00:00,81,15,2018-07-24
2018-07-24 08:15:00,91,20,2018-07-24
2018-07-24 08:30:00,88,18,2018-07-24
2018-07-24 08:45:00,85,27,2018-07-24
2018-07-24 09:00:00,63,12,2018-07-24
2018-07-24 09:15:00,60,14,2018-07-24
2018-07-24 09:30:00,49,11,2018-07-24
2018-07-24 09:45:00,58,8,2018-07-24
2018-07-24 10:00:00,33,6,2018-07-24
2018-07-24 10:15:00,29,17,2018-07-24
2018-07-24 10:30:00,33,9,2018-07-24
2018-07-24 10:45:00,36,19,2018-07-24
2018-07-24 11:00:00,42,5,2018-07-24
2018-07-24 11:15:00,47,9,2018-07-24
2018-07-24 11:30:00,41,10,2018-07-24
2018-07-24 11:45:00,31,4,2018-07-24
2018-07-24 12:00:00,20,10,2018-07-24
2018-07-24 12:15:00,36,12,2018-07-24
2018-07-24 12:30:00,38,10,2018-07-24
2018-07-24 12:45:00,38,14,2018-07-24
2018-07-24 13:00:00,28,9,2018-07-24
2018-07-24 13:15:00,26,6,2018-07-24
2018-07-24 13:30:00,31,8,2018-07-24
2018-07-24 13:45:00,32,10,2018-07-24
2018-07-24 14:00:00,38,18,2018-07-24
2018-07-24 14:15:00,27,9,2018-07-24
2018-07-24 14:30:00,27,8,2018-07-24
2018-07-24 14:45:00,35,19,2018-07-24
2018-07-24 15:00:00,32,7,2018-07-24
2018-07-24 15:15:00,31,15,2018-07-24
2018-07-24 15:30:00,39,12,2018-07-24
2018-07-24 15:45:00,31,16,2018-07-24
2018-07-24 16:00:00,36,28,2018-07-24
2018-07-24 16:15:00,46,17,2018-07-24
2018-07-24 16:30:00,45,13,2018-07-24
2018-07-24 16:45:00,49,24,2018-07-24
2018-07-24 17:00:00,56,16,2018-07-24
2018-07-24 17:15:00,39,15,2018-07-24
2018-07-24 17:30:00,56,17,2018-07-24
2018-07-24 17:45:00,55,20,2018-07-24
2018-07-24 18:00:00,64,20,2018-07-24
2018-07-24 18:15:00,43,28,2018-07-24
2018-07-24 18:30:00,38,14,2018-07-24
2018-07-24 18:45:00,50,30,2018-07-24
2018-07-24 19:00:00,27,17,2018-07-24
2018-07-24 19:15:00,39,24,2018-07-24
2018-07-24 19:30:00,32,16,2018-07-24
2018-07-24 19:45:00,37,13,2018-07-24
2018-07-24 20:00:00,36,11,2018-07-24
2018-07-24 20:15:00,36,9,2018-07-24
2018-07-24 20:30:00,32,8,2018-07-24
2018-07-24 20:45:00,39,16,2018-07-24
2018-07-24 21:00:00,40,16,2018-07-24
2018-07-24 21:15:00,43,11,2018-07-24
2018-07-24 21:30:00,33,17,2018-07-24
2018-07-24 21:45:00,24,10,2018-07-24
2018-07-24 22:00:00,34,14,2018-07-24
2018-07-24 22:15:00,36,23,2018-07-24
2018-07-24 22:30:00,26,9,2018-07-24
2018-07-24 22:45:00,34,13,2018-07-24
2018-07-24 23:00:00,18,2,2018-07-24
2018-07-24 23:15:00,15,8,2018-07-24
2018-07-24 23:30:00,10,3,2018-07-24
2018-07-24 23:45:00,14,12,2018-07-24
2018-07-25 00:00:00,8,3,2018-07-25
2018-07-25 00:15:00,5,4,2018-07-25
2018-07-25 00:30:00,5,2,2018-07-25
2018-07-25 00:45:00,5,1,2018-07-25
2018-07-25 01:00:00,0,1,2018-07-25
2018-07-25 01:15:00,1,0,2018-07-25
2018-07-25 01:30:00,0,1,2018-07-25
2018-07-25 01:45:00,0,1,2018-07-25
2018-07-25 02:00:00,0,0,2018-07-25
2018-07-25 02:15:00,0,1,2018-07-25
2018-07-25 02:30:00,0,0,2018-07-25
2018-07-25 02:45:00,1,1,2018-07-25
2018-07-25 03:00:00,0,2,2018-07-25
2018-07-25 03:15:00,2,0,2018-07-25
2018-07-25 03:30:00,1,0,2018-07-25
2018-07-25 03:45:00,0,0,2018-07-25
2018-07-25 04:00:00,2,1,2018-07-25
2018-07-25 04:15:00,2,0,2018-07-25
2018-07-25 04:30:00,0,1,2018-07-25
2018-07-25 04:45:00,2,1,2018-07-25
2018-07-25 05:00:00,3,0,2018-07-25
2018-07-25 05:15:00,6,2,2018-07-25
2018-07-25 05:30:00,11,0,2018-07-25
2018-07-25 05:45:00,26,4,2018-07-25
2018-07-25 06:00:00,18,4,2018-07-25
2018-07-25 06:15:00,27,10,2018-07-25
2018-07-25 06:30:00,45,4,2018-07-25
