time,Kennedybruecke (Nord) Ri. Innenstadt,Kennedybruecke (Nord) Ri. Beuel,days
2018-04-18 22:45:00,21,7,2018-04-18
2018-04-18 23:00:00,14,2,2018-04-18
2018-04-18 23:15:00,10,4,2018-04-18
2018-04-18 23:30:00,5,1,2018-04-18
2018-04-18 23:45:00,9,7,2018-04-18
2018-04-19 00:00:00,2,2,2018-04-19
2018-04-19 00:15:00,2,0,2018-04-19
2018-04-19 00:30:00,3,2,2018-04-19
2018-04-19 00:45:00,3,0,2018-04-19
2018-04-19 01:00:00,4,4,2018-04-19
2018-04-19 01:15:00,0,1,2018-04-19
2018-04-19 01:30:00,1,2,2018-04-19
2018-04-19 01:45:00,0,0,2018-04-19
2018-04-19 02:00:00,0,1,2018-04-19
2018-04-19 02:15:00,1,0,2018-04-19
2018-04-19 02:30:00,0,0,2018-04-19
2018-04-19 02:45:00,0,0,2018-04-19
2018-04-19 03:00:00,0,1,2018-04-19
2018-04-19 03:15:00,0,0,2018-04-19
2018-04-19 03:30:00,1,0,2018-04-19
2018-04-19 03:45:00,0,0,2018-04-19
2018-04-19 04:00:00,2,0,2018-04-19
2018-04-19 04:15:00,1,0,2018-04-19
2018-04-19 04:30:00,4,0,2018-04-19
2018-04-19 04:45:00,1,0,2018-04-19
2018-04-19 05:00:00,3,0,2018-04-19
2018-04-19 05:15:00,1,1,2018-04-19
2018-04-19 05:30:00,9,0,2018-04-19
2018-04-19 05:45:00,11,3,2018-04-19
2018-04-19 06:00:00,16,2,2018-04-19
2018-04-19 06:15:00,37,4,2018-04-19
2018-04-19 06:30:00,52,4,2018-04-19
2018-04-19 06:45:00,55,6,2018-04-19
2018-04-19 07:00:00,78,25,2018-04-19
2018-04-19 07:15:00,100,15,2018-04-19
2018-04-19 07:30:00,139,25,2018-04-19
2018-04-19 07:45:00,143,30,2018-04-19
2018-04-19 08:00:00,119,32,2018-04-19
2018-04-19 08:15:00,118,30,2018-04-19
2018-04-19 08:30:00,116,29,2018-04-19
2018-04-19 08:45:00,96,19,2018-04-19
2018-04-19 09:00:00,78,15,2018-04-19
2018-04-19 09:15:00,55,12,2018-04-19
2018-04-19 09:30:00,61,13,2018-04-19
2018-04-19 09:45:00,58,11,2018-04-19
2018-04-19 10:00:00,45,11,2018-04-19
2018-04-19 10:15:00,26,11,2018-04-19
2018-04-19 10:30:00,37,10,2018-04-19
2018-04-19 10:45:00,32,9,2018-04-19
2018-04-19 11:00:00,32,6,2018-04-19
2018-04-19 11:15:00,37,9,2018-04-19
2018-04-19 11:30:00,28,9,2018-04-19
2018-04-19 11:45:00,43,11,2018-04-19
2018-04-19 12:00:00,27,10,2018-04-19
2018-04-19 12:15:00,26,9,2018-04-19
2018-04-19 12:30:00,38,11,2018-04-19
2018-04-19 12:45:00,32,15,2018-04-19
2018-04-19 13:00:00,31,13,2018-04-19
2018-04-19 13:15:00,41,15,2018-04-19
2018-04-19 13:30:00,47,16,2018-04-19
2018-04-19 13:45:00,38,16,2018-04-19
2018-04-19 14:00:00,52,13,2018-04-19
2018-04-19 14:15:00,31,13,2018-04-19
2018-04-19 14:30:00,41,14,2018-04-19
2018-04-19 14:45:00,49,10,2018-04-19
2018-04-19 15:00:00,50,11,2018-04-19
2018-04-19 15:15:00,45,15,2018-04-19
2018-04-19 15:30:00,42,18,2018-04-19
2018-04-19 15:45:00,55,17,2018-04-19
2018-04-19 16:00:00,53,18,2018-04-19
2018-04-19 16:15:00,49,26,2018-04-19
2018-04-19 16:30:00,73,24,2018-04-19
2018-04-19 16:45:00,78,28,2018-04-19
2018-04-19 17:00:00,68,24,2018-04-19
2018-04-19 17:15:00,86,33,2018-04-19
2018-04-19 17:30:00,75,28,2018-04-19
2018-04-19 17:45:00,79,28,2018-04-19
2018-04-19 18:00:00,62,28,2018-04-19
2018-04-19 18:15:00,74,30,2018-04-19
2018-04-19 18:30:00,60,18,2018-04-19
2018-04-19 18:45:00,58,22,2018-04-19
2018-04-19 19:00:00,57,21,2018-04-19
2018-04-19 19:15:00,70,13,2018-04-19
2018-04-19 19:30:00,54,19,2018-04-19
2018-04-19 19:45:00,62,23,2018-04-19
2018-04-19 20:00:00,53,20,2018-04-19
2018-04-19 20:15:00,63,32,2018-04-19
2018-04-19 20:30:00,43,23,2018-04-19
2018-04-19 20:45:00,39,12,2018-04-19
2018-04-19 21:00:00,47,14,2018-04-19
2018-04-19 21:15:00,38,24,2018-04-19
2018-04-19 21:30:00,23,10,2018-04-19
2018-04-19 21:45:00,50,14,2018-04-19
2018-04-19 22:00:00,17,11,2018-04-19
2018-04-19 22:15:00,37,6,2018-04-19
2018-04-19 22:30:00,25,6,2018-04-19
2018-04-19 22:45:00,20,3,2018-04-19
2018-04-19 23:00:00,20,6,2018-04-19
2018-04-19 23:15:00,14,10,2018-04-19
2018-04-19 23:30:00,11,10,2018-04-19
2018-04-19 23:45:00,10,2,2018-04-19
2018-04-20 00:00:00,9,4,2018-04-20
2018-04-20 00:15:00,4,3,2018-04-20
2018-04-20 00:30:00,11,2,2018-04-20
2018-04-20 00:45:00,2,3,2018-04-20
2018-04-20 01:00:00,7,1,2018-04-20
2018-04-20 01:15:00,1,1,2018-04-20
2018-04-20 01:30:00,0,1,2018-04-20
2018-04-20 01:45:00,0,1,2018-04-20
2018-04-20 02:00:00,0,0,2018-04-20
2018-04-20 02:15:00,1,1,2018-04-20
2018-04-20 02:30:00,1,0,2018-04-20
2018-04-20 02:45:00,0,0,2018-04-20
2018-04-20 03:00:00,0,0,2018-04-20
2018-04-20 03:15:00,0,0,2018-04-20
2018-04-20 03:30:00,0,0,2018-04-20
2018-04-20 03:45:00,0,0,2018-04-20
2018-04-20 04:00:00,0,0,2018-04-20
2018-04-20 04:15:00,3,0,2018-04-20
2018-04-20 04:30:00,3,0,2018-04-20
2018-04-20 04:45:00,3,0,2018-04-20
2018-04-20 05:00:00,1,1,2018-04-20
2018-04-20 05:15:00,5,0,2018-04-20
2018-04-20 05:30:00,7,0,2018-04-20
2018-04-20 05:45:00,14,5,2018-04-20
2018-04-20 06:00:00,24,0,2018-04-20
2018-04-20 06:15:00,20,3,2018-04-20
2018-04-20 06:30:00,45,5,2018-04-20
2018-04-20 06:45:00,62,6,2018-04-20
2018-04-20 07:00:00,56,13,2018-04-20
2018-04-20 07:15:00,80,13,2018-04-20
2018-04-20 07:30:00,116,19,2018-04-20
2018-04-20 07:45:00,127,26,2018-04-20
2018-04-20 08:00:00,114,23,2018-04-20
2018-04-20 08:15:00,96,17,2018-04-20
2018-04-20 08:30:00,94,17,2018-04-20
2018-04-20 08:45:00,91,18,2018-04-20
2018-04-20 09:00:00,50,13,2018-04-20
2018-04-20 09:15:00,60,14,2018-04-20
2018-04-20 09:30:00,67,15,2018-04-20
2018-04-20 09:45:00,54,13,2018-04-20
2018-04-20 10:00:00,33,7,2018-04-20
2018-04-20 10:15:00,35,12,2018-04-20
2018-04-20 10:30:00,48,6,2018-04-20
2018-04-20 10:45:00,37,7,2018-04-20
2018-04-20 11:00:00,25,6,2018-04-20
2018-04-20 11:15:00,35,7,2018-04-20
2018-04-20 11:30:00,43,11,2018-04-20
2018-04-20 11:45:00,39,17,2018-04-20
2018-04-20 12:00:00,39,4,2018-04-20
2018-04-20 12:15:00,27,9,2018-04-20
2018-04-20 12:30:00,43,16,2018-04-20
2018-04-20 12:45:00,37,6,2018-04-20
2018-04-20 13:00:00,54,22,2018-04-20
2018-04-20 13:15:00,50,13,2018-04-20
2018-04-20 13:30:00,31,11,2018-04-20
2018-04-20 13:45:00,44,20,2018-04-20
2018-04-20 14:00:00,34,15,2018-04-20
2018-04-20 14:15:00,44,14,2018-04-20
2018-04-20 14:30:00,46,17,2018-04-20
2018-04-20 14:45:00,48,25,2018-04-20
2018-04-20 15:00:00,56,15,2018-04-20
2018-04-20 15:15:00,54,13,2018-04-20
2018-04-20 15:30:00,60,14,2018-04-20
2018-04-20 15:45:00,45,26,2018-04-20
2018-04-20 16:00:00,54,22,2018-04-20
2018-04-20 16:15:00,61,20,2018-04-20
2018-04-20 16:30:00,64,30,2018-04-20
2018-04-20 16:45:00,51,25,2018-04-20
2018-04-20 17:00:00,54,19,2018-04-20
2018-04-20 17:15:00,62,17,2018-04-20
2018-04-20 17:30:00,55,19,2018-04-20
2018-04-20 17:45:00,69,21,2018-04-20
2018-04-20 18:00:00,50,17,2018-04-20
2018-04-20 18:15:00,72,22,2018-04-20
2018-04-20 18:30:00,79,37,2018-04-20
2018-04-20 18:45:00,62,37,2018-04-20
2018-04-20 19:00:00,64,21,2018-04-20
2018-04-20 19:15:00,57,24,2018-04-20
2018-04-20 19:30:00,56,21,2018-04-20
2018-04-20 19:45:00,27,16,2018-04-20
2018-04-20 20:00:00,47,14,2018-04-20
2018-04-20 20:15:00,51,9,2018-04-20
2018-04-20 20:30:00,49,13,2018-04-20
2018-04-20 20:45:00,23,4,2018-04-20
2018-04-20 21:00:00,34,17,2018-04-20
2018-04-20 21:15:00,48,7,2018-04-20
2018-04-20 21:30:00,32,12,2018-04-20
2018-04-20 21:45:00,38,17,2018-04-20
2018-04-20 22:00:00,24,4,2018-04-20
2018-04-20 22:15:00,34,13,2018-04-20
2018-04-20 22:30:00,24,6,2018-04-20
2018-04-20 22:45:00,26,4,2018-04-20
2018-04-20 23:00:00,50,8,2018-04-20
2018-04-20 23:15:00,26,12,2018-04-20
2018-04-20 23:30:00,24,5,2018-04-20
2018-04-20 23:45:00,23,6,2018-04-20
2018-04-21 00:00:00,23,5,2018-04-21
2018-04-21 00:15:00,8,5,2018-04-21
2018-04-21 00:30:00,23,4,2018-04-21
2018-04-21 00:45:00,22,3,2018-04-21
2018-04-21 01:00:00,11,4,2018-04-21
2018-04-21 01:15:00,6,1,2018-04-21
2018-04-21 01:30:00,3,1,2018-04-21
2018-04-21 01:45:00,2,7,2018-04-21
2018-04-21 02:00:00,8,8,2018-04-21
2018-04-21 02:15:00,3,3,2018-04-21
2018-04-21 02:30:00,3,2,2018-04-21
2018-04-21 02:45:00,2,1,2018-04-21
2018-04-21 03:00:00,1,0,2018-04-21
2018-04-21 03:15:00,0,0,2018-04-21
2018-04-21 03:30:00,0,3,2018-04-21
2018-04-21 03:45:00,1,2,2018-04-21
2018-04-21 04:00:00,0,1,2018-04-21
2018-04-21 04:15:00,2,0,2018-04-21
2018-04-21 04:30:00,1,2,2018-04-21
2018-04-21 04:45:00,1,0,2018-04-21
2018-04-21 05:00:00,0,1,2018-04-21
2018-04-21 05:15:00,3,2,2018-04-21
2018-04-21 05:30:00,4,0,2018-04-21
2018-04-21 05:45:00,2,2,2018-04-21
2018-04-21 06:00:00,3,1,2018-04-21
2018-04-21 06:15:00,4,1,2018-04-21
2018-04-21 06:30:00,3,1,2018-04-21
2018-04-21 06:45:00,7,1,2018-04-21
2018-04-21 07:00:00,8,1,2018-04-21
2018-04-21 07:15:00,4,2,2018-04-21
2018-04-21 07:30:00,3,1,2018-04-21
2018-04-21 07:45:00,11,4,2018-04-21
2018-04-21 08:00:00,11,3,2018-04-21
2018-04-21 08:15:00,4,3,2018-04-21
2018-04-21 08:30:00,24,8,2018-04-21
2018-04-21 08:45:00,29,5,2018-04-21
2018-04-21 09:00:00,17,4,2018-04-21
2018-04-21 09:15:00,35,5,2018-04-21
2018-04-21 09:30:00,35,8,2018-04-21
2018-04-21 09:45:00,46,11,2018-04-21
2018-04-21 10:00:00,52,8,2018-04-21
2018-04-21 10:15:00,43,10,2018-04-21
2018-04-21 10:30:00,51,7,2018-04-21
2018-04-21 10:45:00,41,10,2018-04-21
2018-04-21 11:00:00,29,13,2018-04-21
2018-04-21 11:15:00,57,15,2018-04-21
2018-04-21 11:30:00,42,19,2018-04-21
2018-04-21 11:45:00,38,13,2018-04-21
2018-04-21 12:00:00,38,8,2018-04-21
2018-04-21 12:15:00,47,15,2018-04-21
2018-04-21 12:30:00,46,19,2018-04-21
2018-04-21 12:45:00,76,23,2018-04-21
2018-04-21 13:00:00,53,19,2018-04-21
2018-04-21 13:15:00,48,18,2018-04-21
2018-04-21 13:30:00,55,16,2018-04-21
2018-04-21 13:45:00,50,11,2018-04-21
2018-04-21 14:00:00,60,9,2018-04-21
2018-04-21 14:15:00,66,23,2018-04-21
2018-04-21 14:30:00,37,10,2018-04-21
2018-04-21 14:45:00,72,13,2018-04-21
2018-04-21 15:00:00,58,14,2018-04-21
2018-04-21 15:15:00,53,17,2018-04-21
2018-04-21 15:30:00,50,18,2018-04-21
2018-04-21 15:45:00,36,22,2018-04-21
2018-04-21 16:00:00,43,23,2018-04-21
2018-04-21 16:15:00,59,18,2018-04-21
2018-04-21 16:30:00,63,29,2018-04-21
2018-04-21 16:45:00,52,25,2018-04-21
2018-04-21 17:00:00,58,16,2018-04-21
2018-04-21 17:15:00,52,11,2018-04-21
2018-04-21 17:30:00,39,16,2018-04-21
2018-04-21 17:45:00,43,20,2018-04-21
2018-04-21 18:00:00,47,13,2018-04-21
2018-04-21 18:15:00,58,18,2018-04-21
2018-04-21 18:30:00,53,21,2018-04-21
2018-04-21 18:45:00,53,21,2018-04-21
2018-04-21 19:00:00,37,17,2018-04-21
2018-04-21 19:15:00,45,22,2018-04-21
2018-04-21 19:30:00,53,12,2018-04-21
2018-04-21 19:45:00,39,12,2018-04-21
2018-04-21 20:00:00,49,22,2018-04-21
2018-04-21 20:15:00,38,7,2018-04-21
2018-04-21 20:30:00,42,14,2018-04-21
2018-04-21 20:45:00,28,4,2018-04-21
2018-04-21 21:00:00,25,8,2018-04-21
2018-04-21 21:15:00,26,7,2018-04-21
2018-04-21 21:30:00,22,14,2018-04-21
2018-04-21 21:45:00,29,9,2018-04-21
2018-04-21 22:00:00,21,7,2018-04-21
2018-04-21 22:15:00,28,5,2018-04-21
2018-04-21 22:30:00,15,2,2018-04-21
2018-04-21 22:45:00,15,3,2018-04-21
2018-04-21 23:00:00,36,7,2018-04-21
2018-04-21 23:15:00,32,5,2018-04-21
2018-04-21 23:30:00,13,3,2018-04-21
2018-04-21 23:45:00,14,7,2018-04-21
2018-04-22 00:00:00,14,12,2018-04-22
2018-04-22 00:15:00,13,5,2018-04-22
2018-04-22 00:30:00,16,11,2018-04-22
2018-04-22 00:45:00,8,7,2018-04-22
2018-04-22 01:00:00,6,1,2018-04-22
2018-04-22 01:15:00,9,2,2018-04-22
2018-04-22 01:30:00,3,0,2018-04-22
2018-04-22 01:45:00,11,2,2018-04-22
2018-04-22 02:00:00,10,5,2018-04-22
2018-04-22 02:15:00,7,4,2018-04-22
2018-04-22 02:30:00,2,0,2018-04-22
2018-04-22 02:45:00,3,2,2018-04-22
2018-04-22 03:00:00,3,3,2018-04-22
2018-04-22 03:15:00,0,1,2018-04-22
2018-04-22 03:30:00,1,2,2018-04-22
2018-04-22 03:45:00,0,0,2018-04-22
2018-04-22 04:00:00,2,0,2018-04-22
2018-04-22 04:15:00,1,1,2018-04-22
2018-04-22 04:30:00,2,0,2018-04-22
2018-04-22 04:45:00,1,2,2018-04-22
2018-04-22 05:00:00,0,0,2018-04-22
2018-04-22 05:15:00,3,1,2018-04-22
2018-04-22 05:30:00,2,2,2018-04-22
2018-04-22 05:45:00,1,1,2018-04-22
2018-04-22 06:00:00,1,0,2018-04-22
2018-04-22 06:15:00,2,2,2018-04-22
2018-04-22 06:30:00,2,2,2018-04-22
2018-04-22 06:45:00,5,1,2018-04-22
2018-04-22 07:00:00,3,4,2018-04-22
2018-04-22 07:15:00,7,4,2018-04-22
2018-04-22 07:30:00,2,1,2018-04-22
2018-04-22 07:45:00,6,0,2018-04-22
2018-04-22 08:00:00,8,0,2018-04-22
2018-04-22 08:15:00,9,3,2018-04-22
2018-04-22 08:30:00,7,0,2018-04-22
2018-04-22 08:45:00,20,6,2018-04-22
2018-04-22 09:00:00,17,7,2018-04-22
2018-04-22 09:15:00,20,6,2018-04-22
2018-04-22 09:30:00,23,5,2018-04-22
2018-04-22 09:45:00,29,6,2018-04-22
2018-04-22 10:00:00,19,11,2018-04-22
2018-04-22 10:15:00,24,17,2018-04-22
2018-04-22 10:30:00,41,11,2018-04-22
2018-04-22 10:45:00,53,14,2018-04-22
2018-04-22 11:00:00,40,18,2018-04-22
2018-04-22 11:15:00,48,18,2018-04-22
2018-04-22 11:30:00,55,23,2018-04-22
2018-04-22 11:45:00,32,10,2018-04-22
2018-04-22 12:00:00,63,11,2018-04-22
2018-04-22 12:15:00,44,24,2018-04-22
2018-04-22 12:30:00,47,12,2018-04-22
2018-04-22 12:45:00,51,16,2018-04-22
2018-04-22 13:00:00,57,24,2018-04-22
2018-04-22 13:15:00,54,18,2018-04-22
2018-04-22 13:30:00,50,30,2018-04-22
2018-04-22 13:45:00,63,17,2018-04-22
2018-04-22 14:00:00,42,22,2018-04-22
2018-04-22 14:15:00,33,17,2018-04-22
2018-04-22 14:30:00,57,21,2018-04-22
2018-04-22 14:45:00,72,24,2018-04-22
2018-04-22 15:00:00,76,29,2018-04-22
2018-04-22 15:15:00,47,23,2018-04-22
2018-04-22 15:30:00,66,18,2018-04-22
2018-04-22 15:45:00,30,10,2018-04-22
2018-04-22 16:00:00,30,21,2018-04-22
2018-04-22 16:15:00,32,12,2018-04-22
2018-04-22 16:30:00,43,17,2018-04-22
2018-04-22 16:45:00,57,13,2018-04-22
2018-04-22 17:00:00,41,19,2018-04-22
2018-04-22 17:15:00,23,7,2018-04-22
2018-04-22 17:30:00,46,12,2018-04-22
2018-04-22 17:45:00,37,13,2018-04-22
2018-04-22 18:00:00,37,8,2018-04-22
2018-04-22 18:15:00,40,7,2018-04-22
2018-04-22 18:30:00,25,9,2018-04-22
2018-04-22 18:45:00,42,16,2018-04-22
2018-04-22 19:00:00,35,12,2018-04-22
2018-04-22 19:15:00,33,7,2018-04-22
2018-04-22 19:30:00,29,12,2018-04-22
2018-04-22 19:45:00,22,7,2018-04-22
2018-04-22 20:00:00,20,11,2018-04-22
2018-04-22 20:15:00,15,10,2018-04-22
2018-04-22 20:30:00,30,12,2018-04-22
2018-04-22 20:45:00,20,12,2018-04-22
2018-04-22 21:00:00,14,8,2018-04-22
2018-04-22 21:15:00,21,7,2018-04-22
2018-04-22 21:30:00,23,9,2018-04-22
2018-04-22 21:45:00,4,7,2018-04-22
2018-04-22 22:00:00,15,6,2018-04-22
2018-04-22 22:15:00,8,2,2018-04-22
2018-04-22 22:30:00,11,4,2018-04-22
2018-04-22 22:45:00,10,6,2018-04-22
2018-04-22 23:00:00,1,2,2018-04-22
2018-04-22 23:15:00,3,0,2018-04-22
2018-04-22 23:30:00,7,3,2018-04-22
2018-04-22 23:45:00,1,1,2018-04-22
2018-04-23 00:00:00,1,2,2018-04-23
2018-04-23 00:15:00,1,0,2018-04-23
2018-04-23 00:30:00,0,1,2018-04-23
2018-04-23 00:45:00,2,3,2018-04-23
2018-04-23 01:00:00,1,1,2018-04-23
2018-04-23 01:15:00,1,0,2018-04-23
2018-04-23 01:30:00,0,1,2018-04-23
2018-04-23 01:45:00,0,0,2018-04-23
2018-04-23 02:00:00,2,0,2018-04-23
2018-04-23 02:15:00,2,0,2018-04-23
2018-04-23 02:30:00,1,0,2018-04-23
2018-04-23 02:45:00,1,1,2018-04-23
2018-04-23 03:00:00,1,0,2018-04-23
2018-04-23 03:15:00,2,0,2018-04-23
2018-04-23 03:30:00,0,0,2018-04-23
2018-04-23 03:45:00,0,0,2018-04-23
2018-04-23 04:00:00,0,0,2018-04-23
2018-04-23 04:15:00,3,0,2018-04-23
2018-04-23 04:30:00,0,0,2018-04-23
2018-04-23 04:45:00,3,0,2018-04-23
2018-04-23 05:00:00,1,0,2018-04-23
2018-04-23 05:15:00,2,1,2018-04-23
2018-04-23 05:30:00,8,0,2018-04-23
2018-04-23 05:45:00,8,3,2018-04-23
2018-04-23 06:00:00,16,1,2018-04-23
2018-04-23 06:15:00,23,0,2018-04-23
2018-04-23 06:30:00,37,5,2018-04-23
2018-04-23 06:45:00,44,5,2018-04-23
2018-04-23 07:00:00,69,9,2018-04-23
2018-04-23 07:15:00,87,18,2018-04-23
2018-04-23 07:30:00,98,21,2018-04-23
2018-04-23 07:45:00,115,22,2018-04-23
2018-04-23 08:00:00,92,28,2018-04-23
2018-04-23 08:15:00,106,20,2018-04-23
2018-04-23 08:30:00,95,17,2018-04-23
2018-04-23 08:45:00,88,24,2018-04-23
2018-04-23 09:00:00,59,15,2018-04-23
2018-04-23 09:15:00,56,9,2018-04-23
2018-04-23 09:30:00,51,9,2018-04-23
2018-04-23 09:45:00,44,9,2018-04-23
2018-04-23 10:00:00,37,12,2018-04-23
2018-04-23 10:15:00,28,8,2018-04-23
2018-04-23 10:30:00,29,3,2018-04-23
2018-04-23 10:45:00,30,9,2018-04-23
2018-04-23 11:00:00,30,5,2018-04-23
2018-04-23 11:15:00,24,3,2018-04-23
2018-04-23 11:30:00,38,9,2018-04-23
2018-04-23 11:45:00,31,2,2018-04-23
2018-04-23 12:00:00,30,1,2018-04-23
2018-04-23 12:15:00,22,6,2018-04-23
2018-04-23 12:30:00,19,12,2018-04-23
2018-04-23 12:45:00,27,14,2018-04-23
2018-04-23 13:00:00,29,4,2018-04-23
2018-04-23 13:15:00,20,13,2018-04-23
2018-04-23 13:30:00,29,16,2018-04-23
2018-04-23 13:45:00,50,11,2018-04-23
2018-04-23 14:00:00,38,11,2018-04-23
2018-04-23 14:15:00,23,11,2018-04-23
2018-04-23 14:30:00,29,7,2018-04-23
2018-04-23 14:45:00,32,7,2018-04-23
2018-04-23 15:00:00,28,14,2018-04-23
2018-04-23 15:15:00,25,9,2018-04-23
2018-04-23 15:30:00,36,13,2018-04-23
2018-04-23 15:45:00,41,16,2018-04-23
2018-04-23 16:00:00,46,21,2018-04-23
2018-04-23 16:15:00,46,19,2018-04-23
2018-04-23 16:30:00,44,17,2018-04-23
2018-04-23 16:45:00,65,31,2018-04-23
2018-04-23 17:00:00,52,18,2018-04-23
2018-04-23 17:15:00,57,25,2018-04-23
2018-04-23 17:30:00,55,25,2018-04-23
2018-04-23 17:45:00,62,22,2018-04-23
2018-04-23 18:00:00,63,25,2018-04-23
2018-04-23 18:15:00,54,20,2018-04-23
2018-04-23 18:30:00,58,19,2018-04-23
2018-04-23 18:45:00,46,19,2018-04-23
2018-04-23 19:00:00,46,9,2018-04-23
2018-04-23 19:15:00,51,13,2018-04-23
2018-04-23 19:30:00,44,16,2018-04-23
2018-04-23 19:45:00,34,15,2018-04-23
2018-04-23 20:00:00,50,6,2018-04-23
2018-04-23 20:15:00,29,16,2018-04-23
2018-04-23 20:30:00,24,17,2018-04-23
2018-04-23 20:45:00,19,14,2018-04-23
2018-04-23 21:00:00,32,9,2018-04-23
2018-04-23 21:15:00,25,9,2018-04-23
2018-04-23 21:30:00,19,7,2018-04-23
2018-04-23 21:45:00,10,4,2018-04-23
2018-04-23 22:00:00,12,19,2018-04-23
2018-04-23 22:15:00,10,6,2018-04-23
2018-04-23 22:30:00,19,7,2018-04-23
2018-04-23 22:45:00,6,4,2018-04-23
2018-04-23 23:00:00,3,3,2018-04-23
2018-04-23 23:15:00,8,1,2018-04-23
2018-04-23 23:30:00,4,2,2018-04-23
2018-04-23 23:45:00,0,3,2018-04-23
2018-04-24 00:00:00,1,0,2018-04-24
2018-04-24 00:15:00,1,0,2018-04-24
2018-04-24 00:30:00,0,0,2018-04-24
2018-04-24 00:45:00,1,1,2018-04-24
2018-04-24 01:00:00,1,0,2018-04-24
2018-04-24 01:15:00,0,0,2018-04-24
2018-04-24 01:30:00,1,3,2018-04-24
2018-04-24 01:45:00,0,0,2018-04-24
2018-04-24 02:00:00,0,1,2018-04-24
2018-04-24 02:15:00,2,0,2018-04-24
2018-04-24 02:30:00,1,1,2018-04-24
2018-04-24 02:45:00,0,0,2018-04-24
2018-04-24 03:00:00,1,0,2018-04-24
2018-04-24 03:15:00,0,0,2018-04-24
2018-04-24 03:30:00,1,0,2018-04-24
2018-04-24 03:45:00,0,0,2018-04-24
2018-04-24 04:00:00,1,0,2018-04-24
2018-04-24 04:15:00,0,0,2018-04-24
2018-04-24 04:30:00,3,0,2018-04-24
2018-04-24 04:45:00,0,0,2018-04-24
2018-04-24 05:00:00,2,0,2018-04-24
2018-04-24 05:15:00,1,0,2018-04-24
2018-04-24 05:30:00,6,1,2018-04-24
2018-04-24 05:45:00,10,3,2018-04-24
2018-04-24 06:00:00,17,5,2018-04-24
2018-04-24 06:15:00,26,1,2018-04-24
2018-04-24 06:30:00,45,10,2018-04-24
2018-04-24 06:45:00,57,8,2018-04-24
2018-04-24 07:00:00,65,14,2018-04-24
2018-04-24 07:15:00,104,22,2018-04-24
2018-04-24 07:30:00,118,33,2018-04-24
2018-04-24 07:45:00,144,23,2018-04-24
2018-04-24 08:00:00,117,27,2018-04-24
2018-04-24 08:15:00,101,19,2018-04-24
2018-04-24 08:30:00,110,19,2018-04-24
2018-04-24 08:45:00,73,14,2018-04-24
2018-04-24 09:00:00,62,13,2018-04-24
2018-04-24 09:15:00,39,14,2018-04-24
2018-04-24 09:30:00,55,8,2018-04-24
2018-04-24 09:45:00,60,10,2018-04-24
2018-04-24 10:00:00,43,8,2018-04-24
2018-04-24 10:15:00,42,5,2018-04-24
2018-04-24 10:30:00,34,8,2018-04-24
2018-04-24 10:45:00,19,6,2018-04-24
2018-04-24 11:00:00,20,8,2018-04-24
2018-04-24 11:15:00,32,15,2018-04-24
2018-04-24 11:30:00,30,9,2018-04-24
2018-04-24 11:45:00,27,4,2018-04-24
2018-04-24 12:00:00,32,5,2018-04-24
2018-04-24 12:15:00,26,9,2018-04-24
2018-04-24 12:30:00,23,11,2018-04-24
2018-04-24 12:45:00,37,14,2018-04-24
2018-04-24 13:00:00,25,7,2018-04-24
2018-04-24 13:15:00,25,18,2018-04-24
2018-04-24 13:30:00,33,8,2018-04-24
2018-04-24 13:45:00,34,20,2018-04-24
2018-04-24 14:00:00,27,15,2018-04-24
2018-04-24 14:15:00,22,4,2018-04-24
2018-04-24 14:30:00,28,7,2018-04-24
2018-04-24 14:45:00,33,14,2018-04-24
2018-04-24 15:00:00,40,6,2018-04-24
2018-04-24 15:15:00,31,8,2018-04-24
2018-04-24 15:30:00,30,10,2018-04-24
2018-04-24 15:45:00,38,23,2018-04-24
2018-04-24 16:00:00,47,12,2018-04-24
2018-04-24 16:15:00,40,29,2018-04-24
2018-04-24 16:30:00,63,23,2018-04-24
2018-04-24 16:45:00,55,20,2018-04-24
2018-04-24 17:00:00,50,22,2018-04-24
2018-04-24 17:15:00,52,23,2018-04-24
2018-04-24 17:30:00,54,27,2018-04-24
2018-04-24 17:45:00,65,27,2018-04-24
2018-04-24 18:00:00,60,25,2018-04-24
2018-04-24 18:15:00,56,29,2018-04-24
2018-04-24 18:30:00,54,22,2018-04-24
2018-04-24 18:45:00,54,15,2018-04-24
2018-04-24 19:00:00,46,12,2018-04-24
2018-04-24 19:15:00,56,15,2018-04-24
2018-04-24 19:30:00,46,19,2018-04-24
2018-04-24 19:45:00,46,12,2018-04-24
2018-04-24 20:00:00,40,11,2018-04-24
2018-04-24 20:15:00,33,16,2018-04-24
2018-04-24 20:30:00,30,6,2018-04-24
2018-04-24 20:45:00,32,6,2018-04-24
2018-04-24 21:00:00,25,3,2018-04-24
2018-04-24 21:15:00,16,4,2018-04-24
2018-04-24 21:30:00,15,5,2018-04-24
2018-04-24 21:45:00,10,3,2018-04-24
2018-04-24 22:00:00,15,8,2018-04-24
2018-04-24 22:15:00,31,11,2018-04-24
2018-04-24 22:30:00,8,2,2018-04-24
2018-04-24 22:45:00,8,3,2018-04-24
2018-04-24 23:00:00,2,5,2018-04-24
2018-04-24 23:15:00,7,1,2018-04-24
2018-04-24 23:30:00,6,5,2018-04-24
2018-04-24 23:45:00,0,1,2018-04-24
